Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,利兹大学University of Leeds,88.8%,84.9%,31.7%,174,100.0%,100.0,免费评估
2,罗伯特高登大学The Robert Gordon University,96.1%,93.5%,4.9%,181,100.0%,99.0,免费评估
2,埃克塞特大学University of Exeter,83.8%,85.9%,42.4%,161,99.0%,99.0,免费评估
4,卡迪夫大学Cardiff University,85.5%,84.3%,36.8%,155,97.7%,97.3,免费评估
5,班戈大学Bangor University,78.8%,70.6%,34.7%,155,100.0%,96.3,免费评估
6,利物浦大学The University of Liverpool,84.7%,84.8%,35.3%,130,97.2%,94.8,免费评估
7,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,82.9%,77.8%,8.1%,180,95.5%,94.3,免费评估
8,蒂赛德大学Teesside University,85.9%,79.2%,2.4%,168,97.3%,93.9,免费评估
9,哥比亚大学University of Cumbria,85.9%,83.0%,0.7%,151,100.0%,93.8,免费评估
10,索尔福德大学University of Salford,84.6%,79.5%,3.8%,140,100.0%,92.7,免费评估
10,西英格兰大学University of the West of England,91.5%,91.4%,8.2%,130,96.8%,92.7,免费评估
12,基尔大学Keele University,85.9%,87.0%,20.9%,125,,92.6,免费评估
13,玛格丽特女王大学Queen Margaret University,77.4%,67.8%,1.5%,161,97.2%,91.1,免费评估
14,谢菲尔德哈莱姆大学Sheffield Hallam University,83.7%,82.4%,3.7%,148,94.5%,90.9,免费评估
15,赫特福德大学University of Hertfordshire,85.7%,85.1%,4.0%,132,95.9%,90.7,免费评估
16,伯明翰城市大学Birmingham City University,79.5%,73.3%,1.5%,136,98.2%,90.1,免费评估
17,布拉德福德大学University of Bradford,62.5%,63.8%,9.5%,147,100.0%,89.8,免费评估
18,萨福克学院University Campus Suffolk,83.1%,81.7%,,131,96.2%,89.7,免费评估
19,德比大学University of Derby,79.3%,76.3%,,120,100.0%,89.6,免费评估
20,伦敦南岸大学London South Bank University,74.1%,70.7%,13.7%,120,98.4%,89.3,免费评估
21,朴茨茅斯大学University of Portsmouth,70.3%,67.9%,24.3%,126,95.3%,89.0,免费评估
21,坎特伯雷大学Canterbury Christ Church University,79.2%,68.4%,2.2%,127,98.0%,89.0,免费评估
23,阿尔斯特大学University of Ulster,78.9%,80.1%,27.7%,142,86.4%,88.7,免费评估
24,伦敦城市大学City University London,85.9%,87.1%,20.5%,121,87.0%,87.8,免费评估
25,"Kingston/St George's, London",65.1%,61.5%,2.6%,118,94.7%,84.2,免费评估
