Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,85.6,51.7,665,81.7,100.0,免费评估
2,巴斯大学University of Bath,95.3,48.3,512,77.4,98.1,免费评估
3,牛津大学University of Oxford,81.6,50.0,564,70.2,91.1,免费评估
4,伦敦大学学院University College London,87.0,45.0,516,66.3,90.3,免费评估
5,格拉斯哥大学University of Glasgow,86.2,33.3,510,74.6,89.3,免费评估
6,伯明翰大学University of Birmingham,86.8,43.3,439,72.8,88.9,免费评估
7,杜伦大学Durham University,82.9,30.0,492,72.3,85.7,免费评估
8,约克大学The University of York,88.9,35.0,468,58.4,85.5,免费评估
9,萨里大学University of Surrey,90.4,20.0,448,66.5,84.5,免费评估
10,埃克塞特大学University of Exeter,86.0,28.3,455,67.4,84.4,免费评估
11,圣安德鲁斯大学University of St Andrews,79.2,35.0,517,67.0,84.2,免费评估
12,Cardiff University,82.7,40.0,445,63.1,83.7,免费评估
13,南安普顿大学University of Southampton,85.7,30.0,420,68.2,83.6,免费评估
14,纽卡斯尔大学Newcastle University,90.1,20.0,449,62.3,83.3,免费评估
15,布拉德福德大学University of Bradford,83.7,26.7,482,64.0,82.9,免费评估
16,"伦敦大学伯克贝克学院Birkbeck, University Of London",83.1,40.0,254,84.6,82.8,免费评估
17,华威大学The University of Warwick,86.1,25.0,474,60.2,82.6,免费评估
18,班戈大学Bangor University,89.6,35.0,321,64.0,82.3,免费评估
19,拉夫堡大学Loughborough University,84.6,36.7,399,61.0,81.9,免费评估
20,肯特大学University of Kent,84.1,20.0,413,71.7,81.3,免费评估
21,诺丁汉大学University of Nottingham,82.0,26.7,440,66.0,81.1,免费评估
22,伦敦大学皇家霍洛威学院Royal Holloway University of London,82.9,33.3,451,56.4,80.9,免费评估
23,埃塞克斯大学University of Essex,82.9,30.0,431,60.0,80.4,免费评估
24,思克莱德大学University of Strathclyde,86.5,10.0,462,57.7,78.6,免费评估
24,利兹大学University of Leeds,81.8,23.3,422,61.7,78.6,免费评估
26,谢菲尔德大学The University of Sheffield,78.8,30.0,444,56.3,77.7,免费评估
26,雷丁大学University of Reading,80.8,26.7,404,59.9,77.7,免费评估
28,斯特林大学University of Stirling,88.6,8.3,416,56.2,77.4,免费评估
29,东英吉利大学University of East Anglia,90.1,5.0,429,53.9,77.3,免费评估
29,阿斯顿大学Aston University,84.4,26.7,380,54.1,77.3,免费评估
31,兰卡斯特大学Lancaster University,76.0,20.0,435,69.3,77.2,免费评估
32,University of Lincoln,86.7,11.7,351,64.9,77.1,免费评估
33,埃塞克斯大学University of Essex,85.0,25.0,358,54.2,76.5,免费评估
34,邓迪大学University of Dundee,85.4,15.0,385,55.0,75.7,免费评估
35,伦敦城市大学City University London,83.7,20.0,374,54.1,75.3,免费评估
36,阿伯丁大学University of Aberdeen,79.4,20.0,424,55.5,75.1,免费评估
37,朴茨茅斯大学University of Portsmouth,84.9,8.3,339,62.5,74.4,免费评估
