Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,83.1,60.0,647.0,97.0,100.0,免费评估
2,帝国理工学院Imperial College London,88.8,41.7,578.0,76.9,91.5,免费评估
3,杜伦大学Durham University,85.7,26.7,569.0,87.1,88.4,免费评估
4,华威大学The University of Warwick,77.7,36.7,493.0,90.0,85.4,免费评估
5,牛津大学University of Oxford,73.7,45.0,593.0,77.7,85.1,免费评估
6,赫瑞瓦特大学Heriot Watt University,87.2,25.0,446.0,,84.8,免费评估
7,埃克塞特大学University of Exeter,85.6,25.0,435.0,86.5,84.1,免费评估
8,Cardiff University,87.7,35.5,415.0,70.0,83.2,免费评估
9,诺丁汉大学University of Nottingham,82.5,41.7,,72.2,83.1,免费评估
10,斯旺西大学Swansea University,76.8,36.7,336.0,86.7,79.9,免费评估
11,利物浦大学The University of Liverpool,77.7,35.4,434.0,75.0,79.7,免费评估
12,利物浦约翰摩尔斯大学Liverpool John Moores University,83.1,33.3,354.0,69.2,78.4,免费评估
13,阿伯丁大学University of Aberdeen,75.7,31.7,412.0,,77.8,免费评估
14,兰卡斯特大学Lancaster University,80.4,23.3,391.0,,77.5,免费评估
15,伯恩茅斯大学Bournemouth University,80.1,16.7,305.0,91.8,77.0,免费评估
16,西英格兰大学University of the West of England,75.3,25.0,341.0,85.7,76.0,免费评估
17,University of Lincoln,78.0,,372.0,100.0,75.5,免费评估
18,伦敦大学玛丽女王学院Queen Mary University of London,76.0,21.7,395.0,75.9,74.5,免费评估
19,龙比亚大学Napier University,76.8,13.3,339.0,83.6,73.3,免费评估
20,伦敦南岸大学London South Bank University,82.6,23.3,219.0,72.2,72.8,免费评估
21,中央兰开夏大学University of Central Lancashire,91.1,10.0,310.0,56.3,72.3,免费评估
22,莱斯特大学University of Leicester,64.8,25.0,370.0,83.2,70.8,免费评估
23,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,77.2,6.7,310.0,79.5,70.0,免费评估
24,波尔顿大学University of Bolton,84.5,15.0,159.0,,69.2,免费评估
25,伦敦城市大学City University London,74.3,21.7,329.0,53.8,66.4,免费评估
26,布拉德福德大学University of Bradford,73.0,17.3,279.0,,66.3,免费评估
27,德蒙福特大学De Montfort University,80.0,13.3,,54.5,66.0,免费评估
28,阿尔斯特大学University of Ulster,76.7,,295.0,68.4,64.9,免费评估
29,谢菲尔德哈莱姆大学Sheffield Hallam University,69.6,15.0,283.0,68.5,64.7,免费评估
