Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,85.3,43.3,596,80.2,100.0,免费评估
2,剑桥大学University of Cambridge,,30.0,558,79.7,97.3,免费评估
3,谢菲尔德大学The University of Sheffield,82.7,55.0,486,68.1,94.7,免费评估
4,伦敦大学学院University College London,75.9,31.7,555,89.9,93.1,免费评估
4,埃克塞特大学University of Exeter,85.0,35.0,483,79.9,93.1,免费评估
6,埃塞克斯大学University of Essex,86.2,26.7,413,61.5,92.9,免费评估
6,杜伦大学Durham University,81.6,55.0,511,89.0,92.9,免费评估
8,伦敦政治经济学院The London School of Economics and Political Science,78.9,21.7,550,75.5,92.8,免费评估
8,巴斯大学University of Bath,88.0,40.0,472,82.4,92.8,免费评估
10,约克大学The University of York,87.5,25.0,471,78.5,92.4,免费评估
11,华威大学The University of Warwick,79.8,33.3,512,81.0,91.6,免费评估
12,圣安德鲁斯大学University of St Andrews,83.5,21.7,524,78.1,90.9,免费评估
13,卡迪夫大学Cardiff University,83.4,25.0,462,79.2,89.7,免费评估
14,纽卡斯尔大学Newcastle University,85.7,23.3,417,73.1,87.8,免费评估
15,布里斯托大学University of Bristol,81.7,20.0,476,77.9,87.7,免费评估
16,伯明翰大学University of Birmingham,82.2,18.3,416,83.9,86.8,免费评估
17,诺丁汉大学University of Nottingham,83.8,26.7,438,66.1,86.7,免费评估
18,布鲁内尔大学Brunel University,92.0,11.7,349,64.4,84.7,免费评估
19,格拉斯哥大学University of Glasgow,81.7,30.0,465,59.4,84.5,免费评估
19,伦敦大学亚非学院SOAS University of London,77.5,25.0,478,63.4,84.5,免费评估
21,曼彻斯特大学The University of Manchester,77.9,30.0,470,63.7,84.4,免费评估
22,拉夫堡大学Loughborough University,85.0,20.0,376,68.8,84.3,免费评估
22,伦敦国王学院King's College London,79.8,25.0,480,61.6,84.3,免费评估
24,东英吉利大学University of East Anglia,88.1,15.0,409,60.1,84.2,免费评估
24,肯特大学University of Kent,85.2,11.7,385,75.4,84.2,免费评估
26,兰卡斯特大学Lancaster University,84.6,10.0,436,70.6,84.1,免费评估
27,萨里大学University of Surrey,88.7,13.3,406,56.9,83.4,免费评估
28,爱丁堡大学The University of Edinburgh,74.1,25.0,498,67.5,82.8,免费评估
29,阿斯顿大学Aston University,84.3,10.0,369,73.6,82.3,免费评估
29,伦敦大学皇家霍洛威学院Royal Holloway University of London,80.8,13.3,412,73.2,82.3,免费评估
31,哈德斯菲尔德大学University of Huddersfield,94.8,0.0,296,66.2,82.2,免费评估
31,萨塞克斯大学University of Sussex,84.1,29.1,419,45.1,82.2,免费评估
33,莱斯特大学University of Leicester,85.8,8.3,407,64.2,82.1,免费评估
34,亚伯大学Aberystwyth University,76.0,48.3,334,56.1,81.3,免费评估
35,雷丁大学University of Reading,81.6,18.3,366,66.7,81.0,免费评估
35,伦敦大学玛丽女王学院Queen Mary University of London,75.9,18.3,439,71.0,81.0,免费评估
37,赫尔大学The University of Hull,84.9,18.3,379,54.7,80.9,免费评估
38,阿伯丁大学University of Aberdeen,77.1,11.7,443,73.1,80.8,免费评估
39,利兹大学University of Leeds,79.7,8.3,439,69.1,80.6,免费评估
40,南安普顿大学University of Southampton,77.8,13.3,418,71.4,80.4,免费评估
41,英国女王大学Queen's University Belfast,80.1,23.3,390,57.2,80.0,免费评估
42,林肯大学University of Lincoln,90.9,10.0,304,54.5,79.9,免费评估
43,朴茨茅斯大学University of Portsmouth,85.0,25.0,303,53.5,79.6,免费评估
44,邓迪大学University of Dundee,83.3,16.7,384,52.8,79.3,免费评估
45,伦敦城市大学City University London,84.3,,396,65.6,79.2,免费评估
46,利物浦大学The University of Liverpool,81.2,5.0,418,63.9,78.8,免费评估
47,布拉德福德大学University of Bradford,78.5,26.7,304,64.8,78.6,免费评估
48,思克莱德大学University of Strathclyde,80.2,6.7,449,52.7,78.1,免费评估
48,牛津布鲁克斯大学Oxford Brookes University,79.2,10.0,350,75.3,78.1,免费评估
50,基尔大学Keele University,82.9,16.7,330,54.5,77.5,免费评估
51,西英格兰大学University of the West of England,87.6,5.0,320,54.9,77.4,免费评估
52,普利茅斯大学University of Plymouth,80.0,19.5,290,63.0,76.9,免费评估
53,斯旺西大学Swansea University,75.6,,363,71.3,76.3,免费评估
53,诺丁汉特伦特大学Nottingham Trent University,87.1,10.0,284,62.5,76.3,免费评估
55,斯特林大学University of Stirling,80.8,8.3,412,49.2,76.0,免费评估
56,威斯敏斯特大学University of Westminster,84.3,10.0,330,49.7,75.8,免费评估
57,利兹都会大学Leeds Metropolitan University,86.2,,246,68.2,75.7,免费评估
58,伦敦大学金史密斯学院Goldsmiths University of London,77.5,16.7,348,54.5,74.9,免费评估
59,桑德兰大学University of Sunderland,83.6,1.7,306,0.0,73.4,免费评估
60,考文垂大学Coventry University,79.5,6.7,284,61.7,73.1,免费评估
61,阿尔斯特大学University of Ulster,81.4,18.3,269,42.5,72.3,免费评估
62,德蒙福特大学De Montfort University,82.6,10.0,299,39.1,71.3,免费评估
62,诺桑比亚大学Northumbria University,70.0,15.0,355,59.6,71.3,免费评估
64,坎特伯雷大学Canterbury Christ Church University,84.0,,277,48.0,71.0,免费评估
65,谢菲尔德哈莱姆大学Sheffield Hallam University,84.4,,279,44.1,70.5,免费评估
66,伦敦都市大学London Metropolitan University,78.9,10.0,227,54.2,69.9,免费评估
67,中央兰开夏大学University of Central Lancashire,79.2,1.7,349,38.3,68.8,免费评估
67,温切斯特大学University of Winchester,81.7,,307,39.1,68.8,免费评估
67,布莱顿大学University of Brighton,70.4,45.0,298,23.8,68.8,免费评估
70,曼彻斯特城市大学Manchester Metropolitan University,75.1,6.7,309,45.8,67.8,免费评估
71,金斯顿大学Kingston University,74.7,10.0,293,44.3,67.5,免费评估
72,格林威治大学The University of Greenwich,74.7,0.0,254,50.0,65.0,免费评估
73,索尔福德大学University of Salford,70.7,11.7,296,37.8,64.1,免费评估
