Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,85%,5.5/9,567.0,94.00%,100.0,免费评估
2,布里斯托大学University of Bristol,77%,4.1/9,466.0,95.00%,88.5,免费评估
3,萨里大学University of Surrey,90%,3.4/9,370.0,91.00%,88.0,免费评估
4,谢菲尔德大学The University of Sheffield,82%,4.3/9,394.0,91.00%,87.9,免费评估
5,纽卡斯尔大学Newcastle University,83%,3.2/9,,97.00%,87.4,免费评估
6,巴斯大学University of Bath,83%,2.7/9,468.0,88.00%,84.7,免费评估
7,南安普顿大学University of Southampton,84%,3.1/9,447.0,81.00%,84.4,免费评估
8,帝国理工学院Imperial College London,68%,4.4/9,505.0,86.00%,84.3,免费评估
9,拉夫堡大学Loughborough University,79%,3.6/9,391.0,84.00%,82.5,免费评估
10,诺丁汉大学University of Nottingham,79%,4.0/9,352.0,77.00%,81.1,免费评估
11,斯旺西大学Swansea University,78%,2.5/9,305.0,94.00%,77.5,免费评估
12,利兹大学University of Leeds,73%,3.7/9,380.0,71.00%,76.8,免费评估
13,The Queen's,78%,3.2/9,350.0,68.00%,75.7,免费评估
14,伦敦大学玛丽女王学院Queen Mary University of London,81%,2.3/9,309.0,79.00%,75.2,免费评估
15,阿斯顿大学Aston University,85%,2.2/9,326.0,66.00%,74.3,免费评估
15,利物浦大学The University of Liverpool,68%,3.5/9,377.0,74.00%,74.3,免费评估
17,德蒙福特大学De Montfort University,77%,2.2/9,,79.00%,73.7,免费评估
18,曼彻斯特大学The University of Manchester,63%,3.6/9,429.0,73.00%,73.6,免费评估
19,格拉斯哥大学University of Glasgow,74%,2.4/9,385.0,71.00%,72.7,免费评估
20,思克莱德大学University of Strathclyde,73%,2.7/9,370.0,69.00%,72.4,免费评估
21,赫特福德大学University of Hertfordshire,79%,2.7/9,237.0,66.00%,70.1,免费评估
22,布鲁内尔大学Brunel University,68%,2.5/9,343.0,76.00%,70.0,免费评估
23,西英格兰大学University of the West of England,72%,2.6/9,291.0,70.00%,69.6,免费评估
24,格拉摩根大学University of Glamorgan,61%,2.5/9,,89.00%,68.5,免费评估
25,朴茨茅斯大学University of Portsmouth,82%,2.1/9,227.0,64.00%,68.4,免费评估
26,萨塞克斯大学University of Sussex,75%,,346.0,77.00%,65.8,免费评估
27,索尔福德大学University of Salford,73%,2.5/9,251.0,61.00%,65.7,免费评估
28,利物浦约翰摩尔斯大学Liverpool John Moores University,69%,3.3/9,234.0,57.00%,65.0,免费评估
29,谢菲尔德哈莱姆大学Sheffield Hallam University,73%,1.8/9,274.0,59.00%,63.7,免费评估
30,伦敦城市大学City University London,70%,2.4/9,315.0,48.00%,63.3,免费评估
30,普利茅斯大学University of Plymouth,81%,1.3/9,,50.00%,63.3,免费评估
32,考文垂大学Coventry University,71%,1.0/9,243.0,71.00%,62.2,免费评估
33,金斯顿大学Kingston University,71%,1.5/9,235.0,65.00%,62.1,免费评估
34,"Cardiff, UWIC",76%,,304.0,59.00%,60.6,免费评估
35,曼彻斯特城市大学Manchester Metropolitan University,68%,1.5/9,209.0,66.00%,60.0,免费评估
36,阿尔斯特大学University of Ulster,70%,,224.0,81.00%,59.9,免费评估
37,伦敦南岸大学London South Bank University,66%,2.5/9,183.0,45.00%,56.6,免费评估
