Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,226.0,4.25,3.2,86,100.0,免费评估
2,杜伦大学Durham University,198.0,4.06,2.98,86,97.1,免费评估
3,兰卡斯特大学Lancaster University,155.0,4.27,3.14,90,96.7,免费评估
4,牛津大学University of Oxford,204.0,4.22,2.88,76,96.2,免费评估
5,华威大学The University of Warwick,168.0,4.16,3.09,84,96.1,免费评估
6,圣安德鲁斯大学University of St Andrews,211.0,4.36,2.84,72,95.6,免费评估
7,埃克塞特大学University of Exeter,169.0,4.16,2.84,86,95.5,免费评估
8,伯明翰大学University of Birmingham,162.0,4.13,2.9,86,95.5,免费评估
9,南安普顿大学University of Southampton,163.0,4.06,3.23,82,95.3,免费评估
10,纽卡斯尔大学Newcastle University,158.0,4.37,3.04,82,95.2,免费评估
11,曼彻斯特大学The University of Manchester,167.0,4.05,3.16,80,95.2,免费评估
12,约克大学The University of York,162.0,4.15,3.16,82,94.9,免费评估
13,英国女王大学Queen's University Belfast,155.0,4.04,3.23,78,94.5,免费评估
14,伦敦国王学院King's College London,168.0,3.83,3.0,80,94.4,免费评估
15,萨里大学University of Surrey,159.0,4.31,3.01,76,94.2,免费评估
16,格拉斯哥大学University of Glasgow,213.0,4.06,2.71,70,94.2,免费评估
17,巴斯大学University of Bath,163.0,4.04,2.81,82,93.9,免费评估
18,诺丁汉大学University of Nottingham,149.0,3.89,2.92,82,93.7,免费评估
19,布里斯托大学University of Bristol,166.0,3.9,2.89,78,93.5,免费评估
20,斯特林大学University of Stirling,161.0,3.97,3.0,78,93.5,免费评估
21,爱丁堡大学The University of Edinburgh,189.0,3.83,2.96,72,93.3,免费评估
22,谢菲尔德大学The University of Sheffield,144.0,3.92,2.98,80,93.2,免费评估
23,利物浦大学The University of Liverpool,137.0,4.04,2.95,82,93.2,免费评估
24,肯特大学University of Kent,117.0,3.99,3.24,84,93.2,免费评估
25,利兹大学University of Leeds,166.0,4.11,2.91,74,93.1,免费评估
26,雷丁大学University of Reading,127.0,4.05,2.96,80,92.8,免费评估
27,班戈大学Bangor University,123.0,4.38,3.13,76,92.6,免费评估
28,卡迪夫大学Cardiff University,150.0,4.22,3.21,70,92.5,免费评估
29,赫尔大学The University of Hull,,4.1,2.8,76,92.4,免费评估
30,伦敦大学学院University College London,172.0,3.6,3.0,70,92.3,免费评估
31,思克莱德大学University of Strathclyde,209.0,4.1,,76,91.8,免费评估
32,牛津布鲁克斯大学Oxford Brookes University,,4.3,2.81,68,91.7,免费评估
33,伦敦大学皇家霍洛威学院Royal Holloway University of London,145.0,3.8,3.13,68,91.5,免费评估
34,亚伯大学Aberystwyth University,123.0,4.08,2.25,86,91.3,免费评估
35,阿伯丁大学University of Aberdeen,172.0,3.8,2.71,68,91.3,免费评估
36,埃塞克斯大学University of Essex,117.0,4.07,3.2,74,91.2,免费评估
37,朴茨茅斯大学University of Portsmouth,96.0,4.51,2.89,76,91.1,免费评估
38,莱斯特大学University of Leicester,129.0,4.47,2.49,72,90.9,免费评估
39,赫瑞瓦特大学Heriot Watt University,174.0,3.47,2.82,68,90.5,免费评估
40,萨塞克斯大学University of Sussex,,4.06,,86,90.0,免费评估
41,斯旺西大学Swansea University,109.0,3.72,2.77,78,89.6,免费评估
42,切斯特大学University of Chester,105.0,4.18,2.08,78,89.1,免费评估
43,伦敦大学玛丽女王学院Queen Mary University of London,128.0,4.06,3.04,58,88.7,免费评估
44,诺丁汉特伦特大学Nottingham Trent University,110.0,4.32,2.64,72,88.6,免费评估
45,曼彻斯特城市大学Manchester Metropolitan University,118.0,4.37,3.07,52,87.7,免费评估
46,阿斯顿大学Aston University,131.0,4.14,2.8,54,87.5,免费评估
47,龙比亚大学Napier University,144.0,3.86,,58,84.8,免费评估
48,威斯敏斯特大学University of Westminster,122.0,3.67,1.99,58,83.2,免费评估
49,考文垂大学Coventry University,,3.89,,58,83.0,免费评估
