Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,约克大学The University of York,84.30%,85.40%,47.50%,386,66.70%,100.0,免费评估
2,肯特大学University of Kent,81.60%,87.20%,59.00%,330,74.00%,99.9,免费评估
3,利兹大学University of Leeds,82.70%,84.30%,40.10%,404,,98.8,免费评估
4,曼彻斯特大学The University of Manchester,83.40%,84.70%,27.20%,386,68.70%,97.5,免费评估
5,斯特林大学University of Stirling,87.60%,90.70%,33.80%,392,48.40%,97.4,免费评估
6,杜伦大学Durham University,74.40%,79.00%,28.70%,416,78.90%,97.2,免费评估
7,埃塞克斯大学University of Essex,80.50%,91.10%,44.30%,318,68.30%,97.1,免费评估
8,南安普顿大学University of Southampton,76.90%,80.80%,52.80%,370,55.20%,95.7,免费评估
9,诺丁汉大学University of Nottingham,77.70%,82.60%,43.50%,356,,94.1,免费评估
9,斯旺西大学Swansea University,83.10%,86.10%,20.40%,329,65.80%,94.1,免费评估
11,卡迪夫大学Cardiff University,78.00%,83.70%,30.80%,387,51.30%,93.8,免费评估
12,利物浦霍普大学Liverpool Hope University,88.80%,86.80%,8.60%,292,70.60%,93.6,免费评估
13,朴茨茅斯大学University of Portsmouth,85.90%,87.00%,12.10%,330,62.60%,93.5,免费评估
14,莱斯特大学University of Leicester,82.70%,83.60%,26.30%,389,44.00%,93.4,免费评估
15,龙比亚大学Napier University,84.00%,88.50%,,375,56.30%,92.5,免费评估
16,林肯大学University of Lincoln,85.20%,88.60%,5.80%,333,59.20%,92.4,免费评估
17,萨塞克斯大学University of Sussex,79.30%,83.10%,27.90%,341,,92.0,免费评估
18,赫尔大学The University of Hull,76.10%,87.50%,14.30%,335,61.70%,91.4,免费评估
19,艾芝西尔大学Edge Hill University,84.80%,85.30%,12.10%,315,,91.2,免费评估
20,Northumbria University,80.40%,84.60%,12.70%,354,50.00%,90.8,免费评估
21,格林多大学Glyndwr University,84.30%,85.30%,,318,58.80%,90.3,免费评估
21,普利茅斯大学University of Plymouth,82.50%,86.00%,16.00%,303,,90.3,免费评估
23,伦敦城市大学City University London,77.30%,79.30%,19.20%,354,,90.1,免费评估
24,德比大学University of Derby,89.70%,84.50%,2.40%,304,49.50%,90.0,免费评估
25,西英格兰大学University of the West of England,82.50%,84.30%,10.90%,329,47.10%,89.7,免费评估
25,格罗斯特大学University of Gloucestershire,93.50%,95.30%,,310,30.90%,89.7,免费评估
27,诺丁汉特伦特大学Nottingham Trent University,84.60%,85.20%,5.10%,277,59.90%,89.6,免费评估
28,谢菲尔德哈莱姆大学Sheffield Hallam University,83.10%,83.40%,14.40%,297,50.30%,89.4,免费评估
29,Manchester Metropolitan University,83.70%,85.40%,6.90%,328,42.20%,88.9,免费评估
30,米德塞斯大学Middlesex University,77.40%,79.20%,14.90%,298,59.40%,88.8,免费评估
31,中央兰开夏大学University of Central Lancashire,78.40%,83.90%,11.80%,336,44.10%,88.5,免费评估
32,布拉德福德大学University of Bradford,79.60%,87.20%,10.60%,328,41.20%,88.4,免费评估
33,蒂赛德大学Teesside University,81.60%,82.90%,15.00%,272,52.00%,88.3,免费评估
34,德蒙福特大学De Montfort University,76.40%,82.00%,11.20%,280,58.00%,87.6,免费评估
34,班戈大学Bangor University,86.50%,84.60%,,319,37.30%,87.6,免费评估
36,布莱顿大学University of Brighton,81.50%,83.00%,12.40%,296,40.00%,87.1,免费评估
37,亚伯大学Aberystwyth University,76.90%,77.80%,14.30%,281,53.40%,86.8,免费评估
38,格林威治大学The University of Greenwich,79.40%,78.30%,2.10%,329,45.50%,86.7,免费评估
39,剑桥安鲁大学Anglia Ruskin University,89.30%,85.60%,5.40%,233,41.00%,86.4,免费评估
40,伦敦南岸大学London South Bank University,75.70%,81.30%,20.10%,225,55.20%,85.9,免费评估
41,东伦敦大学University of East London,80.50%,82.90%,10.60%,262,,85.8,免费评估
42,威斯敏斯特大学University of Westminster,83.40%,86.70%,,276,39.10%,85.7,免费评估
42,伯明翰城市大学Birmingham City University,78.40%,76.20%,3.80%,313,45.10%,85.7,免费评估
44,伦敦都市大学London Metropolitan University,77.30%,78.50%,8.80%,261,51.60%,85.3,免费评估
45,切斯特大学University of Chester,83.10%,76.60%,0.30%,278,41.60%,84.7,免费评估
46,温切斯特大学University of Winchester,80.90%,79.80%,4.40%,267,41.10%,84.6,免费评估
47,北安普顿大学The University of Northampton,79.50%,82.90%,,245,44.20%,83.7,免费评估
48,坎特伯雷大学Canterbury Christ Church University,84.60%,85.90%,3.20%,233,31.60%,83.5,免费评估
49,南威尔士大学The University of South Wales,70.20%,75.40%,15.40%,317,32.00%,83.0,免费评估
50,罗汉普顿大学Roehampton University,74.80%,75.70%,,263,48.40%,82.8,免费评估
51,萨福克学院University Campus Suffolk,76.60%,82.30%,,281,33.30%,82.7,免费评估
52,金斯顿大学Kingston University,75.20%,76.60%,,259,36.80%,81.1,免费评估
53,南安普顿索伦特大学Southampton Solent University,72.30%,78.90%,,256,36.40%,80.5,免费评估
