Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,兰卡斯特大学Lancaster University,91.4%,91.6%,47.0%,,85.7%,100.0,免费评估
2,剑桥大学University of Cambridge,,,54.0%,203.0,80.6%,99.8,免费评估
3,牛津大学University of Oxford,,,41.3%,205.0,79.3%,95.4,免费评估
4,华威大学The University of Warwick,89.6%,89.8%,45.2%,177.0,74.1%,95.1,免费评估
4,伦敦国王学院King's College London,92.6%,86.0%,42.1%,164.0,79.6%,95.1,免费评估
6,纽卡斯尔大学Newcastle University,92.8%,90.2%,36.3%,178.0,78.2%,95.0,免费评估
7,杜伦大学Durham University,84.2%,73.6%,34.6%,199.0,86.3%,94.8,免费评估
8,圣安德鲁斯大学University of St Andrews,81.3%,77.7%,26.4%,201.0,89.7%,93.9,免费评估
9,谢菲尔德大学The University of Sheffield,,,41.2%,147.0,85.6%,93.6,免费评估
10,埃克塞特大学University of Exeter,82.3%,81.8%,35.1%,175.0,84.5%,93.1,免费评估
11,伯明翰大学University of Birmingham,81.4%,84.6%,33.7%,,85.6%,92.9,免费评估
12,南安普顿大学University of Southampton,82.3%,79.7%,42.7%,181.0,76.0%,92.8,免费评估
13,诺丁汉大学University of Nottingham,86.1%,79.0%,39.4%,141.0,86.4%,92.6,免费评估
14,曼彻斯特大学The University of Manchester,,,48.9%,154.0,80.4%,92.0,免费评估
15,卡迪夫大学Cardiff University,86.9%,86.4%,32.5%,144.0,83.9%,91.6,免费评估
16,利兹大学University of Leeds,86.5%,88.3%,30.6%,161.0,79.1%,91.3,免费评估
17,格拉斯哥大学University of Glasgow,78.4%,77.1%,26.3%,200.0,,90.6,免费评估
18,利物浦大学The University of Liverpool,88.3%,88.2%,33.4%,140.0,,90.3,免费评估
19,赫瑞瓦特大学Heriot Watt University,84.2%,81.2%,26.3%,189.0,74.6%,90.0,免费评估
20,斯旺西大学Swansea University,92.3%,90.2%,22.8%,119.0,86.2%,89.8,免费评估
21,切斯特大学University of Chester,96.3%,92.9%,17.3%,,70.9%,89.6,免费评估
22,巴斯大学University of Bath,79.9%,77.5%,27.4%,161.0,83.3%,89.2,免费评估
22,亚伯大学Aberystwyth University,89.8%,85.4%,16.6%,,78.3%*,89.2,免费评估
24,雷丁大学University of Reading,74.4%,76.9%,41.7%,119.0,86.1%,88.7,免费评估
25,肯特大学University of Kent,78.2%,83.8%,41.9%,128.0,77.4%,88.6,免费评估
26,布里斯托大学University of Bristol,80.0%,78.8%,36.0%,175.0,68.7%,88.4,免费评估
27,朴茨茅斯大学University of Portsmouth,91.1%,86.9%,32.2%,110.0,76.4%,88.0,免费评估
28,诺丁汉特伦特大学Nottingham Trent University,97.8%,94.9%,7.6%,,69.6%,87.8,免费评估
29,约克大学The University of York,81.9%,73.9%,37.3%,145.0,,87.6,免费评估
30,伦敦大学玛丽女王学院Queen Mary University of London,86.8%,73.6%,35.1%,121.0,76.7%,87.3,免费评估
31,阿斯顿大学Aston University,81.5%,81.3%,23.4%,136.0,80.3%,86.5,免费评估
32,伦敦大学皇家霍洛威学院Royal Holloway University of London,72.2%,68.9%,48.3%,,70.2%*,84.7,免费评估
33,班戈大学Bangor University,78.7%,81.3%,39.6%,120.0,65.9%,84.3,免费评估
34,伦敦大学学院University College London,67.7%,58.8%,43.7%,182.0,59.5%,83.5,免费评估
35,爱丁堡大学The University of Edinburgh,73.4%,74.3%,30.3%,179.0,59.4%,83.2,免费评估
36,赫尔大学The University of Hull,90.5%,89.3%,22.7%,118.0,58.2%,81.9,免费评估
37,东英吉利大学University of East Anglia,83.6%,80.5%,,143.0,76.3%,81.3,免费评估
