Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,哈佛大学Harvard University,UnitedStates,100.0,76.5,60.9,100.0,,294.3,免费评估
2,多伦多大学University of Toronto,Canada,88.9,72.5,73.2,68.0,,245.0,免费评估
3,伦敦大学学院University College London,UnitedKingdom,83.0,73.3,75.0,68.9,,237.5,免费评估
4,"加州大学洛杉矶分校University of California,Los Angeles",UnitedStates,78.3,75.8,48.4,76.6,,236.8,免费评估
5,斯坦福大学Stanford University,UnitedStates,67.1,83.0,58.5,87.3,,235.3,免费评估
6,纽约大学New York University,UnitedStates,73.2,78.2,55.4,79.8,,234.3,免费评估
7,哥伦比亚大学Columbia University,UnitedStates,77.1,71.5,56.9,74.2,,231.3,免费评估
8,耶鲁大学Yale University,UnitedStates,75.5,75.8,58.1,71.6,,228.5,免费评估
9,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",UnitedStates,77.0,78.4,49.1,64.2,,223.9,免费评估
10,宾夕法尼亚大学University of Pennsylvania,UnitedStates,70.8,76.0,52.7,73.3,,222.8,免费评估
11,西北大学Northwestern University,UnitedStates,69.7,75.5,50.6,75.0,,222.3,免费评估
12,"明尼苏达大学双城校区University of Minnesota,Twin Cities",UnitedStates,72.4,73.5,50.6,63.2,,213.7,免费评估
13,俄亥俄州立大学Ohio State University,UnitedStates,64.5,75.0,54.1,70.7,,210.4,免费评估
14,杜克大学Duke University,UnitedStates,63.1,78.9,59.5,69.8,,209.8,免费评估
15,牛津大学University of Oxford,UnitedKingdom,65.8,76.0,78.5,58.1,,202.6,免费评估
16,University of Amsterdam,Netherlands,67.9,78.4,71.0,51.2,,199.4,免费评估
17,VU University Amsterdam,Netherlands,66.5,71.8,73.5,54.8,,197.8,免费评估
18,"加州大学伯克利分校University of California,Berkeley",UnitedStates,56.3,76.7,58.6,68.0,,196.7,免费评估
19,伦敦国王学院King's College London,UnitedKingdom,69.9,76.0,76.4,44.7,,195.2,免费评估
20,德克萨斯大学奥斯汀分校The University of Texas at Austin,UnitedStates,60.5,77.7,50.5,60.2,,194.9,免费评估
21,英属哥伦比亚大学University of British Columbia,Canada,64.9,74.5,75.5,51.2,,193.3,免费评估
22,"加利福尼亚大学圣地亚哥分校University of California,San Diego",UnitedStates,63.9,73.3,58.9,54.8,,193.2,免费评估
23,芝加哥大学The University of Chicago,UnitedStates,52.8,78.9,54.8,68.9,,193.1,免费评估
24,Radboud University Nijmegen,Netherlands,65.8,72.0,76.5,50.0,,192.4,免费评估
25,Utrecht University,Netherlands,67.5,71.8,69.7,47.4,,191.6,免费评估
26,匹兹堡大学University of Pittsburgh-Pittsburgh Campus,UnitedStates,65.2,76.7,48.7,48.7,,189.7,免费评估
27,约翰霍普金斯大学Johns Hopkins University,UnitedStates,74.2,68.9,51.4,37.1,,187.9,免费评估
28,康奈尔大学Cornell University,UnitedStates,54.3,76.7,56.7,62.2,,187.7,免费评估
29,宾州州立大学Pennsylvania State University,UnitedStates,73.0,71.2,50.1,37.1,,187.2,免费评估
30,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,UnitedStates,61.2,72.5,49.4,51.2,,184.2,免费评估
31,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,UnitedStates,59.0,78.4,44.8,51.2,,183.5,免费评估
32,KU Leuven,Belgium,60.9,75.0,84.0,43.3,,180.6,免费评估
32,马里兰大学University of Maryland-College Park,UnitedStates,59.3,72.3,54.4,50.0,,180.6,免费评估
34,昆士兰大学The University of Queensland,Australia,64.4,68.0,73.2,41.8,,179.8,免费评估
35,亚利桑那州立大学Arizona State University,UnitedStates,65.6,74.8,46.3,38.7,,179.2,免费评估
36,University of Groningen,Netherlands,62.9,75.3,74.3,38.7,,178.2,免费评估
37,"加州大学戴维斯分校University of California,Davis",UnitedStates,56.9,81.2,57.0,46.1,,177.8,免费评估
38,"弗吉尼亚大学University of Virginia,Main Campus",UnitedStates,49.0,85.4,49.5,55.9,,177.1,免费评估
39,"罗格斯大学Rutgers, The State University of New Jersey, New Brunswick",UnitedStates,61.7,66.9,49.5,46.1,,177.0,免费评估
40,"西雅图华盛顿大学University of Washington,Seattle Campus",UnitedStates,67.2,76.0,46.0,33.5,,176.9,免费评估
41,范德堡大学Vanderbilt University,UnitedStates,54.7,77.2,49.2,51.2,,176.8,免费评估
42,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,UnitedStates,65.7,75.0,49.5,35.4,,176.4,免费评估
42,布朗大学Brown University,UnitedStates,59.0,69.7,43.8,48.7,,176.4,免费评估
44,新南威尔士大学The University of New South Wales,Australia,60.3,69.7,69.1,41.8,,174.0,免费评估
45,密歇根州立大学Michigan State University,UnitedStates,57.6,80.3,50.1,40.3,,171.9,免费评估
46,南加州大学University of Southern California,UnitedStates,55.0,77.5,53.3,44.7,,171.3,免费评估
47,"加利福尼亚大学欧文分校University of California, Irvine",UnitedStates,43.9,76.5,56.7,61.2,,171.1,免费评估
48,剑桥大学University of Cambridge,UnitedKingdom,56.7,77.2,78.5,37.1,,168.6,免费评估
49,埃默里大学Emory University,UnitedStates,56.7,71.8,44.6,41.8,,167.2,免费评估
49,印第安纳大学伯明顿主校区Indiana University Bloomington,UnitedStates,52.1,75.3,53.6,46.1,,167.2,免费评估
