Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Massachusetts Institute of Technology,United States,100.0,97.0,96.2,98.8,98.4,免费评估
2,Stanford University,United States,95.6,93.7,99.0,95.8,95.6,免费评估
3,"University of California, Berkeley",United States,94.5,90.8,96.7,93.1,93.5,免费评估
4,剑桥大学University of Cambridge,United Kingdom,89.1,100.0,96.4,86.1,93.0,免费评估
5,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,88.3,93.7,97.5,89.4,91.5,免费评估
6,National University of Singapore,Singapore,83.1,97.9,97.3,92.4,91.1,免费评估
7,牛津大学University of Oxford,United Kingdom,83.0,99.4,100.0,84.3,90.7,免费评估
8,帝国理工学院Imperial College London,United Kingdom,87.7,91.5,94.9,88.6,90.1,免费评估
9,Harvard University,United States,82.3,97.1,94.5,81.5,88.5,免费评估
10,"Nanyang Technological University, Singapore",Singapore,74.9,98.3,93.2,93.8,87.5,免费评估
11,The Hong Kong University of Science and Technology,Hong Kong,74.3,96.2,97.1,93.1,87.1,免费评估
12,Tsinghua University,China,80.2,89.4,86.6,99.4,86.8,免费评估
12,"University of California, Los Angeles",United States,85.4,79.4,99.9,92.4,86.8,免费评估
14,The University of Tokyo,Japan,86.4,92.3,80.7,82.5,86.7,免费评估
15,California Institute of Technology,United States,89.2,80.1,90.0,87.0,86.3,免费评估
16,Georgia Institute of Technology,United States,82.5,80.2,94.3,100.0,86.2,免费评估
17,Princeton University,United States,84.0,81.4,97.3,85.2,85.4,免费评估
18,Ecole Polytechnique Fédérale de Lausanne,Switzerland,81.2,85.0,92.2,87.0,84.9,免费评估
19,Seoul National University,South Korea,78.6,91.3,87.9,85.2,84.8,免费评估
20,National Taiwan University,Taiwan,79.9,88.8,87.9,83.4,84.3,免费评估
21,University of Illinois at Urbana-Champaign,United States,86.7,71.4,92.8,93.1,84.0,免费评估
22,University of Texas at Austin,United States,77.5,82.2,93.9,90.2,83.3,免费评估
23,University of Toronto,Canada,79.1,79.0,95.8,87.8,82.9,免费评估
24,KAIST - Korea Advanced Institute of Science & Technology,South Korea,76.9,85.9,87.8,87.0,82.8,免费评估
25,Tokyo Institute of Technology,Japan,79.4,86.4,83.4,83.4,82.7,免费评估
26,University of Michigan,United States,79.4,77.4,94.1,89.4,82.5,免费评估
27,The University of Hong Kong,Hong Kong,68.1,96.3,95.5,79.5,82.4,免费评估
28,The University of Melbourne,Australia,71.9,93.2,89.1,80.5,82.2,免费评估
29,The Australian National University,Australia,77.3,89.4,85.9,76.2,82.1,免费评估
30,Technical University Munich,Germany,77.2,85.8,87.0,81.5,81.9,免费评估
31,KTH Royal Institute of Technology,Sweden,74.8,84.9,88.5,82.5,81.0,免费评估
32,Carnegie Mellon University,United States,79.2,76.1,92.3,83.4,80.9,免费评估
33,The University of New South Wales,Australia,65.9,88.9,95.6,89.4,80.8,免费评估
34,Shanghai Jiao Tong University,China,68.0,87.5,87.6,93.8,80.7,免费评估
34,Kyoto University,Japan,71.1,90.4,84.9,82.5,80.7,免费评估
36,Peking University,China,69.8,89.4,88.2,84.3,80.6,免费评估
37,Delft University of Technology,Netherlands,72.5,83.7,85.9,89.4,80.4,免费评估
38,The Chinese University of Hong Kong,Hong Kong,69.4,90.3,91.8,76.2,80.1,免费评估
38,曼彻斯特大学The University of Manchester,United Kingdom,75.2,77.6,94.1,84.3,80.1,免费评估
38,Politecnico di Torino,Italy,70.7,87.3,88.4,82.5,80.1,免费评估
41,Politecnico di Milano,Italy,68.1,91.3,86.3,81.5,79.8,免费评估
42,Indian Institute of Technology Delhi,India,67.6,86.1,91.2,83.4,79.1,免费评估
43,Cornell University,United States,75.0,76.1,91.4,82.5,78.9,免费评估
43,The University of Sydney,Australia,68.6,88.4,88.0,78.4,78.9,免费评估
45,Purdue University,United States,74.0,76.2,90.7,83.4,78.6,免费评估
45,RWTH Aachen University,Germany,70.6,88.3,83.9,75.0,78.6,免费评估
47,"University of California, San Diego",United States,79.0,66.4,92.0,87.0,78.4,免费评估
48,Technical University of Denmark,Denmark,62.2,82.8,97.0,93.1,78.2,免费评估
49,Indian Institute of Technology Bombay,India,68.0,85.0,88.5,75.0,77.2,免费评估
49,University of Southern California,United States,76.8,64.8,93.0,87.0,77.2,免费评估
