Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,圣安德鲁斯大学University of St Andrews,97.20%,95.80%,37.60%,580,,100.0,免费评估
2,剑桥大学University of Cambridge,86.60%,86.90%,52.50%,636,87.50%,98.1,免费评估
3,纽卡斯尔大学Newcastle University,97.40%,96.40%,47.80%,474,76.50%,93.6,免费评估
4,伦敦大学学院University College London,80.40%,89.40%,55.40%,499,82.80%,92.5,免费评估
5,牛津大学University of Oxford,79.20%,76.40%,50.90%,596,78.20%,92.0,免费评估
6,萨塞克斯大学University of Sussex,82.90%,92.20%,46.80%,387,87.10%,90.0,免费评估
7,利兹大学University of Leeds,85.90%,93.20%,40.90%,429,79.80%,89.4,免费评估
8,阿伯丁大学University of Aberdeen,89.30%,96.10%,34.70%,428,77.20%,88.9,免费评估
9,布里斯托大学University of Bristol,82.10%,84.10%,49.70%,446,74.90%,88.3,免费评估
10,英国女王大学Queen's University Belfast,84.90%,93.30%,33.30%,416,79.10%,87.6,免费评估
10,邓迪大学University of Dundee,82.20%,86.40%,55.40%,,75.50%,87.6,免费评估
12,格拉斯哥大学University of Glasgow,78.00%,84.70%,33.40%,502,76.80%,87.2,免费评估
13,哈德斯菲尔德大学University of Huddersfield,87.10%,89.80%,7.80%,363,98.10%,87.0,免费评估
14,拉夫堡大学Loughborough University,79.30%,88.80%,52.10%,402,72.10%,86.7,免费评估
15,King's College London,75.60%,85.60%,38.00%,463,74.80%,85.9,免费评估
16,索尔福德大学University of Salford,93.20%,94.00%,12.70%,319,86.90%,85.6,免费评估
17,利物浦大学The University of Liverpool,89.50%,92.90%,31.70%,416,65.20%,85.2,免费评估
18,曼彻斯特大学The University of Manchester,76.90%,87.00%,38.30%,451,68.10%,84.5,免费评估
19,布莱顿大学University of Brighton,91.60%,92.80%,4.80%,313*,88.90%,84.3,免费评估
20,Manchester Metropolitan University,85.40%,89.50%,12.00%,350,86.40%,84.2,免费评估
21,玛格丽特女王大学Queen Margaret University,88.40%,89.10%,,318,94.40%,84.0,免费评估
22,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,83.00%,86.90%,8.10%,331,91.20%,83.4,免费评估
23,莱斯特大学University of Leicester,79.80%,86.40%,36.50%,411,66.40%,83.3,免费评估
24,诺丁汉大学University of Nottingham,83.50%,85.50%,26.50%,415,66.70%,82.8,免费评估
25,"圣乔治医学院St George's, University of London",70.90%,71.00%,20.00%,358,96.00%,82.7,免费评估
26,北安普顿大学The University of Northampton,83.70%,87.40%,,267,98.40%,82.3,免费评估
27,基尔大学Keele University,93.10%,94.00%,16.50%,349,61.20%,81.2,免费评估
28,中央兰开夏大学University of Central Lancashire,84.80%,88.10%,8.30%,356,72.20%,80.4,免费评估
28,谢菲尔德哈莱姆大学Sheffield Hallam University,94.10%,94.90%,10.40%,334*,61.80%,80.4,免费评估
30,朴茨茅斯大学University of Portsmouth,87.70%,88.30%,8.10%,344,69.60%,80.0,免费评估
31,考文垂大学Coventry University,90.60%,94.60%,4.50%,286,71.70%,79.6,免费评估
32,雷丁大学University of Reading,72.80%,82.80%,26.60%,367,68.30%,79.3,免费评估
33,普利茅斯大学University of Plymouth,81.50%,83.20%,,340,76.00%,78.4,免费评估
34,班戈大学Bangor University,75.20%,79.50%,,320,83.30%,77.8,免费评估
35,爱丁堡大学The University of Edinburgh,69.80%,82.30%,52.80%,,60.70%,77.7,免费评估
36,阿尔斯特大学University of Ulster,75.70%,87.30%,,321,76.30%,77.1,免费评估
37,牛津布鲁克斯大学Oxford Brookes University,76.50%,79.30%,21.30%,323,65.20%,77.0,免费评估
38,东伦敦大学University of East London,78.40%,82.30%,,338,72.80%,76.9,免费评估
39,卡迪夫都市大学Cardiff Metropolitan University,63.30%,51.10%,,341,96.20%,75.9,免费评估
40,德比大学University of Derby,83.50%,83.50%,1.60%,265,,75.5,免费评估
41,威斯敏斯特大学University of Westminster,69.30%,80.10%,21.20%,302,62.80%,74.5,免费评估
