Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,伦敦大学学院University College London,United Kingdom,100.0,83.6,92.6,94.2,95.7,免费评估
2,Harvard University,United States,89.3,100.0,96.2,98.7,93.6,免费评估
3,Stanford University,United States,85.5,93.7,100.0,100.0,92.1,免费评估
4,剑桥大学University of Cambridge,United Kingdom,86.9,98.7,91.5,88.8,89.4,免费评估
5,牛津大学University of Oxford,United Kingdom,86.1,98.4,92.7,88.2,89.1,免费评估
6,The University of Melbourne,Australia,88.4,89.2,89.1,88.2,88.6,免费评估
7,The University of Hong Kong,Hong Kong,85.1,87.2,91.4,88.8,87.3,免费评估
8,"University of California, Berkeley (UCB)",United States,83.7,88.8,93.0,88.8,87.1,免费评估
9,The Education University of Hong Kong,Hong Kong,87.0,71.3,89.4,87.2,86.0,免费评估
10,"University of California, Los Angeles (UCLA)",United States,78.9,85.6,95.0,92.5,85.5,免费评估
11,University of Toronto,Canada,81.9,79.6,90.1,90.7,85.1,免费评估
12,The University of Sydney,Australia,81.3,89.8,89.0,86.7,84.8,免费评估
13,Columbia University,United States,80.4,80.1,92.7,89.7,84.7,免费评估
14,Monash University,Australia,77.7,90.0,89.6,90.7,83.9,免费评估
15,The University of Queensland,Australia,74.5,85.6,91.5,93.7,82.9,免费评估
16,"Nanyang Technological University, Singapore (NTU)",Singapore,78.8,76.6,90.3,87.7,82.7,免费评估
17,The University of Auckland,New Zealand,77.6,86.2,86.8,84.4,81.7,免费评估
18,University of British Columbia,Canada,75.1,77.8,91.4,89.7,81.6,免费评估
19,University of Wisconsin-Madison,United States,76.2,65.6,91.9,92.0,81.4,免费评估
20,University of Michigan,United States,69.8,78.6,94.7,95.7,80.8,免费评估
21,Pontificia Universidad Católica de Chile (UC),Chile,83.3,93.8,78.5,65.8,79.9,免费评估
22,Johns Hopkins University,United States,73.9,70.6,93.2,85.0,79.7,免费评估
23,University of Amsterdam,Netherlands,71.1,76.8,94.0,87.7,79.6,免费评估
24,伦敦国王学院King's College London,United Kingdom,70.5,77.9,93.4,86.7,79.1,免费评估
24,Michigan State University,United States,72.7,56.6,93.1,92.5,79.1,免费评估
24,诺丁汉大学University of Nottingham,United Kingdom,75.9,69.3,89.7,81.3,79.1,免费评估
27,爱丁堡大学The University of Edinburgh,United Kingdom,74.2,79.9,87.2,79.3,78.4,免费评估
28,Pennsylvania State University,United States,71.2,61.3,90.5,91.1,78.1,免费评估
28,University of Texas at Austin,United States,69.7,64.0,91.2,92.9,78.1,免费评估
30,Deakin University,Australia,71.7,74.7,87.4,85.0,77.8,免费评估
30,University of Illinois at Urbana-Champaign,United States,73.1,63.1,89.0,85.6,77.8,免费评估
32,The Chinese University of Hong Kong (CUHK),Hong Kong,72.8,75.8,87.5,81.3,77.7,免费评估
33,Beijing Normal University,China,79.8,72.1,81.3,70.1,77.4,免费评估
33,Boston College,United States,71.2,59.0,94.6,85.0,77.4,免费评估
35,The University of New South Wales (UNSW Sydney),Australia,71.6,86.0,85.3,79.3,77.3,免费评估
36,McGill University,Canada,69.3,78.8,89.3,83.8,77.2,免费评估
37,University of Twente,Netherlands,71.4,47.7,95.4,87.2,77.0,免费评估
38,University of Helsinki,Finland,72.3,76.3,85.5,79.3,76.7,免费评估
39,伯明翰大学University of Birmingham,United Kingdom,71.6,72.2,87.9,80.0,76.6,免费评估
40,The Australian National University,Australia,69.7,90.5,86.1,77.1,76.5,免费评估
41,Universidad de Chile,Chile,73.5,85.7,84.8,70.1,76.3,免费评估
41,University of Alberta,Canada,69.8,68.2,88.3,84.4,76.3,免费评估
41,利兹大学University of Leeds,United Kingdom,69.0,74.0,91.4,80.7,76.3,免费评估
44,KU Leuven,Belgium,67.2,68.2,89.6,88.2,76.0,免费评估
44,Vanderbilt University,United States,69.3,49.0,92.0,90.2,76.0,免费评估
46,New York University (NYU),United States,64.0,79.0,93.4,86.7,75.9,免费评估
46,曼彻斯特大学The University of Manchester,United Kingdom,69.0,81.0,87.0,79.3,75.9,免费评估
46,University of Chicago,United States,66.0,79.1,93.4,81.3,75.9,免费评估
49,Universitat de Barcelona,Spain,70.2,72.5,85.3,79.3,75.3,免费评估
50,Universidad Nacional Autónoma de México (UNAM),Mexico,83.5,89.5,65.0,57.6,75.2,免费评估
50,University of Pennsylvania,United States,60.9,77.0,94.4,90.7,75.2,免费评估
50,University of Washington,United States,62.8,67.8,93.3,92.0,75.2,免费评估
