Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,95.6,95.0,100.0,82.1,95.4,免费评估
2,Harvard University,United States,94.4,94.1,88.0,100.0,93.0,免费评估
3,California Institute of Technology (Caltech),United States,100.0,92.0,87.5,84.9,92.3,免费评估
3,Massachusetts Institute of Technology (MIT),United States,90.9,92.9,91.2,97.9,92.3,免费评估
5,University of Washington,United States,94.7,95.4,93.4,70.5,92.1,免费评估
6,剑桥大学University of Cambridge,United Kingdom,92.1,92.7,90.3,93.4,91.9,免费评估
7,"University of California, Berkeley (UCB)",United States,92.7,92.9,89.0,88.3,91.2,免费评估
8,牛津大学University of Oxford,United Kingdom,90.0,92.4,88.9,93.8,90.8,免费评估
9,Stanford University,United States,89.6,91.2,88.9,96.3,90.5,免费评估
10,University of Colorado Boulder,United States,98.1,94.8,83.5,72.4,90.2,免费评估
11,Columbia University,United States,96.8,97.0,82.3,71.0,89.9,免费评估
12,Pennsylvania State University,United States,88.7,92.1,86.7,92.5,89.5,免费评估
13,University of British Columbia,Canada,83.9,90.9,90.4,86.8,88.2,免费评估
14,Yale University,United States,87.3,96.3,80.5,88.1,88.0,免费评估
15,利兹大学University of Leeds,United Kingdom,85.7,93.4,87.5,76.3,87.6,免费评估
16,Princeton University,United States,94.1,96.4,75.3,78.0,87.5,免费评估
16,"University of California, Los Angeles (UCLA)",United States,88.1,91.0,83.6,86.7,87.5,免费评估
16,"University of California, San Diego (UCSD)",United States,87.3,95.1,86.8,67.4,87.5,免费评估
19,The University of Tokyo,Japan,88.7,87.4,84.9,90.9,87.4,免费评估
20,University of Toronto,Canada,89.8,92.3,81.8,79.9,87.2,免费评估
21,Colorado State University,United States,89.2,97.8,71.9,90.2,86.7,免费评估
22,The Australian National University,Australia,83.4,91.3,84.6,86.8,86.5,免费评估
22,布里斯托大学University of Bristol,United Kingdom,85.7,92.5,88.1,66.5,86.5,免费评估
22,University of Texas at Austin,United States,89.1,90.2,84.0,75.1,86.5,免费评估
25,爱丁堡大学The University of Edinburgh,United Kingdom,84.6,91.9,83.0,85.1,86.4,免费评估
26,The University of Arizona,United States,88.9,91.8,83.5,69.1,86.2,免费评估
26,University of Hawaiʻi at Mānoa,United States,90.5,94.6,72.8,88.6,86.2,免费评估
28,Utrecht University,Netherlands,83.6,92.9,88.4,65.8,86.1,免费评估
29,"University of California, Davis",United States,85.2,93.8,81.4,78.9,86.0,免费评估
29,"University of Maryland, College Park",United States,96.8,94.6,68.1,81.9,86.0,免费评估
31,McGill University,Canada,82.9,91.8,83.6,83.6,85.9,免费评估
32,Sorbonne University,France,92.2,93.2,76.3,71.4,85.7,免费评估
33,帝国理工学院Imperial College London,United Kingdom,83.9,87.9,82.5,87.5,85.0,免费评估
34,Peking University,China (Mainland),89.8,91.3,73.3,85.4,84.9,免费评估
35,University of Oslo,Norway,85.2,91.5,80.5,72.0,84.4,免费评估
36,Texas A&M University,United States,85.9,89.7,76.2,84.5,84.0,免费评估
37,The University of New South Wales (UNSW Sydney),Australia,85.2,90.5,73.6,91.4,83.9,免费评估
38,伦敦大学学院University College London,United Kingdom,87.1,89.6,77.1,73.1,83.5,免费评估
39,Tsinghua University,China (Mainland),90.0,90.5,68.7,86.0,83.4,免费评估
39,Wageningen University & Research,Netherlands,86.3,97.5,67.5,80.1,83.4,免费评估
41,Delft University of Technology,Netherlands,80.7,85.6,82.1,85.8,83.1,免费评估
41,University of Alberta,Canada,81.5,88.8,78.1,86.1,83.1,免费评估
43,Oregon State University,United States,82.0,91.6,81.6,64.5,83.0,免费评估
43,University of Bergen,Norway,82.7,91.3,79.5,69.5,83.0,免费评估
45,The University of Melbourne,Australia,79.9,90.9,76.8,85.0,82.8,免费评估
45,The University of Western Australia,Australia,81.7,87.7,77.9,86.5,82.8,免费评估
47,埃克塞特大学University of Exeter,United Kingdom,87.3,95.3,66.9,75.2,82.4,免费评估
48,University of Bern,Switzerland,85.2,91.8,75.5,65.0,82.3,免费评估
48,University of Michigan-Ann Arbor,United States,85.0,89.7,76.6,69.4,82.3,免费评估
50,Stockholm University,Sweden,87.7,93.6,71.3,58.5,81.6,免费评估
