Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,格拉斯哥大学University of Glasgow,4.2,413,0.82,0.63,免费评估
2,华威大学The University of Warwick,3.9,430,0.82,0.57,免费评估
3,伦敦大学玛丽女王学院Queen Mary University of London,4.8,391,0.84,0.51,免费评估
4,埃克塞特大学University of Exeter,3.9,396,0.87,0.5,免费评估
5,"中央演讲与戏剧学院Central School of Speech & Drama, U of London",2.6,324,0.76,0.85,免费评估
6,伦敦大学皇家霍洛威学院Royal Holloway University of London,3.9,388,0.76,0.6,免费评估
7,布里斯托大学University of Bristol,4.3,459,0.59,0.59,免费评估
8,伯明翰大学University of Birmingham,2.8,415,0.75,0.63,免费评估
9,曼彻斯特大学The University of Manchester,4.5,400,0.66,0.57,免费评估
10,肯特大学University of Kent,3.7,334,0.81,0.58,免费评估
11,拉夫堡大学Loughborough University,2.3,387,0.76,0.64,免费评估
12,萨里大学University of Surrey,2.8,360,0.67,0.74,免费评估
13,诺丁汉大学University of Nottingham,2.7,330,0.82,,免费评估
14,伦敦大学金史密斯学院Goldsmiths University of London,3.0,381,0.69,0.61,免费评估
15,兰卡斯特大学Lancaster University,3.6,382,0.74,0.46,免费评估
16,雷丁大学University of Reading,3.2,328,0.82,0.44,免费评估
17,东英吉利大学University of East Anglia,,404,0.82,0.63,免费评估
18,玛格丽特女王大学Queen Margaret University,0.2,359,,0.75,免费评估
19,赫尔大学The University of Hull,2.5,277,0.77,0.62,免费评估
20,阿伯丁大学University of Aberdeen,2.9,310,,0.54,免费评估
21,米德塞斯大学Middlesex University,2.7,254,0.7,0.69,免费评估
22,利兹大学University of Leeds,3.1,356,0.63,0.55,免费评估
23,亚伯大学Aberystwyth University,3.2,300,0.78,0.44,免费评估
24,威尔士大学卡迪夫学院UWIC,,248,0.81,0.8,免费评估
25,德蒙福特大学De Montfort University,2.6,261,0.75,0.57,免费评估
26,英国女王大学Queen's University Belfast,2.6,327,0.69,0.52,免费评估
27,埃塞克斯大学University of Essex,2.5,300,0.72,0.48,免费评估
28,罗汉普顿大学Roehampton University,3.7,297,0.69,0.39,免费评估
29,布鲁内尔大学Brunel University,2.3,303,0.73,0.48,免费评估
30,格罗斯泰斯特主教大学Bishop Grosseteste University,,180,0.92,0.68,免费评估
31,考文垂大学Coventry University,2.2,291,0.76,0.45,免费评估
32,普利茅斯大学University of Plymouth,2.0,297,0.77,0.45,免费评估
33,布莱顿大学University of Brighton,3.6,261,0.68,0.43,免费评估
34,曼彻斯特城市大学Manchester Metropolitan University,1.7,241,0.76,0.56,免费评估
35,伦敦艺术大学University of the Arts London,,360,0.65,0.63,免费评估
36,伯明翰城市大学Birmingham City University,,291,0.74,0.64,免费评估
37,诺丁汉特伦特大学Nottingham Trent University,,301,0.66,0.69,免费评估
38,奇切斯特大学University of Chichester,1.7,248,0.7,0.55,免费评估
39,萨塞克斯大学University of Sussex,,387,0.56,0.64,免费评估
40,格拉摩根大学University of Glamorgan,1.6,262,0.69,0.54,免费评估
41,巴斯斯巴大学Bath Spa University,,293,0.74,0.57,免费评估
42,利物浦约翰摩尔斯大学Liverpool John Moores University,,285,0.75,0.56,免费评估
43,朴茨茅斯大学University of Portsmouth,0.8,289,0.77,0.44,免费评估
43,哈德斯菲尔德大学University of Huddersfield,,302,0.8,0.47,免费评估
45,斯塔福德郡大学Staffordshire University,1.3,228,0.83,0.39,免费评估
46,法尔茅斯大学Falmouth University,,248,0.79,0.52,免费评估
47,赫特福德大学University of Hertfordshire,1.1,233,0.69,0.56,免费评估
47,哥比亚大学University of Cumbria,,204,0.82,0.55,免费评估
49,奇切斯特大学University of Chichester,1.8,268,0.63,0.49,免费评估
49,温切斯特大学University of Winchester,1.8,250,0.74,0.39,免费评估
51,西英格兰大学University of the West of England,,283,0.82,0.41,免费评估
51,约克圣约翰大学York St John University,1.6,311,0.6,0.47,免费评估
53,索尔福德大学University of Salford,1.4,245,0.67,0.51,免费评估
53,圣玛丽学院St Mary's College,,253,0.75,0.53,免费评估
55,金斯顿大学Kingston University,1.6,243,0.72,0.42,免费评估
56,北安普顿大学The University of Northampton,1.2,251,0.73,0.44,免费评估
57,牛津布鲁克斯大学Oxford Brookes University,,300,0.74,0.45,免费评估
58,贝德福德大学University of Bedfordshire,2.4,209,0.69,0.39,免费评估
59,格罗斯特大学University of Gloucestershire,,230,0.77,0.5,免费评估
60,威斯敏斯特大学University of Westminster,,280,0.69,0.48,免费评估
61,伍斯特大学University of Worcester,,247,0.79,0.36,免费评估
62,伍尔弗汉普顿大学University of Wolverhampton,,212,0.72,0.52,免费评估
63,林肯大学University of Lincoln,1.1,265,0.58,0.49,免费评估
64,阿尔斯特大学University of Ulster,,240,0.72,0.45,免费评估
65,桑德兰大学University of Sunderland,1.2,203,0.71,0.4,免费评估
65,伦敦南岸大学London South Bank University,,242,0.71,0.44,免费评估
67,创意艺术大学University for the Creative Arts,,252,0.63,0.52,免费评估
68,诺桑比亚大学Northumbria University,,253,0.57,0.58,免费评估
69,艾芝西尔大学Edge Hill University,,268,0.67,0.42,免费评估
70,东伦敦大学University of East London,1.8,228,,0.35,免费评估
70,坎特伯雷大学Canterbury Christ Church University,,267,0.73,0.35,免费评估
72,泰晤士河谷大学Thames Valley University,,224,0.56,0.63,免费评估
73,谢菲尔德哈莱姆大学Sheffield Hallam University,,212,0.76,0.38,免费评估
74,剑桥安鲁大学Anglia Ruskin University,,261,0.7,0.34,免费评估
75,纽曼大学Newman University,,224,,0.46,免费评估
76,中央兰开夏大学University of Central Lancashire,,223,0.61,0.5,免费评估
77,南安普顿索伦特大学Southampton Solent University,,224,0.67,0.43,免费评估
78,纽波特大学University of Wales Newport,,227,0.64,0.45,免费评估
79,格林多大学Glyndwr University,,242,0.52,0.51,免费评估
80,德比大学University of Derby,,222,0.64,0.29,免费评估
81,新白金汉大学Buckinghamshire New University,,206,0.66,0.29,免费评估
82,利兹都会大学Leeds Metropolitan University,,256,0.34,0.42,免费评估
