Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,4.5,538,0.85,0.89,免费评估
2,剑桥大学University of Cambridge,3.7,554,,0.93,免费评估
3,伦敦政治经济学院The London School of Economics and Political Science,5.3,523,0.75,0.9,免费评估
4,伦敦大学学院University College London,5.1,488,0.72,0.89,免费评估
5,华威大学The University of Warwick,4.5,499,0.73,0.89,免费评估
6,埃克塞特大学University of Exeter,3.3,386,0.87,0.76,免费评估
7,杜伦大学Durham University,2.7,491,0.79,0.88,免费评估
8,圣安德鲁斯大学University of St Andrews,2.7,475,0.81,0.84,免费评估
9,诺丁汉大学University of Nottingham,3.9,468,0.74,0.84,免费评估
10,伯明翰大学University of Birmingham,2.9,403,0.85,0.79,免费评估
11,布里斯托大学University of Bristol,3.9,457,0.7,0.86,免费评估
12,巴斯大学University of Bath,3.6,454,0.7,0.86,免费评估
13,东英吉利大学University of East Anglia,2.9,332,0.89,0.7,免费评估
14,格拉斯哥大学University of Glasgow,3.5,414,0.79,0.71,免费评估
15,阿斯顿大学Aston University,2.8,351,0.83,,免费评估
16,肯特大学University of Kent,3.1,306,0.85,0.75,免费评估
16,萨里大学University of Surrey,2.9,329,0.82,0.79,免费评估
16,埃塞克斯大学University of Essex,4.5,325,0.76,0.74,免费评估
19,南安普顿大学University of Southampton,3.4,422,0.74,0.8,免费评估
20,莱斯特大学University of Leicester,3.2,320,0.83,0.72,免费评估
20,爱丁堡大学The University of Edinburgh,3.4,450,0.7,0.81,免费评估
22,思克莱德大学University of Strathclyde,3.3,442,0.79,0.66,免费评估
23,约克大学The University of York,3.2,457,0.74,0.72,免费评估
24,拉夫堡大学Loughborough University,2.1,378,0.83,0.76,免费评估
25,兰卡斯特大学Lancaster University,3.5,423,0.76,0.69,免费评估
26,谢菲尔德大学The University of Sheffield,3.0,372,0.79,0.74,免费评估
27,伦敦大学皇家霍洛威学院Royal Holloway University of London,3.4,370,0.73,0.81,免费评估
28,伦敦大学玛丽女王学院Queen Mary University of London,3.9,370,0.71,0.76,免费评估
29,萨塞克斯大学University of Sussex,2.6,345,0.81,0.71,免费评估
30,卡迪夫大学Cardiff University,3.8,398,0.75,0.64,免费评估
31,纽卡斯尔大学Newcastle University,2.3,417,0.73,0.8,免费评估
32,利兹大学University of Leeds,3.2,418,0.72,0.72,免费评估
32,阿伯丁大学University of Aberdeen,3.1,344,0.8,0.64,免费评估
34,赫尔大学The University of Hull,2.0,283,0.8,0.8,免费评估
34,斯旺西大学Swansea University,2.8,277,0.8,0.72,免费评估
36,利物浦大学The University of Liverpool,2.3,385,0.74,0.77,免费评估
37,诺丁汉特伦特大学Nottingham Trent University,1.6,264,0.83,0.74,免费评估
38,曼彻斯特大学The University of Manchester,3.6,408,0.69,0.65,免费评估
39,赫瑞瓦特大学Heriot Watt University,2.2,328,0.73,0.76,免费评估
40,布莱顿大学University of Brighton,2.4,251,0.8,,免费评估
40,伦敦大学亚非学院SOAS University of London,2.0,390,0.71,0.75,免费评估
42,亚伯大学Aberystwyth University,1.5,249,0.86,0.61,免费评估
43,英国女王大学Queen's University Belfast,2.7,355,0.7,0.63,免费评估
44,基尔大学Keele University,2.1,284,0.68,0.82,免费评估
45,雷丁大学University of Reading,2.3,348,0.72,0.64,免费评估
46,朴茨茅斯大学University of Portsmouth,1.6,249,0.79,0.67,免费评估
47,西英格兰大学University of the West of England,1.5,248,0.79,0.68,免费评估
48,伦敦城市大学City University London,2.5,328,0.66,0.72,免费评估
49,考文垂大学Coventry University,,245,0.85,0.7,免费评估
50,斯特林大学University of Stirling,2.8,279,0.75,0.55,免费评估
51,邓迪大学University of Dundee,2.1,337,0.73,0.59,免费评估
52,诺桑比亚大学Northumbria University,1.1,274,0.73,0.74,免费评估
53,布鲁内尔大学Brunel University,2.6,311,0.67,0.65,免费评估
54,布拉德福德大学University of Bradford,2.3,239,0.78,0.55,免费评估
55,普利茅斯大学University of Plymouth,1.6,241,0.79,0.51,免费评估
56,阿尔斯特大学University of Ulster,,254,0.78,0.67,免费评估
57,索尔福德大学University of Salford,1.5,249,0.75,0.56,免费评估
57,曼彻斯特城市大学Manchester Metropolitan University,0.8,259,0.72,0.66,免费评估
59,利物浦约翰摩尔斯大学Liverpool John Moores University,0.6,221,0.77,0.61,免费评估
60,斯塔福德郡大学Staffordshire University,1.5,199,0.72,,免费评估
61,赫特福德大学University of Hertfordshire,1.7,233,0.69,0.57,免费评估
62,牛津布鲁克斯大学Oxford Brookes University,,289,0.7,0.62,免费评估
63,米德塞斯大学Middlesex University,,167,0.74,0.68,免费评估
64,利兹都会大学Leeds Metropolitan University,,278,0.71,0.6,免费评估
65,东伦敦大学University of East London,,193,0.8,0.52,免费评估
66,格林威治大学The University of Greenwich,1.2,191,0.77,0.43,免费评估
67,金斯顿大学Kingston University,1.4,191,0.71,0.51,免费评估
