Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,84.0,1.8,630.0,83.0,100.0,免费评估
2,牛津大学University of Oxford,,1.3,570.0,84.0,93.7,免费评估
3,利兹大学University of Leeds,80.0,1.2,,88.0,88.3,免费评估
4,谢菲尔德大学The University of Sheffield,84.0,1.0,411.0,95.0,88.0,免费评估
5,帝国理工学院Imperial College London,80.0,1.0,506.0,83.0,86.7,免费评估
6,伯明翰大学University of Birmingham,78.0,1.1,373.0,78.0,80.7,免费评估
7,拉夫堡大学Loughborough University,81.0,1.1,325.0,72.0,79.2,免费评估
8,斯旺西大学Swansea University,76.0,0.9,345.0,85.0,78.7,免费评估
9,伦敦大学玛丽女王学院Queen Mary University of London,83.0,0.9,368.0,62.0,77.7,免费评估
10,埃克塞特大学University of Exeter,74.0,0.5,386.0,90.0,76.9,免费评估
11,德蒙福特大学De Montfort University,74.0,1.7,288.0,55.0,75.2,免费评估
12,波尔顿大学University of Bolton,69.0,1.7,233.0,,72.5,免费评估
13,曼彻斯特大学The University of Manchester,62.0,1.2,388.0,57.0,69.5,免费评估
14,曼彻斯特城市大学Manchester Metropolitan University,68.0,0.3,317.0,68.0,65.1,免费评估
15,哈德斯菲尔德大学University of Huddersfield,81.0,,321.0,46.0,64.2,免费评估
16,新白金汉大学Buckinghamshire New University,74.0,,272.0,47.0,59.2,免费评估
17,谢菲尔德哈莱姆大学Sheffield Hallam University,66.0,0.5,,42.0,56.6,免费评估
18,伦敦都市大学London Metropolitan University,57.0,0.0,,44.0,46.2,免费评估
