Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,84,4.4,583,88.0,100.0,免费评估
2,帝国理工学院Imperial College London,77,4.4,525,92.0,95.9,免费评估
3,拉夫堡大学Loughborough University,85,3.4,433,90.0,93.0,免费评估
4,伯明翰大学University of Birmingham,86,3.2,469,80.0,91.7,免费评估
5,伦敦大学学院University College London,87,3.2,459,75.0,90.1,免费评估
6,曼彻斯特大学The University of Manchester,72,4.1,485,87.0,89.5,免费评估
7,纽卡斯尔大学Newcastle University,85,2.5,418,86.0,88.4,免费评估
8,诺丁汉大学University of Nottingham,76,3.8,442,82.0,88.2,免费评估
9,萨里大学University of Surrey,83,3.2,410,79.0,88.0,免费评估
10,爱丁堡大学The University of Edinburgh,76,2.7,463,88.0,86.9,免费评估
11,谢菲尔德大学The University of Sheffield,80,2.7,419,84.0,86.4,免费评估
12,巴斯大学University of Bath,76,2.4,474,85.0,85.4,免费评估
12,赫瑞瓦特大学Heriot Watt University,83,2.9,336,83.0,85.4,免费评估
14,利兹大学University of Leeds,69,3.7,432,73.0,80.9,免费评估
15,阿斯顿大学Aston University,84,1.8,324,77.0,80.2,免费评估
16,英国女王大学Queen's University Belfast,75,1.8,369,84.0,79.0,免费评估
17,阿伯丁大学University of Aberdeen,75,2.9,339,,78.9,免费评估
18,思克莱德大学University of Strathclyde,78,1.6,419,74.0,78.7,免费评估
19,斯旺西大学Swansea University,77,3.4,280,64.0,76.8,免费评估
20,伦敦南岸大学London South Bank University,71,2.2,227,52.0,64.6,免费评估
