Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,华威大学The University of Warwick,83%,4.5/9,444,66.00%,100.0,免费评估
2,伦敦大学玛丽女王学院Queen Mary University of London,86%,5.8/9,367,60.00%,98.0,免费评估
3,埃克塞特大学University of Exeter,86%,4.6/9,412,51.00%,94.3,免费评估
3,格拉斯哥大学University of Glasgow,83%,5.0/9,387,55.00%,94.3,免费评估
5,"中央演讲与戏剧学院Central School of Speech & Drama, U of London",78%,2.9/9,341,85.00%,93.2,免费评估
6,兰卡斯特大学Lancaster University,79%,4.1/9,367,66.00%,92.3,免费评估
7,伦敦大学皇家霍洛威学院Royal Holloway University of London,76%,4.6/9,387,63.00%,92.2,免费评估
8,曼彻斯特大学The University of Manchester,67%,5.4/9,417,59.00%,91.1,免费评估
9,伯明翰大学University of Birmingham,77%,3.1/9,384,69.00%,90.7,免费评估
10,肯特大学University of Kent,79%,4.4/9,347,56.00%,88.5,免费评估
11,拉夫堡大学Loughborough University,78%,2.5/9,397,56.00%,86.0,免费评估
12,萨里大学University of Surrey,67%,3.2/9,360,72.00%,85.8,免费评估
13,东英吉利大学University of East Anglia,84%,,381,67.00%,85.1,免费评估
14,赫尔大学The University of Hull,84%,2.8/9,310,59.00%,84.8,免费评估
15,布里斯托大学University of Bristol,52%,5.2/9,436,58.00%,84.6,免费评估
16,伦敦大学金史密斯学院Goldsmiths University of London,68%,3.4/9,366,61.00%,83.9,免费评估
17,利兹大学University of Leeds,66%,3.5/9,372,58.00%,82.8,免费评估
18,阿伯丁大学University of Aberdeen,83%,3.3/9,326,39.00%,80.4,免费评估
19,雷丁大学University of Reading,77%,3.8/9,315,44.00%,80.0,免费评估
20,The Queen's,74%,2.9/9,362,46.00%,79.9,免费评估
21,德蒙福特大学De Montfort University,76%,3.0/9,266,56.00%,78.0,免费评估
21,埃塞克斯大学University of Essex,72%,2.7/9,325,53.00%,78.0,免费评估
23,亚伯大学Aberystwyth University,79%,3.8/9,270,44.00%,77.9,免费评估
24,"Cardiff, UWIC",78%,,304,68.00%,77.4,免费评估
25,考文垂大学Coventry University,74%,2.3/9,299,55.00%,77.3,免费评估
26,"Arts University College, Bournemouth",79%,0.4/9,320,60.00%,77.0,免费评估
27,玛格丽特女王大学Queen Margaret University,,0.2/9,329,66.00%,76.2,免费评估
