Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,,,58.6%,217.0,78.4%,100.0,免费评估
2,剑桥大学University of Cambridge,,,57.5%,211.0,78.3%,96.7,免费评估
3,圣安德鲁斯大学University of St Andrews,89.1%,90.4%,45.4%,206.0,71.2%,95.6,免费评估
4,巴斯大学University of Bath,76.5%,81.9%,56.2%,194.0,82.1%,94.4,免费评估
5,伦敦国王学院King's College London,83.9%,83.7%,54.1%,180.0,,94.0,免费评估
6,伦敦大学学院University College London,75.1%,78.0%,57.0%,191.0,76.6%,92.4,免费评估
7,拉夫堡大学Loughborough University,81.0%,84.4%,62.3%,161.0,71.4%,91.7,免费评估
8,约克大学The University of York,84.3%,84.9%,46.7%,159.0,76.1%,91.6,免费评估
8,卡迪夫大学Cardiff University,83.5%,84.1%,55.7%,170.0,68.6%,91.6,免费评估
10,兰卡斯特大学Lancaster University,83.2%,83.6%,38.5%,159.0,81.5%,91.3,免费评估
11,布里斯托大学University of Bristol,71.4%,77.1%,49.4%,179.0,83.1%,91.0,免费评估
12,埃克塞特大学University of Exeter,75.3%,77.3%,43.3%,173.0,83.6%,90.8,免费评估
13,纽卡斯尔大学Newcastle University,77.2%,80.7%,50.0%,162.0,75.3%,89.8,免费评估
14,阿伯丁大学University of Aberdeen,84.0%,83.5%,38.7%,169.0,65.8%,88.8,免费评估
15,谢菲尔德大学The University of Sheffield,80.7%,82.7%,38.8%,149.0,76.2%,88.7,免费评估
16,南安普顿大学University of Southampton,80.5%,83.9%,47.8%,157.0,67.0%,88.6,免费评估
16,格拉斯哥大学University of Glasgow,66.2%,74.9%,52.9%,183.0,75.4%,88.6,免费评估
18,萨塞克斯大学University of Sussex,77.0%,74.8%,42.3%,153.0,79.5%,88.4,免费评估
19,伦敦大学皇家霍洛威学院Royal Holloway University of London,82.7%,86.0%,37.8%,155.0,68.6%,88.3,免费评估
20,伯明翰大学University of Birmingham,67.3%,71.3%,55.8%,165.0,78.7%,88.1,免费评估
21,班戈大学Bangor University,88.1%,88.5%,32.0%,130.0,72.0%,87.9,免费评估
22,斯旺西大学Swansea University,75.0%,74.7%,44.7%,136.0,83.1%,87.7,免费评估
23,肯特大学University of Kent,73.9%,81.2%,38.8%,147.0,79.3%,87.5,免费评估
24,斯特林大学University of Stirling,78.9%,82.1%,40.1%,157.0,68.8%,87.4,免费评估
25,华威大学The University of Warwick,74.7%,78.3%,43.1%,162.0,70.4%,87.1,免费评估
25,思克莱德大学University of Strathclyde,83.5%,81.4%,23.5%,191.0,60.3%,87.1,免费评估
27,杜伦大学Durham University,71.6%,70.7%,37.1%,183.0,73.4%,86.9,免费评估
28,诺丁汉大学University of Nottingham,73.9%,78.8%,36.4%,164.0,72.9%,86.8,免费评估
29,萨里大学University of Surrey,78.6%,79.6%,22.0%,150.0,76.4%,86.0,免费评估
30,曼彻斯特大学The University of Manchester,76.5%,78.7%,44.9%,157.0,63.5%,85.9,免费评估
30,诺丁汉特伦特大学Nottingham Trent University,81.8%,83.0%,19.3%,134.0,78.0%,85.9,免费评估
32,朴茨茅斯大学University of Portsmouth,81.7%,83.1%,21.0%,122.0,79.9%,85.6,免费评估
33,利兹大学University of Leeds,76.2%,81.2%,33.0%,159.0,66.5%,85.5,免费评估
34,爱丁堡大学The University of Edinburgh,62.4%,65.7%,52.8%,192.0,66.8%,85.4,免费评估
35,埃塞克斯大学University of Essex,78.7%,83.9%,41.0%,111.0,73.3%,85.1,免费评估
36,泰晤士河谷大学Thames Valley University,90.6%,87.8%,7.6%,115.0,74.0%,84.8,免费评估
36,利物浦大学The University of Liverpool,77.3%,77.3%,34.6%,143.0,69.0%,84.8,免费评估
38,东英吉利大学University of East Anglia,75.1%,79.3%,33.2%,150.0,66.4%,84.3,免费评估
39,阿斯顿大学Aston University,76.3%,78.5%,39.1%,128.0,69.3%,84.2,免费评估
40,斯塔福德郡大学Staffordshire University,86.2%,83.9%,8.2%,117.0,74.2%,83.5,免费评估
41,诺桑比亚大学Northumbria University,82.1%,82.9%,18.7%,138.0,64.8%,83.4,免费评估
42,亚伯大学Aberystwyth University,90.5%,89.4%,,124.0,66.3%,83.0,免费评估
43,德蒙福特大学De Montfort University,82.5%,83.0%,11.2%,109.0,75.9%,82.7,免费评估
43,中央兰开夏大学University of Central Lancashire,79.6%,79.8%,12.2%,130.0,72.4%,82.7,免费评估
45,龙比亚大学Napier University,84.9%,87.8%,5.3%,162.0,54.7%,82.6,免费评估
45,波尔顿大学University of Bolton,91.0%,87.9%,3.6%,118.0,64.5%,82.6,免费评估
47,德比大学University of Derby,88.7%,83.6%,8.4%,122.0,64.3%,82.4,免费评估
48,利物浦约翰摩尔斯大学Liverpool John Moores University,83.4%,80.5%,7.8%,137.0,66.5%,82.3,免费评估
49,莱斯特大学University of Leicester,77.3%,81.8%,29.6%,133.0,60.9%,82.2,免费评估
50,普利茅斯大学University of Plymouth,80.4%,83.4%,33.8%,131.0,53.6%,81.9,免费评估
50,利物浦大学The University of Liverpool,83.3%,79.5%,5.5%,110.0,75.9%,81.9,免费评估
52,赫尔大学The University of Hull,78.6%,73.9%,26.8%,122.0,67.4%,81.8,免费评估
52,考文垂大学Coventry University,76.3%,76.0%,7.8%,126.0,77.5%,81.8,免费评估
54,英国女王大学Queen's University Belfast,70.6%,78.6%,40.2%,146.0,56.3%,81.6,免费评估
54,University of Lincoln,78.8%,80.9%,7.9%,130.0,70.0%,81.6,免费评估
56,邓迪大学University of Dundee,73.0%,76.4%,22.7%,162.0,56.7%,81.0,免费评估
57,阿伯泰邓迪大学University of Abertay Dundee,85.8%,81.4%,15.1%,111.0,62.0%,80.9,免费评估
58,基尔大学Keele University,79.8%,79.7%,17.7%,125.0,62.3%,80.8,免费评估
58,白金汉大学The University of Buckingham,84.8%,83.4%,,112.0,69.7%,80.8,免费评估
60,雷丁大学University of Reading,70.2%,68.3%,42.3%,135.0,61.2%,80.7,免费评估
61,哥比亚大学University of Cumbria,86.5%,80.2%,,114.0,67.3%,80.5,免费评估
62,阿尔斯特大学University of Ulster,79.6%,81.3%,23.2%,124.0,56.9%,80.4,免费评估
63,哈德斯菲尔德大学University of Huddersfield,76.7%,72.6%,9.5%,122.0,72.0%,80.1,免费评估
63,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,73.0%,70.8%,8.1%,186.0,55.1%,80.1,免费评估
65,切斯特大学University of Chester,89.0%,85.0%,7.9%,115.0,54.3%,79.8,免费评估
65,布拉德福德大学University of Bradford,81.0%,82.6%,9.5%,122.0,60.5%,79.8,免费评估
67,罗汉普顿大学Roehampton University,77.1%,75.9%,26.4%,107.0,63.9%,79.7,免费评估
67,艾芝西尔大学Edge Hill University,77.2%,73.5%,18.8%,130.0,61.0%,79.7,免费评估
69,蒂赛德大学Teesside University,70.5%,72.3%,15.0%,112.0,76.2%,79.5,免费评估
