Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,The University of Queensland,Australia,71.8,64.5,64.4,100.0,,249.2,免费评估
2,Central South University,China,74.9,77.8,50.6,85.1,,247.9,免费评估
3,China University of Geosciences (Beijing),China,59.5,92.1,70.4,81.1,,246.8,免费评估
4,China University of Mining and Technology,China,73.1,73.3,52.5,71.6,,228.5,免费评估
5,The University of Western Australia,Australia,47.4,85.5,100.0,68.8,,221.7,免费评估
6,University of Science and Technology Beijing,China,100.0,53.0,43.9,42.9,,204.8,免费评估
7,The University of New South Wales,Australia,49.4,72.4,69.8,64.4,,200.2,免费评估
8,Nanjing University,China,32.7,100.0,62.6,50.0,,195.3,免费评估
9,McGill University,Canada,50.9,62.4,69.8,65.9,,193.2,免费评估
10,Monash University,Australia,35.3,94.9,82.2,41.4,,188.0,免费评估
11,China University of Mining and Technology - Beijing,China,44.7,80.9,59.3,50.0,,187.4,免费评估
12,China University of Geosciences (Wuhan),China,46.8,71.8,69.2,51.3,,183.8,免费评估
13,Peking University,China,28.7,94.2,65.3,40.6,,176.5,免费评估
14,Curtin University,Australia,41.8,61.4,90.8,55.0,,176.3,免费评估
15,The University of Adelaide,Australia,32.0,81.1,86.9,45.2,,175.6,免费评估
16,Northeastern University (Shenyang),China,61.8,62.4,43.9,37.2,,170.1,免费评估
17,University of Alberta,Canada,41.5,64.8,78.2,47.3,,169.2,免费评估
18,Kyushu University,Japan,30.4,83.0,97.5,35.4,,168.2,免费评估
19,"University of California, Berkeley",UnitedStates,28.2,87.3,91.4,32.4,,166.3,免费评估
20,Karadeniz Teknik University,Turkey,25.0,97.4,67.1,30.3,,166.1,免费评估
21,帝国理工学院Imperial College London,UnitedKingdom,31.2,77.3,89.1,38.9,,165.2,免费评估
22,University of South Australia,Australia,35.0,66.4,63.4,49.3,,163.4,免费评估
23,Pennsylvania State University - University Park,UnitedStates,30.8,80.0,81.6,35.4,,162.5,免费评估
24,The University of Texas at Austin,UnitedStates,28.2,94.9,86.4,21.5,,161.9,免费评估
25,University of Toronto,Canada,29.5,79.5,80.2,35.4,,160.4,免费评估
26,"The University of Newcastle, Australia",Australia,33.1,70.3,56.5,45.2,,159.8,免费评估
27,Sichuan University,China,30.0,79.0,62.5,37.2,,158.6,免费评估
28,AGH University of Science and Technology,Poland,85.5,41.1,21.9,26.9,,157.8,免费评估
29,University of British Columbia,Canada,40.0,57.4,81.2,43.7,,157.2,免费评估
30,University of Tehran,Iran,44.9,59.2,57.4,39.7,,155.4,免费评估
31,Lulea University of Technology,Sweden,42.1,51.8,71.8,45.9,,154.1,免费评估
32,University of the Witwatersrand,SouthAfrica,61.4,36.0,52.0,44.4,,152.2,免费评估
33,Islamic Azad University,Iran,51.9,56.2,62.5,31.4,,152.0,免费评估
34,China University of Petroleum - Beijing,China,36.4,75.6,84.6,22.9,,151.8,免费评估
35,University of Leoben,Austria,31.2,67.1,80.6,37.2,,151.6,免费评估
36,Swiss Federal Institute of Technology Zurich,Switzerland,32.0,78.7,96.2,21.5,,151.4,免费评估
37,埃克塞特大学University of Exeter,UnitedKingdom,25.5,68.7,95.9,35.4,,148.7,免费评估
38,Kunming University of Science and Technology,China,39.0,68.4,15.2,38.0,,148.5,免费评估
39,Shandong University of Science & Technology,China,25.5,75.3,69.8,32.4,,147.2,免费评估
40,Technical University Freiberg,Germany,30.0,61.4,88.4,38.0,,147.1,免费评估
41,University of Utah,UnitedStates,37.0,65.1,65.9,31.4,,146.8,免费评估
41,University of Kentucky,UnitedStates,25.5,82.4,87.0,21.5,,146.8,免费评估
43,Seoul National University,SouthKorea,31.2,66.1,73.5,33.4,,145.5,免费评估
44,Chongqing University,China,38.0,60.3,38.1,38.9,,144.9,免费评估
45,Amirkabir University of Technology,Iran,45.8,56.6,40.9,32.4,,143.0,免费评估
45,Jilin University,China,41.5,61.4,28.6,34.4,,143.0,免费评估
47,Stellenbosch University,SouthAfrica,32.4,47.9,89.6,44.4,,142.6,免费评估
48,Taiyuan University of Technology,China,30.4,71.8,55.1,29.2,,142.4,免费评估
49,Federal University of Rio Grande do Sul,Brazil,29.1,66.8,49.8,36.3,,142.1,免费评估
50,Norwegian University of Science and Technology - NTNU,Norway,30.4,61.7,72.9,35.4,,142.0,免费评估
