Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,UnitedStates,100.0,70.8,70.9,89.4,,274.4,免费评估
2,"University of California, San Diego",UnitedStates,65.2,67.2,67.3,100.0,,245.9,免费评估
3,Karolinska Institute,Sweden,68.3,66.0,87.6,63.2,,215.1,免费评估
4,牛津大学University of Oxford,UnitedKingdom,56.3,72.4,87.8,63.2,,209.5,免费评估
5,University of North Carolina at Chapel Hill,UnitedStates,80.2,67.9,62.3,44.7,,205.3,免费评估
6,帝国理工学院Imperial College London,UnitedKingdom,59.4,65.5,81.0,63.2,,204.4,免费评估
7,伦敦大学学院University College London,UnitedKingdom,74.2,65.1,81.8,44.7,,200.3,免费评估
8,邓迪大学University of Dundee,UnitedKingdom,33.0,100.0,86.0,44.7,,194.9,免费评估
9,Monash University,Australia,65.7,65.8,79.7,44.7,,192.1,免费评估
10,爱丁堡大学The University of Edinburgh,UnitedKingdom,37.4,91.3,78.3,44.7,,189.0,免费评估
11,伦敦国王学院King's College London,UnitedKingdom,60.6,66.0,84.2,44.7,,188.2,免费评估
12,剑桥大学University of Cambridge,UnitedKingdom,53.0,69.7,83.1,44.7,,184.0,免费评估
13,University of Milan,Italy,65.0,60.8,65.4,44.7,,183.7,免费评估
14,Stanford University,UnitedStates,52.0,72.6,66.0,44.7,,182.4,免费评估
15,University of Pennsylvania,UnitedStates,58.2,65.8,60.1,44.7,,180.7,免费评估
16,Leiden University,Netherlands,53.2,66.2,79.0,44.7,,180.0,免费评估
17,曼彻斯特大学The University of Manchester,UnitedKingdom,52.9,64.8,77.2,44.7,,177.8,免费评估
18,University of Tuebingen,Germany,48.7,67.4,78.8,44.7,,176.6,免费评估
18,University of Marburg,Germany,34.1,65.8,67.6,63.2,,176.6,免费评估
20,布里斯托大学University of Bristol,UnitedKingdom,32.8,83.6,76.4,44.7,,176.4,免费评估
21,The Ohio State University - Columbus,UnitedStates,59.1,60.0,62.3,44.7,,176.3,免费评估
22,Yale University,UnitedStates,54.6,64.3,61.8,44.7,,176.0,免费评估
23,McGill University,Canada,55.1,59.5,77.6,44.7,,174.9,免费评估
24,University of Helsinki,Finland,50.2,63.6,81.5,44.7,,174.8,免费评估
25,Radboud University Nijmegen,Netherlands,50.7,63.1,79.9,44.7,,174.5,免费评估
26,University of Hamburg,Germany,36.9,57.6,77.5,63.2,,173.3,免费评估
27,Massachusetts Institute of Technology (MIT),UnitedStates,40.1,71.7,72.5,44.7,,171.0,免费评估
28,University of Paris Descartes (Paris 5),France,52.6,57.9,70.2,44.7,,169.3,免费评估
29,University of Lausanne,Switzerland,44.6,63.1,80.2,44.7,,168.4,免费评估
29,The University of Tokyo,Japan,61.0,53.1,47.6,44.7,,168.4,免费评估
31,Swiss Federal Institute of Technology Lausanne,Switzerland,26.2,80.6,84.3,44.7,,168.3,免费评估
32,Swiss Federal Institute of Technology Zurich,Switzerland,39.1,67.2,83.3,44.7,,167.7,免费评估
33,Medical University of Vienna,Austria,42.4,63.3,82.3,44.7,,166.9,免费评估
34,Trinity College Dublin,Ireland,38.6,65.8,81.5,44.7,,165.4,免费评估
35,卡迪夫大学Cardiff University,UnitedKingdom,37.1,63.8,84.2,44.7,,162.5,免费评估
36,英国女王大学Queen's University Belfast,UnitedKingdom,36.8,62.8,82.0,44.7,,160.7,免费评估
37,University of Toronto,Canada,79.6,63.6,78.0,0.0,,158.8,免费评估
38,University of Palermo,Italy,39.7,61.8,60.9,44.7,,158.5,免费评估
39,University of Copenhagen,Denmark,80.0,62.3,78.4,0.0,,158.0,免费评估
40,China Pharmaceutical University,China,90.3,58.5,41.7,0.0,,157.1,免费评估
41,University of Sao Paulo,Brazil,91.0,53.7,56.2,0.0,,156.0,免费评估
42,University of Roma - Tor Vergata,Italy,39.9,59.3,60.4,44.7,,155.9,免费评估
43,University of Duisburg-Essen,Germany,29.8,65.5,78.6,44.7,,155.8,免费评估
44,King Saud University,SaudiArabia,79.4,57.1,92.0,0.0,,154.9,免费评估
45,Utrecht University,Netherlands,72.2,65.3,78.3,0.0,,153.2,免费评估
46,KU Leuven,Belgium,70.9,63.3,90.8,0.0,,152.4,免费评估
47,南安普顿大学University of Southampton,UnitedKingdom,30.3,59.3,83.0,44.7,,150.9,免费评估
48,University of Florence,Italy,63.2,72.1,76.4,0.0,,150.6,免费评估
49,University of Tartu,Estonia,26.9,61.8,83.6,44.7,,150.2,免费评估
50,University of Goettingen,Germany,32.4,58.2,73.5,44.7,,150.0,免费评估
