Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Massachusetts Institute of Technology (MIT),UnitedStates,76.0,58.4,68.7,100.0,100.0,348.2,免费评估
2,Stanford University,UnitedStates,69.5,63.2,65.4,85.2,46.3,277.3,免费评估
3,Carnegie Mellon University,UnitedStates,72.4,50.7,70.8,93.3,37.8,268.4,免费评估
4,Swiss Federal Institute of Technology Zurich,Switzerland,66.5,72.7,84.1,84.2,26.7,266.9,免费评估
5,"University of California, Berkeley",UnitedStates,61.8,58.6,68.0,74.8,53.5,262.2,免费评估
6,"University of California, Los Angeles",UnitedStates,52.9,52.8,64.9,72.2,53.5,244.2,免费评估
7,Tsinghua University,China,100.0,55.6,66.9,69.2,0.0,238.2,免费评估
8,Harvard University,UnitedStates,58.7,61.3,69.5,47.6,46.3,227.7,免费评估
9,Nanyang Technological University,Singapore,87.2,63.9,83.1,52.3,0.0,220.1,免费评估
10,Princeton University,UnitedStates,46.8,61.1,68.8,51.2,42.3,215.1,免费评估
11,University of Toronto,Canada,58.2,56.8,74.5,56.6,26.7,213.3,免费评估
12,Cornell University,UnitedStates,44.2,53.6,62.8,69.7,32.7,212.8,免费评估
13,牛津大学University of Oxford,UnitedKingdom,58.2,56.8,78.4,43.7,37.8,212.2,免费评估
14,Zhejiang University,China,84.6,52.5,63.3,56.6,0.0,206.4,免费评估
15,National University of Singapore,Singapore,77.4,56.2,84.9,54.8,0.0,205.3,免费评估
16,University of Southern California,UnitedStates,57.8,59.6,65.9,45.4,26.7,202.6,免费评估
17,The University of Texas at Austin,UnitedStates,57.1,61.3,62.2,43.4,26.7,201.0,免费评估
18,University of North Carolina at Chapel Hill,UnitedStates,38.7,65.5,67.6,42.7,37.8,198.2,免费评估
19,The Chinese University of Hong Kong,China-HongKong,58.1,63.2,66.1,59.2,0.0,193.7,免费评估
20,伦敦大学学院University College London,UnitedKingdom,55.6,60.9,81.1,59.9,0.0,192.6,免费评估
21,Weizmann Institute of Science,Israel,27.0,46.9,73.1,50.3,53.5,192.3,免费评估
22,University of Illinois at Urbana-Champaign,UnitedStates,64.5,57.6,68.3,55.3,0.0,191.1,免费评估
23,爱丁堡大学The University of Edinburgh,UnitedKingdom,49.4,52.3,82.9,33.4,37.8,189.5,免费评估
24,Georgia Institute of Technology,UnitedStates,66.0,53.2,67.6,54.8,0.0,187.5,免费评估
25,Columbia University,UnitedStates,51.1,59.2,67.5,62.8,0.0,186.5,免费评估
26,Swiss Federal Institute of Technology Lausanne,Switzerland,59.3,59.0,82.4,51.2,0.0,186.0,免费评估
27,"University of Maryland, College Park",UnitedStates,53.9,59.0,63.7,58.7,0.0,184.3,免费评估
28,Shanghai Jiao Tong University,China,79.3,56.8,65.4,34.7,0.0,183.9,免费评估
29,"University of California, San Diego",UnitedStates,54.0,60.4,66.7,55.6,0.0,183.2,免费评估
30,University of Copenhagen,Denmark,35.7,56.8,77.3,28.7,46.3,183.0,免费评估
31,Université Grenoble Alpes,France,50.0,47.2,70.4,44.1,26.7,182.1,免费评估
32,University of British Columbia,Canada,54.8,57.8,78.4,53.4,0.0,181.7,免费评估
33,University of Washington,UnitedStates,48.9,54.5,59.2,64.4,0.0,179.6,免费评估
34,University of Wisconsin - Madison,UnitedStates,47.3,79.7,60.9,39.5,0.0,178.7,免费评估
34,University of Science and Technology of China,China,61.8,58.8,65.2,45.0,0.0,178.7,免费评估
36,University of Waterloo,Canada,66.5,54.1,81.1,39.9,0.0,176.7,免费评估
37,Tel Aviv University,Israel,48.8,46.9,75.6,64.9,0.0,175.7,免费评估
38,City University of Hong Kong,China-HongKong,73.1,62.2,66.0,27.1,0.0,175.6,免费评估
39,New York University,UnitedStates,47.5,62.2,72.9,50.3,0.0,174.7,免费评估
40,Huazhong University of Science and Technology,China,77.3,62.1,64.3,21.0,0.0,173.2,免费评估
40,Harbin Institute of Technology,China,71.7,65.3,62.6,23.6,0.0,173.2,免费评估
40,帝国理工学院Imperial College London,UnitedKingdom,58.3,58.0,76.4,41.7,0.0,173.2,免费评估
43,The University of Adelaide,Australia,39.6,78.1,85.3,38.3,0.0,173.1,免费评估
43,University of Michigan-Ann Arbor,UnitedStates,59.1,58.2,62.0,43.4,0.0,173.1,免费评估
45,Peking University,China,62.8,59.6,68.1,36.4,0.0,172.4,免费评估
46,The Australian National University,Australia,44.8,68.1,79.5,43.4,0.0,172.2,免费评估
47,University of Technology Sydney,Australia,54.6,69.0,85.2,29.2,0.0,169.8,免费评估
48,Korea Advanced Institute of Science and Technology,SouthKorea,60.1,45.9,60.2,49.7,0.0,167.8,免费评估
49,The Hong Kong Polytechnic University,China-HongKong,66.8,62.6,61.1,26.0,0.0,167.7,免费评估
50,Technical University Munich,Germany,56.7,54.7,74.0,39.9,0.0,166.1,免费评估
