Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,87,1.5,643,91.0,100.0,免费评估
2,帝国理工学院Imperial College London,76,1.5,573,86.0,91.6,免费评估
3,赫瑞瓦特大学Heriot Watt University,92,0.9,419,85.0,87.5,免费评估
4,伯明翰大学University of Birmingham,86,1.1,472,81.0,86.7,免费评估
5,纽卡斯尔大学Newcastle University,85,0.8,430,93.0,86.0,免费评估
6,利兹大学University of Leeds,70,1.2,442,95.0,84.9,免费评估
7,拉夫堡大学Loughborough University,85,1.1,445,76.0,84.6,免费评估
8,萨里大学University of Surrey,86,1.1,408,81.0,84.6,免费评估
9,巴斯大学University of Bath,81,0.8,468,91.0,84.5,免费评估
10,曼彻斯特大学The University of Manchester,73,1.4,483,76.0,83.3,免费评估
11,诺丁汉大学University of Nottingham,73,1.3,425,78.0,81.0,免费评估
12,谢菲尔德大学The University of Sheffield,78,0.9,465,76.0,79.8,免费评估
13,爱丁堡大学The University of Edinburgh,67,0.9,509,86.0,79.7,免费评估
14,伦敦大学学院University College London,73,1.1,473,66.0,76.7,免费评估
15,思克莱德大学University of Strathclyde,80,0.5,469,74.0,76.3,免费评估
16,斯旺西大学Swansea University,78,1.1,325,73.0,76.1,免费评估
17,阿伯丁大学University of Aberdeen,72,1.0,411,,75.8,免费评估
18,阿斯顿大学Aston University,79,0.6,336,72.0,71.2,免费评估
19,英国女王大学Queen's University Belfast,70,0.6,396,73.0,70.1,免费评估
20,伦敦南岸大学London South Bank University,74,0.7,287,59.0,64.8,免费评估
