Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,哈佛大学Harvard University,United States,92.1,85.8,99.6,99.0,68.6,95.6,免费评估
2,斯坦福大学Stanford University,United States,93.6,81.3,94.5,99.9,71.2,94.7,免费评估
3,普林斯顿大学Princeton University,United States,90.9,82.2,96.9,98.9,69.9,94.3,免费评估
4,剑桥大学University of Cambridge,United Kingdom,88.8,86.7,99.0,95.8,75.9,93.6,免费评估
5,麻省理工学院Massachusetts Institute of Technology,United States,87.8,82.7,96.6,99.3,71.0,93.5,免费评估
6,牛津大学University of Oxford,United Kingdom,88.2,91.5,95.8,98.4,55.3,93.4,免费评估
7,加利福尼亚理工学院California Institute of Technology,United States,93.1,63.9,95.2,99.9,55.3,93.0,免费评估
8,ETH Zurich – Swiss Federal Institute of Technology Zurich,Switzerland,86.7,97.1,95.2,93.6,56.6,91.5,免费评估
9,"加州大学伯克利分校University of California,Berkeley",United States,86.1,65.0,96.0,99.9,36.3,90.9,免费评估
10,耶鲁大学Yale University,United States,88.1,75.9,88.6,99.1,37.9,90.0,免费评估
11,帝国理工学院Imperial College London,United Kingdom,86.6,91.4,90.3,92.6,45.0,89.1,免费评估
12,芝加哥大学The University of Chicago,United States,85.0,82.8,86.6,99.2,29.1,89.0,免费评估
13,"加州大学洛杉矶分校University of California,Los Angeles",United States,79.0,76.0,89.0,99.1,57.4,88.1,免费评估
14,康奈尔大学Cornell University,United States,84.2,72.3,85.8,96.0,30.1,86.6,免费评估
15,哥伦比亚大学Columbia University,United States,78.5,79.0,74.9,99.1,43.6,84.0,免费评估
16,École Polytechnique Fédérale de Lausanne,Switzerland,71.5,97.4,76.6,98.7,40.9,83.7,免费评估
16,"西雅图华盛顿大学University of Washington,Seattle Campus",United States,72.2,68.1,85.7,97.6,38.6,83.7,免费评估
18,National University of Singapore,Singapore,76.6,92.8,83.3,88.2,54.9,83.2,免费评估
19,Peking University,China,85.1,32.6,89.0,80.9,100.0,81.2,免费评估
20,École Normale Supérieure,France,81.3,69.3,72.0,91.2,47.1,80.5,免费评估
21,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,70.0,54.4,82.9,92.7,59.7,80.1,免费评估
22,LMU Munich,Germany,77.1,63.7,73.6,90.5,44.8,79.1,免费评估
23,伦敦大学学院University College London,United Kingdom,64.7,92.0,75.2,91.8,45.0,78.7,免费评估
23,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",United States,68.5,74.8,77.1,91.3,42.6,78.7,免费评估
25,多伦多大学University of Toronto,Canada,66.1,89.0,69.1,94.8,32.5,77.9,免费评估
26,École Polytechnique,France,78.3,91.7,77.1,74.7,76.7,77.8,免费评估
27,西北大学Northwestern University,United States,58.0,65.7,72.2,99.1,48.0,76.7,免费评估
28,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",United States,53.6,61.7,71.6,99.7,99.8,76.5,免费评估
29,德克萨斯大学奥斯汀分校The University of Texas at Austin,United States,59.5,39.6,74.2,98.4,51.7,75.5,免费评估
30,Heidelberg University,Germany,74.5,58.6,67.0,87.4,53.5,75.3,免费评估
31,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,United States,66.9,66.7,69.5,90.6,34.7,75.1,免费评估
32,Technical University of Munich,Germany,72.9,63.5,77.8,75.4,97.5,75.0,免费评估
33,爱丁堡大学The University of Edinburgh,United Kingdom,60.2,90.5,66.7,91.2,44.2,74.8,免费评估
34,Tsinghua University,China,81.5,28.4,91.0,65.5,70.8,74.3,免费评估
35,University of Tokyo,Japan,83.3,27.0,88.8,66.8,38.8,73.8,免费评估
36,科罗拉多大学波尔得分校University of Colorado Boulder,United States,59.6,48.0,64.8,97.3,50.4,73.2,免费评估
36,佐治亚理工学院Georgia Institute of Technology,United States,51.5,72.1,71.7,93.9,42.8,73.2,免费评估
