Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
38,澳大利亚国立大学The Australian National University,Australia,48.1,96.8,71.1,85.8,92.8,72.4,免费评估
39,"加利福尼亚大学圣地亚哥分校University of California,San Diego",United States,56.8,48.8,61.1,97.4,71.3,72.0,免费评估
39,曼彻斯特大学The University of Manchester,United Kingdom,58.9,81.1,70.4,83.5,45.4,72.0,免费评估
41,马里兰大学University of Maryland-College Park,United States,55.0,38.4,68.5,95.1,45.2,71.3,免费评估
42,Pierre and Marie Curie University,France,64.6,71.6,62.1,85.8,31.4,71.1,免费评估
43,University of Hong Kong,Hong Kong,61.4,98.3,57.0,81.5,40.5,69.4,免费评估
44,Nanyang Technological University,Singapore,43.9,91.0,52.6,94.8,100.0,69.1,免费评估
45,英属哥伦比亚大学University of British Columbia,Canada,56.8,88.1,55.5,87.3,32.2,68.9,免费评估
46,Humboldt University of Berlin,Germany,65.2,55.2,59.1,83.9,45.0,68.8,免费评估
47,University of Bonn,Germany,55.6,65.2,62.3,87.2,34.2,68.7,免费评估
47,布里斯托大学University of Bristol,United Kingdom,48.9,73.3,57.7,93.7,44.3,68.7,免费评估
49,RWTH Aachen University,Germany,55.5,49.3,65.3,83.6,85.1,68.3,免费评估
50,莱斯大学Rice University,United States,43.4,76.5,50.2,100.0,51.1,67.8,免费评估
51,卡内基梅隆大学Carnegie Mellon University,United States,50.3,53.8,54.1,97.7,30.2,67.7,免费评估
52,Kyoto University,Japan,77.5,24.9,82.2,55.2,90.1,67.5,免费评估
53,Utrecht University,Netherlands,47.2,58.6,49.9,95.8,84.6,66.7,免费评估
54,布朗大学Brown University,United States,51.2,73.2,41.1,99.4,35.5,66.6,免费评估
54,宾州州立大学Pennsylvania State University,United States,50.9,54.5,56.2,90.6,53.3,66.6,免费评估
54,Technical University of Berlin,Germany,62.9,52.1,67.6,70.7,80.4,66.6,免费评估
57,"明尼苏达大学双城校区University of Minnesota,Twin Cities",United States,47.2,49.4,52.0,92.8,95.3,65.9,免费评估
58,Delft University of Technology,Netherlands,51.3,77.9,65.8,72.1,100.0,65.8,免费评估
59,波士顿大学Boston University,United States,50.5,56.9,45.2,97.6,30.1,65.5,免费评估
60,杜伦大学Durham University,United Kingdom,45.7,75.0,45.3,94.6,49.8,65.0,免费评估
61,University of Zurich,Switzerland,46.4,95.5,35.1,96.6,53.4,64.8,免费评估
62,"加州大学戴维斯分校University of California,Davis",United States,51.0,75.3,47.8,88.6,33.1,64.7,免费评估
63,University of Arizona,United States,51.4,54.6,57.5,84.3,40.2,64.6,免费评估
64,Hong Kong University of Science and Technology,Hong Kong,38.6,70.8,55.0,92.4,43.0,64.4,免费评估
65,University of Göttingen,Germany,49.6,59.8,47.8,90.4,29.9,63.7,免费评估
65,Lund University,Sweden,39.0,92.4,50.8,85.3,86.2,63.7,免费评估
67,Scuola Normale Superiore di Pisa,Italy,57.0,47.7,47.6,83.2,81.5,63.5,免费评估
68,Karlsruhe Institute of Technology,Germany,44.4,48.4,58.6,82.6,80.6,62.9,免费评估
69,麦吉尔大学McGill University,Canada,54.0,86.5,53.8,71.5,52.2,62.5,免费评估
70,Fudan University,China,54.6,20.5,55.7,83.2,53.8,62.4,免费评估
71,University of Bern,Switzerland,38.5,94.0,35.8,95.7,43.4,62.1,免费评估
71,普渡大学Purdue University,United States,44.4,69.1,53.2,81.1,65.5,62.1,免费评估
73,Chinese University of Hong Kong,Hong Kong,59.2,73.0,46.1,76.3,30.9,61.9,免费评估
74,墨尔本大学The University of Melbourne,Australia,40.2,82.1,47.7,85.2,54.8,61.6,免费评估
74,华威大学The University of Warwick,United Kingdom,43.8,85.9,47.3,82.7,43.2,61.6,免费评估
76,Sungkyunkwan University (SKKU),"Korea, Republic of",42.1,44.5,47.3,89.2,94.0,61.5,免费评估
77,南安普顿大学University of Southampton,United Kingdom,43.3,81.8,59.4,73.8,35.1,61.1,免费评估
78,University of Massachusetts,United States,43.1,68.9,37.0,92.7,52.4,61.0,免费评估
78,Moscow Institute of Physics and Technology,Russian Federation,77.7,53.1,65.6,42.9,100.0,61.0,免费评估
80,University of Hawai’i at Mānoa,United States,36.2,78.8,46.9,87.4,53.3,60.7,免费评估
81,科罗拉多矿业大学Colorado School of Mines,United States,49.3,40.8,44.8,83.0,98.1,60.4,免费评估
82,"University of California, Santa Cruz",United States,32.2,59.7,40.3,100.0,37.4,60.3,免费评估
83,新南威尔士大学The University of New South Wales,Australia,35.8,87.4,49.4,83.3,40.2,60.1,免费评估
84,KU Leuven,Belgium,39.0,71.5,53.0,76.0,100.0,59.8,免费评估
85,Leiden University,Netherlands,43.1,71.5,38.1,87.6,53.7,59.7,免费评估
86,Paris-Sud University,France,56.8,63.5,50.5,70.2,28.2,59.6,免费评估
87,University of Science and Technology of China,China,61.4,20.9,54.6,71.2,44.9,59.5,免费评估
87,Uppsala University,Sweden,49.8,58.3,46.6,77.1,63.4,59.5,免费评估
89,"加利福尼亚大学欧文分校University of California, Irvine",United States,33.7,77.2,34.6,96.7,38.9,59.4,免费评估
89,Korea Advanced Institute of Science and Technology (KAIST),"Korea, Republic of",41.7,24.6,53.2,82.9,100.0,59.4,免费评估
91,Paris Diderot University – Paris 7,France,38.3,73.9,37.4,90.9,28.4,59.0,免费评估
92,Stockholm University,Sweden,35.5,72.6,35.0,95.1,31.3,58.9,免费评估
92,纽约州立大学石溪分校Stony Brook University,United States,39.6,70.0,40.1,88.0,34.5,58.9,免费评估
94,University of Geneva,Switzerland,33.7,98.8,30.3,91.6,64.6,58.7,免费评估
94,俄亥俄州立大学Ohio State University,United States,38.6,68.1,37.6,91.0,32.5,58.7,免费评估
96,滑铁卢大学University of Waterloo,Canada,43.4,80.7,45.3,76.9,42.1,58.5,免费评估
97,蒙纳什大学Monash University,Australia,41.4,80.6,38.8,83.0,49.8,58.4,免费评估
98,昆士兰大学The University of Queensland,Australia,36.0,78.8,44.0,80.9,75.3,58.1,免费评估
99,圣安德鲁斯大学University of St Andrews,United Kingdom,37.9,90.3,35.5,86.0,36.3,58.0,免费评估
100,University of Copenhagen,Denmark,39.5,90.3,28.0,90.2,33.2,57.8,免费评估
