Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Harvard University,United States,91.8,100.0,94.2,96.7,95.0,免费评估
2,牛津大学University of Oxford,United Kingdom,89.2,98.6,90.1,99.2,93.1,免费评估
3,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,87.7,95.4,93.6,100.0,91.8,免费评估
4,Sciences Po,France,100.0,82.1,82.6,69.3,89.8,免费评估
5,剑桥大学University of Cambridge,United Kingdom,85.8,99.3,83.4,79.1,88.9,免费评估
6,Yale University,United States,85.5,87.5,95.3,95.8,88.1,免费评估
7,Stanford University,United States,84.6,92.3,90.1,89.8,88.0,免费评估
8,The Australian National University,Australia,87.7,88.0,84.6,86.3,87.3,免费评估
9,Princeton University,United States,84.5,79.4,100.0,94.9,85.6,免费评估
10,"University of California, Berkeley (UCB)",United States,85.1,79.9,93.3,87.5,84.6,免费评估
11,Georgetown University,United States,88.1,74.4,89.1,86.3,83.9,免费评估
12,Columbia University,United States,82.5,83.1,84.6,83.6,83.0,免费评估
13,National University of Singapore (NUS),Singapore,78.9,87.7,80.0,75.6,81.3,免费评估
14,University of Chicago,United States,79.3,78.9,91.7,83.6,80.9,免费评估
15,"University of California, Los Angeles (UCLA)",United States,75.0,83.1,89.7,82.2,79.6,免费评估
16,Johns Hopkins University,United States,81.3,76.1,82.3,75.6,79.3,免费评估
17,New York University (NYU),United States,73.1,81.2,92.1,89.8,79.1,免费评估
18,Freie Universitaet Berlin,Germany,84.1,65.3,88.3,83.6,78.8,免费评估
19,The University of Tokyo,Japan,76.2,89.9,72.4,64.3,78.7,免费评估
20,Cornell University,United States,76.1,74.3,92.7,86.3,78.2,免费评估
21,Massachusetts Institute of Technology (MIT),United States,66.2,91.3,89.2,80.7,77.5,免费评估
21,"University of California, San Diego (UCSD)",United States,83.0,59.5,97.9,83.6,77.5,免费评估
23,The University of Hong Kong,Hong Kong,72.3,90.5,77.1,64.3,77.4,免费评估
24,University of Toronto,Canada,74.7,76.0,89.3,82.2,77.3,免费评估
25,Leiden University,Netherlands,78.7,67.9,88.5,85.0,77.1,免费评估
26,The University of Sydney,Australia,69.9,83.6,85.2,79.1,76.5,免费评估
27,George Washington University,United States,72.0,69.3,96.9,88.7,75.4,免费评估
28,伦敦国王学院King's College London,United Kingdom,70.7,77.6,82.6,83.6,75.3,免费评估
29,Peking University,China,70.9,87.4,71.3,61.3,74.9,免费评估
30,University of Copenhagen,Denmark,68.0,81.1,85.6,79.1,74.8,免费评估
30,埃塞克斯大学University of Essex,United Kingdom,76.9,63.2,90.3,83.6,74.8,免费评估
32,McGill University,Canada,71.5,77.6,82.0,73.6,74.6,免费评估
33,University of Amsterdam,Netherlands,68.6,72.1,93.3,92.0,74.5,免费评估
34,University of Michigan,United States,75.6,65.0,88.9,82.2,74.4,免费评估
35,伦敦大学亚非学院SOAS University of London,United Kingdom,81.1,66.9,75.0,61.3,74.3,免费评估
36,Fudan University,China,68.9,84.8,70.6,66.9,73.6,免费评估
37,University of British Columbia,Canada,69.6,71.2,91.5,80.7,73.4,免费评估
38,Tsinghua University,China,66.7,84.0,75.6,71.6,73.3,免费评估
39,Seoul National University,South Korea,69.3,85.4,69.8,58.0,73.1,免费评估
40,Central European University,Hungary,73.2,73.3,74.1,69.3,72.9,免费评估
41,Humboldt-Universität zu Berlin,Germany,71.2,77.1,68.5,66.9,72.3,免费评估
42,爱丁堡大学The University of Edinburgh,United Kingdom,67.3,73.2,84.0,80.7,72.1,免费评估
43,"Trinity Business School, Trinity College Dublin",Ireland,66.4,74.0,88.0,77.4,71.9,免费评估
44,European University Institute,Italy,80.9,46.2,87.7,85.0,71.6,免费评估
45,The University of Melbourne,Australia,61.4,84.0,81.2,73.6,71.4,免费评估
46,Duke University,United States,66.5,69.0,90.1,83.6,71.3,免费评估
47,伦敦大学学院University College London,United Kingdom,63.2,75.1,88.3,82.2,71.2,免费评估
48,Kyoto University,Japan,73.5,80.4,51.6,50.0,71.0,免费评估
49,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,60.3,75.0,91.8,85.0,70.3,免费评估
50,华威大学The University of Warwick,United Kingdom,58.6,78.3,88.0,83.6,70.0,免费评估
