Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,拉夫堡大学Loughborough University,80.6%,84.3%,62.3%,156,78.9%,100.0,免费评估
2,埃克塞特大学University of Exeter,85.2%,79.2%,46.2%,184,71.4%,99.6,免费评估
3,利兹大学University of Leeds,79.9%,79.0%,54.5%,166,79.9%,99.3,免费评估
4,兰卡斯特大学Lancaster University,83.3%,84.2%,51.4%,148,82.1%,98.9,免费评估
5,谢菲尔德大学The University of Sheffield,,,37.9%,149,84.5%,98.8,免费评估
6,华威大学The University of Warwick,85.0%,84.8%,61.7%,166,55.4%,97.3,免费评估
7,卡迪夫大学Cardiff University,79.2%,80.5%,55.4%,152,75.3%,97.0,免费评估
8,南安普顿大学University of Southampton,88.5%,83.8%,42.7%,151,67.1%,96.1,免费评估
9,约克大学The University of York,89.3%,86.3%,26.0%,149,,96.0,免费评估
10,纽卡斯尔大学Newcastle University,80.5%,78.3%,37.8%,152,79.5%,95.3,免费评估
11,斯旺西大学Swansea University,83.9%,82.9%,18.5%,132,92.0%,94.3,免费评估
12,英国女王大学Queen's University Belfast,92.5%,85.5%,38.3%,159*,50.0%,93.9,免费评估
13,斯特林大学University of Stirling,82.1%,79.3%,36.0%,173,58.9%,93.5,免费评估
14,思克莱德大学University of Strathclyde,73.4%,78.3%,39.4%,193,53.3%,92.6,免费评估
14,伦敦国王学院King's College London,76.3%,68.7%,55.8%,168,55.9%,92.6,免费评估
16,萨里大学University of Surrey,74.4%,68.7%,30.2%,171,72.0%,92.0,免费评估
17,基尔大学Keele University,84.1%,84.0%,25.0%,129,74.3%,91.4,免费评估
18,诺桑比亚大学Northumbria University,85.3%,84.3%,22.2%,144,66.5%,91.3,免费评估
19,莱斯特大学University of Leicester,72.0%,74.0%,46.1%,129,78.3%,91.2,免费评估
20,东英吉利大学University of East Anglia,76.9%,72.3%,43.8%,144,64.5%,90.6,免费评估
21,伦敦城市大学City University London,69.6%,71.4%,30.9%,153,77.8%,90.4,免费评估
22,伦敦大学金史密斯学院Goldsmiths University of London,71.6%,65.4%,60.0%,142,62.7%,90.3,免费评估
23,索尔福德大学University of Salford,81.8%,77.5%,36.9%,132,62.6%,89.8,免费评估
24,利物浦大学The University of Liverpool,,,27.5%,135,68.2%,89.6,免费评估
25,肯特大学University of Kent,84.0%,80.6%,,134,81.8%,89.3,免费评估
25,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,79.1%,73.4%,15.2%,178,57.9%,89.3,免费评估
27,诺丁汉特伦特大学Nottingham Trent University,82.9%,80.8%,10.0%,135,72.8%,88.8,免费评估
28,德蒙福特大学De Montfort University,81.0%,79.0%,31.2%,106,75.4%,88.7,免费评估
