Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,杜伦大学Durham University,585.0,4.1,2.5,92.0,100.0,免费评估
2,牛津大学University of Oxford,543.0,4.34,2.85,74.0,98.0,免费评估
3,华威大学The University of Warwick,470.0,4.34,2.8,72.0,95.5,免费评估
4,剑桥大学University of Cambridge,,4.39,2.65,,95.5,免费评估
5,圣安德鲁斯大学University of St Andrews,519.0,4.38,2.65,68.0,95.4,免费评估
6,巴斯大学University of Bath,457.0,4.24,2.4,80.0,94.4,免费评估
7,埃克塞特大学University of Exeter,469.0,4.23,2.55,74.0,94.3,免费评估
8,伦敦国王学院King's College London,452.0,4.08,2.8,70.0,93.7,免费评估
9,纽卡斯尔大学Newcastle University,435.0,4.24,2.5,76.0,93.6,免费评估
10,南安普顿大学University of Southampton,440.0,4.33,2.65,70.0,93.5,免费评估
11,格拉斯哥大学University of Glasgow,498.0,4.21,2.45,68.0,93.3,免费评估
12,伦敦大学学院University College London,484.0,3.89,2.55,70.0,92.7,免费评估
13,伯明翰大学University of Birmingham,423.0,4.18,2.3,78.0,92.5,免费评估
14,爱丁堡大学The University of Edinburgh,487.0,3.83,2.5,70.0,92.3,免费评估
15,利兹大学University of Leeds,436.0,4.26,2.6,66.0,92.2,免费评估
16,赫瑞瓦特大学Heriot Watt University,446.0,4.16,2.1,78.0,92.0,免费评估
17,布里斯托大学University of Bristol,462.0,4.06,2.2,74.0,91.8,免费评估
18,谢菲尔德大学The University of Sheffield,417.0,4.04,2.6,70.0,91.7,免费评估
19,诺丁汉大学University of Nottingham,431.0,4.04,2.6,68.0,91.7,免费评估
20,兰卡斯特大学Lancaster University,426.0,4.01,2.2,78.0,91.5,免费评估
21,莱斯特大学University of Leicester,406.0,4.17,2.15,78.0,91.3,免费评估
22,雷丁大学University of Reading,343.0,4.14,2.5,76.0,90.8,免费评估
23,萨里大学University of Surrey,451.0,4.18,2.1,,90.6,免费评估
24,曼彻斯特大学The University of Manchester,448.0,3.95,2.5,64.0,90.6,免费评估
25,肯特大学University of Kent,365.0,4.28,2.6,66.0,90.4,免费评估
26,阿伯丁大学University of Aberdeen,418.0,3.86,2.65,64.0,90.2,免费评估
27,斯旺西大学Swansea University,339.0,3.99,2.25,82.0,90.2,免费评估
28,卡迪夫大学Cardiff University,420.0,4.05,2.4,66.0,90.1,免费评估
29,英国女王大学Queen's University Belfast,404.0,4.23,2.35,66.0,90.1,免费评估
30,伦敦大学玛丽女王学院Queen Mary University of London,376.0,4.14,2.5,64.0,89.4,免费评估
31,利物浦大学The University of Liverpool,389.0,4.05,2.4,64.0,88.9,免费评估
32,诺桑比亚大学Northumbria University,,4.7,1.85,64.0,88.7,免费评估
33,伦敦大学皇家霍洛威学院Royal Holloway University of London,386.0,4.09,2.4,62.0,88.6,免费评估
34,约克大学The University of York,466.0,4.19,,,88.0,免费评估
35,阿斯顿大学Aston University,363.0,4.16,1.85,74.0,87.9,免费评估
36,斯特林大学University of Stirling,389.0,4.05,2.05,64.0,87.2,免费评估
37,萨塞克斯大学University of Sussex,397.0,4.3,2.7,42.0,87.2,免费评估
38,思克莱德大学University of Strathclyde,463.0,4.16,,60.0,86.6,免费评估
39,朴茨茅斯大学University of Portsmouth,294.0,3.87,2.4,64.0,85.9,免费评估
40,亚伯大学Aberystwyth University,315.0,3.71,2.3,66.0,85.8,免费评估
41,牛津布鲁克斯大学Oxford Brookes University,335.0,3.98,2.1,,85.7,免费评估
42,"伦敦大学伯克贝克学院Birkbeck, University Of London",,4.09,1.8,,85.3,免费评估
43,索尔福德大学University of Salford,326.0,3.86,2.0,64.0,84.8,免费评估
44,东英吉利大学University of East Anglia,,4.09,,64.0,84.4,免费评估
45,龙比亚大学Napier University,355.0,4.17,,,84.1,免费评估
46,班戈大学Bangor University,295.0,4.14,1.95,60.0,83.9,免费评估
47,诺丁汉特伦特大学Nottingham Trent University,301.0,3.85,2.05,60.0,83.5,免费评估
48,谢菲尔德哈莱姆大学Sheffield Hallam University,299.0,4.12,,62.0,82.6,免费评估
49,赫尔大学The University of Hull,305.0,4.18,,60.0,82.6,免费评估
50,罗汉普顿大学Roehampton University,306.0,4.16,1.6,,82.4,免费评估
51,威斯敏斯特大学University of Westminster,302.0,3.91,1.7,,81.7,免费评估
52,曼彻斯特城市大学Manchester Metropolitan University,338.0,3.81,1.8,52.0,81.6,免费评估
53,阿尔斯特大学University of Ulster,294.0,3.87,1.85,50.0,80.6,免费评估
54,考文垂大学Coventry University,252.0,4.18,,,80.6,免费评估
55,切斯特大学University of Chester,295.0,3.79,,,80.3,免费评估
56,利兹都会大学Leeds Metropolitan University,237.0,3.97,,,79.1,免费评估
