Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,UnitedStates,100.0,79.0,55.0,100.0,,295.0,免费评估
2,University of Michigan-Ann Arbor,UnitedStates,81.3,82.6,57.1,60.3,,229.3,免费评估
3,Indiana University Bloomington,UnitedStates,91.4,79.0,67.9,45.0,,228.4,免费评估
4,Vanderbilt University,UnitedStates,64.3,92.5,48.5,72.9,,220.4,免费评估
5,City University of Hong Kong,China-HongKong,79.4,87.1,88.4,32.4,,203.8,免费评估
6,University of Washington,UnitedStates,77.6,69.6,53.8,46.6,,203.2,免费评估
7,University of Utah,UnitedStates,66.1,76.5,47.2,56.1,,198.3,免费评估
8,Stanford University,UnitedStates,67.3,73.2,66.5,52.9,,197.1,免费评估
9,Columbia University,UnitedStates,64.3,74.6,43.1,56.7,,194.8,免费评估
10,University of Arizona,UnitedStates,74.2,78.3,64.7,37.4,,194.4,免费评估
11,"University of Maryland, College Park",UnitedStates,74.2,81.2,53.7,36.5,,193.8,免费评估
12,Wuhan University,China,94.7,69.0,68.0,8.4,,191.8,免费评估
13,University of Amsterdam,Netherlands,74.2,84.6,91.0,27.7,,190.5,免费评估
14,University of Illinois at Urbana-Champaign,UnitedStates,87.4,53.3,48.5,25.1,,187.7,免费评估
15,"University of Pittsburgh, Pittsburgh Campus",UnitedStates,69.6,68.2,60.9,42.6,,187.2,免费评估
16,The University of Texas at Austin,UnitedStates,74.5,79.6,54.4,30.2,,187.1,免费评估
16,University of North Carolina at Chapel Hill,UnitedStates,74.5,69.0,44.0,36.5,,187.1,免费评估
18,"University of Minnesota, Twin Cities",UnitedStates,64.6,80.4,61.7,41.8,,185.1,免费评估
19,University of Pennsylvania,UnitedStates,61.2,82.4,56.2,45.8,,184.3,免费评估
20,University of British Columbia,Canada,77.4,64.7,74.1,27.7,,183.5,免费评估
21,伍尔弗汉普顿大学University of Wolverhampton,UnitedKingdom,73.4,100.0,64.7,16.7,,183.4,免费评估
22,Arizona State University,UnitedStates,68.7,81.9,66.7,32.4,,183.1,免费评估
23,The University of New South Wales,Australia,68.4,78.0,78.3,33.4,,182.9,免费评估
24,Nanyang Technological University,Singapore,79.1,63.9,77.3,23.7,,182.0,免费评估
24,University of Montreal,Canada,71.5,88.7,81.9,22.1,,182.0,免费评估
26,Pennsylvania State University - University Park,UnitedStates,75.0,62.7,58.8,31.3,,181.1,免费评估
27,McGill University,Canada,66.7,69.0,81.1,38.3,,181.0,免费评估
28,The University of Texas Health Science Center at Houston,UnitedStates,46.1,93.5,49.1,57.9,,178.8,免费评估
29,National University of Singapore,Singapore,73.2,64.7,98.8,26.4,,178.4,免费评估
30,The Ohio State University - Columbus,UnitedStates,68.4,68.0,44.4,36.5,,177.6,免费评估
31,Cornell University,UnitedStates,58.9,83.8,47.1,42.6,,177.5,免费评估
32,Georgia State University,UnitedStates,65.5,78.5,77.3,31.3,,176.5,免费评估
33,University of Wisconsin - Madison,UnitedStates,64.6,84.3,63.7,30.2,,175.6,免费评估
34,Northwestern University,UnitedStates,54.7,91.0,47.2,42.6,,174.9,免费评估
35,KU Leuven,Belgium,74.5,67.6,92.2,18.7,,173.5,免费评估
36,University of Granada,Spain,80.6,67.8,60.9,11.8,,172.7,免费评估
37,University of Toronto,Canada,71.8,61.2,59.8,26.4,,170.8,免费评估
38,Georgia Institute of Technology,UnitedStates,60.8,88.7,81.5,26.4,,170.2,免费评估
39,University of Illinois at Chicago,UnitedStates,63.4,64.1,64.9,36.5,,170.0,免费评估
40,谢菲尔德大学The University of Sheffield,UnitedKingdom,72.4,67.6,70.7,20.5,,169.9,免费评估
41,University of Wisconsin-Milwaukee,UnitedStates,70.2,67.3,59.5,23.7,,168.5,免费评估
42,Indiana University-Purdue University at Indianapolis,UnitedStates,51.7,78.6,33.9,48.0,,168.3,免费评估
43,New York University,UnitedStates,55.1,88.6,72.4,32.4,,166.5,免费评估
44,Massachusetts Institute of Technology (MIT),UnitedStates,54.3,78.1,72.2,38.3,,166.1,免费评估
45,Michigan State University,UnitedStates,66.1,85.4,62.2,16.7,,164.8,免费评估
46,Johns Hopkins University,UnitedStates,55.1,73.5,61.0,39.2,,164.7,免费评估
47,University of Arkansas at Fayetteville,UnitedStates,52.9,82.9,62.1,35.5,,162.5,免费评估
48,University of Southern California,UnitedStates,52.1,99.2,56.6,29.0,,162.4,免费评估
49,"University of California, Los Angeles",UnitedStates,58.9,58.5,47.1,40.1,,162.3,免费评估
50,Leiden University,Netherlands,63.1,99.8,81.1,8.4,,161.0,免费评估
