Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,拉夫堡大学Loughborough University,86,0.9,362.0,69.0,100.0,免费评估
2,谢菲尔德大学The University of Sheffield,83,1.3,329.0,70.0,98.4,免费评估
3,布莱顿大学University of Brighton,85,0.6,,36.0,88.2,免费评估
4,亚伯大学Aberystwyth University,80,0.7,,39.0,86.4,免费评估
5,利兹大学University of Leeds,78,,325.0,65.0,84.3,免费评估
6,诺桑比亚大学Northumbria University,73,0.2,288.0,80.0,82.0,免费评估
7,利物浦约翰摩尔斯大学Liverpool John Moores University,73,0.4,,41.0,78.3,免费评估
8,伦敦南岸大学London South Bank University,73,0.2,,41.0,76.6,免费评估
9,曼彻斯特城市大学Manchester Metropolitan University,71,0.2,,,,免费评估
