Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,Princeton University,United States,94.0,85.5,95.6,99.4,98.3,95.8,免费评估
2,California Institute of Technology,United States,92.4,81.2,98.1,99.4,97.3,95.7,免费评估
3,剑桥大学University of Cambridge,United Kingdom,90.1,90.6,99.5,97.0,67.4,94.6,免费评估
3,Stanford University,United States,95.2,83.5,92.2,99.9,74.1,94.6,免费评估
5,Harvard University,United States,89.9,79.0,98.7,99.3,66.6,94.2,免费评估
5,Massachusetts Institute of Technology,United States,91.4,86.3,95.1,99.0,72.9,94.2,免费评估
7,牛津大学University of Oxford,United Kingdom,89.0,93.3,97.5,96.3,72.5,93.8,免费评估
8,ETH Zurich,Switzerland,87.8,97.1,95.8,95.2,53.6,92.4,免费评估
9,"University of California, Berkeley",United States,84.5,69.8,92.4,99.7,83.2,90.8,免费评估
10,University of Chicago,United States,81.0,84.0,94.2,97.7,40.5,89.7,免费评估
11,帝国理工学院Imperial College London,United Kingdom,85.6,92.3,89.9,94.4,43.2,89.3,免费评估
12,Yale University,United States,84.5,74.3,86.2,99.1,35.5,88.1,免费评估
13,"University of California, Los Angeles",United States,80.6,81.5,89.8,95.0,42.0,87.3,免费评估
14,Columbia University,United States,84.1,83.0,78.5,99.0,42.4,86.7,免费评估
15,Cornell University,United States,79.6,79.6,85.4,95.3,39.4,85.7,免费评估
16,École Polytechnique Fédérale de Lausanne,Switzerland,75.8,97.5,79.0,95.7,69.8,85.1,免费评估
17,Peking University,China,91.4,36.2,93.6,82.9,84.0,84.7,免费评估
18,Paris Sciences et Lettres – PSL Research University Paris,France,86.5,76.0,79.6,88.9,55.5,83.9,免费评估
19,National University of Singapore,Singapore,79.3,94.1,87.6,84.4,51.7,83.8,免费评估
20,Tsinghua University,China,88.2,39.1,96.8,77.1,74.9,82.6,免费评估
21,LMU Munich,Germany,73.1,64.3,78.8,93.3,67.8,81.0,免费评估
21,University of Michigan-Ann Arbor,United States,71.6,79.2,82.6,90.7,37.6,81.0,免费评估
23,University of Washington,United States,67.9,71.7,76.7,97.8,60.8,80.9,免费评估
24,École Polytechnique,France,82.4,81.9,76.1,83.0,47.1,79.9,免费评估
25,University of Toronto,Canada,69.4,92.7,73.3,93.2,32.7,79.6,免费评估
26,Technical University of Munich,Germany,72.6,65.6,79.5,84.9,93.0,78.8,免费评估
27,Northwestern University,United States,60.6,74.3,73.4,99.5,47.9,78.4,免费评估
28,"University of California, Santa Barbara",United States,50.3,70.4,78.1,99.4,100.0,77.9,免费评估
29,The University of Tokyo,Japan,89.3,37.8,91.3,67.3,66.7,77.7,免费评估
30,"University of California, San Diego",United States,61.7,67.7,71.1,95.4,88.6,77.2,免费评估
31,Johns Hopkins University,United States,57.4,79.1,72.0,96.9,62.5,77.0,免费评估
32,Heidelberg University,Germany,70.6,64.2,62.1,95.5,45.7,75.9,免费评估
33,伦敦大学学院University College London,United Kingdom,59.3,93.0,63.9,95.4,47.1,75.4,免费评估
34,University of Illinois at Urbana-Champaign,United States,61.1,60.7,71.7,92.1,48.0,74.5,免费评估
34,University of Wisconsin-Madison,United States,58.8,71.2,70.4,93.3,40.4,74.5,免费评估
36,University of Texas at Austin,United States,54.0,45.6,76.1,96.8,47.7,74.3,免费评估
37,University of Colorado Boulder,United States,60.1,58.2,67.3,95.3,59.7,74.2,免费评估
37,University of Pennsylvania,United States,61.0,75.2,60.4,96.2,59.0,74.2,免费评估
39,Australian National University,Australia,53.2,97.0,65.6,91.6,59.1,73.5,免费评估
40,爱丁堡大学The University of Edinburgh,United Kingdom,54.7,92.4,59.9,96.0,50.7,73.3,免费评估
41,"Nanyang Technological University, Singapore",Singapore,53.6,90.7,63.6,90.1,100.0,73.1,免费评估
42,Sorbonne University,France,71.6,69.7,62.0,82.6,32.2,71.6,免费评估
43,Duke University,United States,60.0,77.6,56.3,92.1,60.0,71.5,免费评估
44,New York University,United States,50.1,82.3,61.2,95.3,50.5,71.4,免费评估
45,曼彻斯特大学The University of Manchester,United Kingdom,57.5,85.0,67.4,84.1,45.7,71.3,免费评估
