Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
45,Moscow Institute of Physics and Technology (MIPT),Russian Federation,85.4,65.3,80.8,52.1,100.0,71.3,免费评估
45,University of Science and Technology of China,China,78.0,27.2,76.1,73.2,48.9,71.3,免费评估
48,Georgia Institute of Technology,United States,49.3,78.2,63.0,95.0,42.7,71.1,免费评估
49,The Hong Kong University of Science and Technology,Hong Kong,49.7,94.7,56.0,91.2,80.6,70.1,免费评估
50,Penn State (Main campus),United States,52.1,63.4,65.5,87.9,52.3,69.2,免费评估
51,University of British Columbia,Canada,52.2,92.0,55.3,90.2,41.8,69.1,免费评估
52,Delft University of Technology,Netherlands,56.2,85.8,69.1,72.9,100.0,68.9,免费评估
53,Carnegie Mellon University,United States,47.4,78.4,54.6,96.5,31.3,68.5,免费评估
54,University of Bonn,Germany,56.7,58.2,59.9,88.7,36.1,68.4,免费评估
55,University of Hong Kong,Hong Kong,54.1,97.6,64.0,76.0,37.3,67.3,免费评估
55,"University of Maryland, College Park",United States,45.4,42.4,61.4,96.3,40.3,67.3,免费评估
55,Rice University,United States,47.7,80.6,44.4,99.1,50.9,67.3,免费评估
58,Wageningen University & Research,Netherlands,39.0,75.6,50.1,98.3,100.0,67.1,免费评估
59,Humboldt University of Berlin,Germany,62.5,66.4,52.3,83.9,44.4,67.0,免费评估
60,McGill University,Canada,55.8,90.3,54.6,81.4,30.3,66.4,免费评估
61,Kyoto University,Japan,77.4,30.8,83.8,52.3,50.7,66.2,免费评估
62,University of Arizona,United States,48.6,54.4,64.2,82.5,84.8,66.1,免费评估
63,RWTH Aachen University,Germany,56.4,53.6,57.4,80.8,75.5,65.5,免费评估
64,"University of California, Davis",United States,47.6,74.6,51.6,89.4,45.2,65.3,免费评估
65,Fudan University,China,55.5,27.7,60.2,83.9,70.5,65.0,免费评估
66,布里斯托大学University of Bristol,United Kingdom,44.3,78.2,47.9,92.9,40.6,64.7,免费评估
67,"University of California, Irvine",United States,41.2,82.1,43.2,96.7,53.9,64.6,免费评估
68,University of Melbourne,Australia,42.7,89.8,55.1,82.3,74.7,64.3,免费评估
69,Karlsruhe Institute of Technology,Germany,47.3,57.0,61.2,79.4,71.8,63.7,免费评估
70,University of Göttingen,Germany,51.1,64.1,43.8,89.7,30.9,63.1,免费评估
71,Scuola Normale Superiore di Pisa,Italy,57.2,51.8,35.5,93.5,35.5,63.0,免费评估
72,University of Paris,France,42.7,75.5,47.3,90.1,36.6,62.9,免费评估
72,Utrecht University,Netherlands,43.2,64.8,40.6,95.3,64.5,62.9,免费评估
74,Chinese University of Hong Kong,Hong Kong,43.7,96.2,40.4,89.4,39.3,62.6,免费评估
74,Lund University,Sweden,34.4,92.9,47.9,87.2,99.9,62.6,免费评估
76,École Normale Supérieure de Lyon,France,57.4,64.0,46.6,78.1,68.1,62.4,免费评估
77,"University of California, Santa Cruz",United States,35.2,66.9,43.8,99.1,35.4,62.3,免费评估
78,Leiden University,Netherlands,42.1,75.1,40.1,90.9,85.6,62.2,免费评估
79,杜伦大学Durham University,United Kingdom,43.3,77.4,44.0,88.5,42.4,61.8,免费评估
80,Brown University,United States,44.1,73.9,35.2,95.7,33.1,61.7,免费评估
81,University of Groningen,Netherlands,37.6,81.0,43.8,89.0,73.9,61.5,免费评估
81,Lomonosov Moscow State University,Russian Federation,85.7,62.5,90.6,16.8,98.5,61.5,免费评估
81,南安普顿大学University of Southampton,United Kingdom,40.7,85.5,49.2,84.1,35.8,61.5,免费评估
81,华威大学The University of Warwick,United Kingdom,47.5,85.5,48.7,78.9,41.3,61.5,免费评估
85,Michigan State University,United States,39.5,78.6,52.0,84.3,32.1,61.4,免费评估
86,KU Leuven,Belgium,46.5,75.1,57.9,69.9,100.0,61.3,免费评估
87,Nanjing University,China,56.2,47.8,56.6,68.6,98.4,61.1,免费评估
88,University of Copenhagen,Denmark,39.2,91.4,33.6,94.1,50.0,61.0,免费评估
89,Paris-Sud University,France,53.1,65.1,51.5,75.2,30.6,60.7,免费评估
89,Seoul National University,South Korea,65.7,29.8,63.1,59.7,85.3,60.7,免费评估
91,University of Bern,Switzerland,36.3,95.9,30.1,93.2,89.7,60.3,免费评估
92,University of Freiburg,Germany,38.2,62.0,40.3,89.6,100.0,60.1,免费评估
93,University of Hawai’i at Mānoa,United States,31.5,75.3,43.6,89.3,96.0,60.0,免费评估
94,University of Geneva,Switzerland,32.5,98.9,32.1,94.8,55.5,59.8,免费评估
95,Monash University,Australia,38.2,85.9,39.7,87.4,51.7,59.7,免费评估
96,Korea Advanced Institute of Science and Technology (KAIST),South Korea,56.0,25.8,62.7,64.5,100.0,59.6,免费评估
96,Stockholm University,Sweden,31.4,80.6,36.6,97.2,32.6,59.6,免费评估
98,Sungkyunkwan University (SKKU),South Korea,43.4,41.6,51.6,79.4,99.8,59.5,免费评估
98,UNSW Sydney,Australia,37.8,89.7,48.2,78.9,61.1,59.5,免费评估
100,City University of Hong Kong,Hong Kong,36.5,98.8,37.8,83.0,100.0,59.4,免费评估
