Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,573,4.57,3.62,76.0,100.0,免费评估
2,巴斯大学University of Bath,515,4.47,3.41,78.0,98.1,免费评估
3,剑桥大学University of Cambridge,518,4.17,3.51,79.0,97.3,免费评估
4,圣安德鲁斯大学University of St Andrews,538,4.02,3.29,79.0,96.6,免费评估
5,伦敦大学学院University College London,503,4.0,3.3,79.0,95.9,免费评估
6,杜伦大学Durham University,497,4.12,3.04,79.0,95.4,免费评估
7,伯明翰大学University of Birmingham,424,3.91,3.41,83.0,94.0,免费评估
8,埃克塞特大学University of Exeter,477,4.01,3.22,74.0,93.8,免费评估
9,肯特大学University of Kent,408,4.1,2.96,84.0,93.6,免费评估
10,拉夫堡大学Loughborough University,398,4.26,3.24,79.0,93.6,免费评估
11,萨塞克斯大学University of Sussex,386,3.99,3.36,84.0,92.9,免费评估
12,约克大学The University of York,435,4.28,3.46,68.0,92.8,免费评估
13,布里斯托大学University of Bristol,476,4.04,3.2,63.0,91.9,免费评估
14,爱丁堡大学The University of Edinburgh,509,3.72,3.35,62.0,91.8,免费评估
15,格拉斯哥大学University of Glasgow,397,3.91,3.21,75.0,91.5,免费评估
16,纽卡斯尔大学Newcastle University,415,4.14,3.37,67.0,91.4,免费评估
17,诺丁汉大学University of Nottingham,437,3.97,3.19,70.0,91.3,免费评估
18,利兹大学University of Leeds,428,3.96,3.07,71.0,91.0,免费评估
19,萨里大学University of Surrey,433,4.02,2.86,73.0,90.9,免费评估
20,阿伯丁大学University of Aberdeen,415,4.1,3.23,67.0,90.8,免费评估
21,Cardiff,419,4.1,3.52,62.0,90.8,免费评估
22,南安普顿大学University of Southampton,396,4.01,3.21,70.0,90.8,免费评估
23,伦敦大学皇家霍洛威学院Royal Holloway University of London,436,4.09,3.44,62.0,90.6,免费评估
24,斯旺西大学Swansea University,333,4.11,3.18,78.0,90.5,免费评估
25,华威大学The University of Warwick,428,3.96,3.29,63.0,90.1,免费评估
26,兰卡斯特大学Lancaster University,391,3.96,3.02,71.0,90.1,免费评估
27,莱斯特大学University of Leicester,378,4.24,3.06,68.0,89.9,免费评估
28,曼彻斯特大学The University of Manchester,414,3.91,3.23,61.0,89.1,免费评估
29,班戈大学Bangor University,340,4.28,3.28,67.0,89.0,免费评估
30,思克莱德大学University of Strathclyde,475,4.29,2.8,49.0,88.9,免费评估
31,东英吉利大学University of East Anglia,395,4.25,3.1,58.0,88.8,免费评估
32,英国女王大学Queen's University Belfast,376,4.17,2.99,60.0,88.6,免费评估
33,阿伯泰邓迪大学University of Abertay Dundee,410,4.18,2.73,62.0,88.3,免费评估
34,邓迪大学University of Dundee,369,4.38,3.18,59.0,88.2,免费评估
35,阿斯顿大学Aston University,343,3.99,3.37,65.0,87.9,免费评估
36,谢菲尔德大学The University of Sheffield,397,3.71,3.19,63.0,87.9,免费评估
37,埃塞克斯大学University of Essex,318,4.25,3.3,62.0,87.7,免费评估
38,赫瑞瓦特大学Heriot Watt University,376,3.97,2.71,62.0,87.3,免费评估
39,Lincoln,340,4.45,2.36,68.0,87.2,免费评估
40,雷丁大学University of Reading,394,3.93,3.05,54.0,87.1,免费评估
41,斯特林大学University of Stirling,386,3.97,3.27,54.0,87.0,免费评估
42,伦敦大学金史密斯学院Goldsmiths University of London,340,4.1,2.98,57.0,86.8,免费评估
43,德蒙福特大学De Montfort University,284,4.37,2.55,69.0,85.9,免费评估
44,"伦敦大学伯克贝克学院Birkbeck, University Of London",280,3.98,3.45,60.0,85.8,免费评估
45,考文垂大学Coventry University,332,3.89,2.69,71.0,85.8,免费评估
46,白金汉大学The University of Buckingham,320,4.59,,75.0,85.7,免费评估
47,朴茨茅斯大学University of Portsmouth,331,4.13,2.8,58.0,85.7,免费评估
