Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,思克莱德大学University of Strathclyde,83.5%,78.7%,52.2%,217,92.9%,100.0,免费评估
2,南安普顿大学University of Southampton,83.2%,81.7%,65.7%,152,97.8%,97.2,免费评估
3,伦敦大学学院University College London,74.5%,84.3%,48.4%,187,93.5%*,95.6,免费评估
4,曼彻斯特大学The University of Manchester,83.2%,78.8%,57.1%,157,95.0%,95.5,免费评估
4,利兹大学University of Leeds,86.2%,91.3%,31.7%,160,100.0%,95.5,免费评估
6,兰卡斯特大学Lancaster University,84.1%,86.6%,55.2%,161,87.5%,95.1,免费评估
7,剑桥大学University of Cambridge,,,,242,84.0%,94.7,免费评估
8,卡迪夫大学Cardiff University,86.1%,85.1%,36.8%,155,97.5%,94.5,免费评估
9,东英吉利大学University of East Anglia,86.4%,87.7%,24.9%,168,96.2%,94.2,免费评估
10,邓迪大学University of Dundee,79.3%,75.9%,31.3%,188,95.5%,94.0,免费评估
11,利物浦大学The University of Liverpool,91.9%,92.6%,35.3%,133,94.9%,93.9,免费评估
12,埃克塞特大学University of Exeter,82.9%,79.0%,41.1%,174,87.8%,93.4,免费评估
13,阿斯顿大学Aston University,82.7%,81.0%,39.1%,147,98.7%,93.2,免费评估
14,伯明翰大学University of Birmingham,87.0%,86.2%,31.5%,166,87.9%,93.1,免费评估
15,雷丁大学University of Reading,80.3%,78.9%,42.3%,171,85.7%,92.2,免费评估
16,纽卡斯尔大学Newcastle University,77.2%,78.9%,47.8%,168,84.9%,91.9,免费评估
17,牛津布鲁克斯大学Oxford Brookes University,94.9%,93.2%,3.0%,143,97.4%,91.7,免费评估
18,伦敦城市大学City University London,89.6%,86.4%,20.5%,145,94.2%,91.6,免费评估
19,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,84.9%,86.4%,8.1%,183,88.4%,91.3,免费评估
20,罗伯特高登大学The Robert Gordon University,92.1%,93.9%,4.9%,163,87.5%,91.2,免费评估
21,斯旺西大学Swansea University,72.0%,70.4%,44.7%,142,100.0%,90.2,免费评估
22,萨里大学University of Surrey,77.4%,84.3%,37.5%,157,83.5%,89.8,免费评估
22,西苏格兰大学University of the West of Scotland,86.2%,84.3%,29.0%,143,85.7%,89.8,免费评估
22,谢菲尔德大学The University of Sheffield,76.3%,79.8%,38.3%,154,87.5%,89.8,免费评估
25,华威大学The University of Warwick,81.6%,85.0%,25.3%,162,82.9%,89.6,免费评估
26,普利茅斯大学University of Plymouth,84.8%,81.2%,9.5%,150,96.1%,89.5,免费评估
27,伯明翰城市大学Birmingham City University,90.4%,86.7%,1.5%,142,95.5%,89.4,免费评估
28,蒂赛德大学Teesside University,91.8%,91.0%,2.4%,147,87.5%,89.0,免费评估
29,赫尔大学The University of Hull,85.3%,77.9%,16.7%,,88.9%,88.6,免费评估
30,伦敦大学玛丽女王学院Queen Mary University of London,75.7%,76.5%,48.3%,144,,88.4,免费评估
31,伦敦国王学院King's College London,77.8%,74.3%,34.6%,154,,88.3,免费评估
32,北安普顿大学The University of Northampton,91.3%,88.4%,1.6%,136,90.6%,88.1,免费评估
33,金斯顿大学Kingston University,77.9%,78.9%,2.6%,,100.0%*,88.0,免费评估
34,南威尔士大学The University of South Wales,84.2%,80.7%,2.2%,149,94.0%,87.8,免费评估
35,阿尔斯特大学University of Ulster,84.8%,84.3%,27.7%,138,79.2%,87.4,免费评估
36,桑德兰大学University of Sunderland,75.5%,72.8%,7.5%,,100.0%,86.9,免费评估
37,朴茨茅斯大学University of Portsmouth,85.8%,83.3%,24.3%,135,78.3%,86.6,免费评估
37,贝德福德大学University of Bedfordshire,82.6%,75.4%,25.1%,109*,96.2%,86.6,免费评估
39,西英格兰大学University of the West of England,86.5%,86.4%,8.2%,134,85.4%,86.5,免费评估
39,曼彻斯特城市大学Manchester Metropolitan University,81.9%,79.5%,12.0%,168,76.9%,86.5,免费评估
41,哈德斯菲尔德大学University of Huddersfield,82.8%,78.8%,13.2%,133,90.2%,86.4,免费评估
42,德蒙福特大学De Montfort University,86.5%,85.9%,13.0%,122,87.1%,86.3,免费评估
43,伦敦都市大学London Metropolitan University,80.3%,80.3%,5.2%,,90.0%*,86.2,免费评估
43,德比大学University of Derby,89.3%,84.0%,7.3%,133,83.6%,86.2,免费评估
45,布拉德福德大学University of Bradford,81.3%,79.7%,9.5%,135,89.6%,85.8,免费评估
46,谢菲尔德哈莱姆大学Sheffield Hallam University,88.0%,86.9%,3.7%,134,82.8%,85.7,免费评估
46,伦敦南岸大学London South Bank University,82.7%,76.4%,13.7%,125,91.1%,85.7,免费评估
48,University of Lincoln,82.1%,81.0%,22.6%,132,78.8%,85.2,免费评估
49,伍尔弗汉普顿大学University of Wolverhampton,69.8%,67.5%,11.0%,138,100.0%,84.6,免费评估
49,卡迪夫都市大学Cardiff Metropolitan University,88.5%,84.8%,3.6%,136,77.8%,84.6,免费评估
51,考文垂大学Coventry University,83.6%,85.7%,4.5%,129,83.4%,84.4,免费评估
52,伍斯特大学University of Worcester,92.4%,85.7%,2.6%,122,78.3%,84.2,免费评估
52,赫特福德大学University of Hertfordshire,84.0%,82.8%,4.0%,126,85.4%,84.2,免费评估
52,剑桥安鲁大学Anglia Ruskin University,87.6%,85.5%,3.1%,112,86.6%,84.2,免费评估
52,格林威治大学The University of Greenwich,83.3%,79.7%,2.2%,135,84.7%,84.2,免费评估
56,诺桑比亚大学Northumbria University,68.5%,64.9%,14.0%,157,90.0%,84.1,免费评估
57,布莱顿大学University of Brighton,88.8%,85.4%,4.8%,131,75.5%,84.0,免费评估
58,利物浦约翰摩尔斯大学Liverpool John Moores University,79.7%,80.0%,6.0%,144,80.5%,83.8,免费评估
59,诺丁汉大学University of Nottingham,86.1%,75.6%,31.4%,144,60.0%,83.7,免费评估
59,伯恩茅斯大学Bournemouth University,79.1%,73.2%,4.7%,136,88.1%,83.7,免费评估
61,索尔福德大学University of Salford,84.8%,83.0%,3.8%,137,76.0%,83.4,免费评估
61,中央兰开夏大学University of Central Lancashire,84.9%,81.6%,8.3%,128,77.8%,83.4,免费评估
63,玛格丽特女王大学Queen Margaret University,75.0%,69.2%,6.7%,155,83.1%,83.3,免费评估
64,布鲁内尔大学Brunel University,54.8%,65.1%,18.2%,163,94.4%,83.2,免费评估
65,约克圣约翰大学York St John University,80.2%,80.0%,1.9%,132,84.1%,83.1,免费评估
66,班戈大学Bangor University,78.3%,77.8%,34.7%,133,64.6%,82.7,免费评估
67,Wrexham Glyndŵr University,80.8%,75.7%,3.6%,129*,83.8%,82.6,免费评估
68,"特威克南圣玛丽大学St Mary's, Twickenham",72.8%,75.3%,4.8%,138,86.0%,82.3,免费评估
69,坎特伯雷大学Canterbury Christ Church University,72.9%,66.4%,2.2%,121,90.4%,80.4,免费评估
70,利兹贝克特大学Leeds Beckett University,82.7%,83.1%,3.5%,107,76.7%,80.3,免费评估
71,Plymouth Marjon University,85.1%,75.2%,,129,69.2%,79.9,免费评估
72,斯塔福德郡大学Staffordshire University,85.3%,86.5%,,100,75.0%,79.8,免费评估
73,埃塞克斯大学University of Essex,84.4%,85.1%,,103,73.6%,79.4,免费评估
74,哥比亚大学University of Cumbria,59.7%,61.0%,0.7%,132,94.0%,78.6,免费评估
75,米德塞斯大学Middlesex University,67.3%,67.6%,10.0%,119,79.7%,77.9,免费评估
76,切斯特大学University of Chester,76.1%,73.8%,12.0%,108,70.7%,77.8,免费评估
77,东伦敦大学University of East London,81.2%,81.8%,7.6%,110,62.3%,77.5,免费评估
78,威斯敏斯特大学University of Westminster,74.0%,70.5%,21.2%,116,57.1%,76.1,免费评估
79,University of Wales Trinity St David,81.1%,75.3%,,117*,57.6%,75.5,免费评估
79,纽曼大学Newman University,77.6%,77.3%,,120,58.9%,75.5,免费评估
