Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Princeton University,UnitedStates,60.0,90.0,64.6,100.0,100.0,362.9,免费评估
2,Sorbonne University,France,94.1,75.6,71.2,95.7,32.2,311.8,免费评估
3,New York University,UnitedStates,53.3,94.4,68.2,70.7,74.3,306.3,免费评估
4,Stanford University,UnitedStates,60.5,93.1,61.0,86.6,52.5,304.9,免费评估
5,University of Paris-Sud (Paris 11),France,66.8,71.9,69.5,72.6,74.3,299.5,免费评估
6,牛津大学University of Oxford,UnitedKingdom,71.1,77.8,73.3,70.7,58.7,293.0,免费评估
7,Massachusetts Institute of Technology (MIT),UnitedStates,72.2,86.4,65.2,85.0,32.2,288.8,免费评估
8,剑桥大学University of Cambridge,UnitedKingdom,60.4,85.0,75.7,74.5,52.5,287.6,免费评估
9,"University of California, Los Angeles",UnitedStates,58.1,85.0,66.3,76.4,45.5,278.3,免费评估
10,华威大学The University of Warwick,UnitedKingdom,57.8,77.8,78.3,62.4,52.5,266.1,免费评估
11,"University of California, Berkeley",UnitedStates,65.6,84.2,62.5,76.4,26.3,264.9,免费评估
12,Harvard University,UnitedStates,44.5,85.2,63.7,79.9,37.1,259.6,免费评估
13,University of Wisconsin - Madison,UnitedStates,52.1,83.7,68.0,70.7,37.1,257.3,免费评估
14,The University of Texas at Austin,UnitedStates,57.9,84.6,64.8,50.0,45.5,251.0,免费评估
15,Stony Brook University,UnitedStates,40.9,79.9,65.7,62.4,52.5,248.8,免费评估
16,"Rutgers, The State University of New Jersey - New Brunswick",UnitedStates,58.2,78.4,74.3,50.0,37.1,238.5,免费评估
17,University of Chicago,UnitedStates,52.4,89.6,65.7,81.6,0.0,236.8,免费评估
18,帝国理工学院Imperial College London,UnitedKingdom,61.6,85.3,80.6,64.5,0.0,227.5,免费评估
19,Columbia University,UnitedStates,50.2,91.5,64.8,70.7,0.0,225.4,免费评估
20,Kyoto University,Japan,60.4,68.6,59.2,57.7,26.3,224.8,免费评估
21,The Hebrew University of Jerusalem,Israel,48.7,65.7,78.0,62.4,32.2,224.5,免费评估
22,Swiss Federal Institute of Technology Zurich,Switzerland,65.2,77.6,80.8,62.4,0.0,221.3,免费评估
23,KTH Royal Institute of Technology,Sweden,41.9,73.7,79.0,44.1,45.5,221.0,免费评估
24,"University of California, San Diego",UnitedStates,51.3,77.7,67.7,50.0,26.3,218.8,免费评估
25,University of Illinois at Urbana-Champaign,UnitedStates,65.1,67.8,68.7,44.1,26.3,217.1,免费评估
26,爱丁堡大学The University of Edinburgh,UnitedKingdom,47.2,82.7,76.1,37.3,32.2,214.6,免费评估
27,Ecole Normale Superieure - Lyon,France,35.5,76.8,69.9,55.3,32.2,213.7,免费评估
28,Paris Dauphine University (Paris 9),France,40.0,85.1,70.5,37.3,37.1,213.6,免费评估
29,University Paris Diderot - Paris 7,France,64.6,75.7,72.8,57.7,0.0,212.6,免费评估
30,University of Bonn,Germany,56.2,78.9,73.2,60.1,0.0,209.9,免费评估
31,King Abdulaziz University,SaudiArabia,100.0,90.7,93.9,0.0,0.0,209.5,免费评估
32,Ecole Normale Superieure - Paris,France,40.7,92.1,77.8,57.7,0.0,206.2,免费评估
33,Texas A&M University,UnitedStates,59.8,80.4,70.5,47.1,0.0,201.5,免费评估
34,Swiss Federal Institute of Technology Lausanne,Switzerland,54.7,79.9,84.2,50.0,0.0,201.4,免费评估
35,"University of Minnesota, Twin Cities",UnitedStates,57.3,84.4,61.5,47.1,0.0,201.2,免费评估
36,Northwestern University,UnitedStates,38.8,83.8,58.2,66.7,0.0,200.9,免费评估
37,Rice University,UnitedStates,40.5,92.1,64.3,55.3,0.0,200.7,免费评估
38,University of Michigan-Ann Arbor,UnitedStates,62.0,71.0,60.2,55.3,0.0,200.3,免费评估
39,University of Vienna,Austria,64.8,76.4,77.8,40.8,0.0,197.5,免费评估
40,University of Toronto,Canada,56.7,69.6,77.6,55.3,0.0,197.1,免费评估
41,University of British Columbia,Canada,55.0,78.0,82.1,44.1,0.0,193.5,免费评估
42,Brown University,UnitedStates,46.9,83.7,64.0,50.0,0.0,193.4,免费评估
42,Paul Sabatier University (Toulouse 3),France,50.3,75.8,73.1,52.7,0.0,193.4,免费评估
44,Peking University,China,63.6,74.2,56.0,44.1,0.0,193.1,免费评估
45,Georgia Institute of Technology,UnitedStates,56.9,77.0,69.3,44.1,0.0,191.8,免费评估
46,"University of California, Irvine",UnitedStates,43.2,79.3,68.0,55.3,0.0,191.4,免费评估
47,University of Washington,UnitedStates,48.4,79.7,65.6,50.0,0.0,191.3,免费评估
48,University of Zurich,Switzerland,38.3,83.6,80.0,52.7,0.0,190.6,免费评估
49,National University of Singapore,Singapore,49.3,73.0,87.7,50.0,0.0,189.8,免费评估
50,The Ohio State University - Columbus,UnitedStates,50.0,75.0,65.1,50.0,0.0,188.1,免费评估
