Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,思克莱德大学University of Strathclyde,215.0,3.94,3.28,95.0,100.0,免费评估
2,诺丁汉大学University of Nottingham,174.0,4.18,3.42,99.0,98.5,免费评估
3,格拉斯哥大学University of Glasgow,208.0,4.01,3.2,90.0,98.4,免费评估
4,英国女王大学Queen's University Belfast,163.0,4.25,3.36,99.0,98.2,免费评估
5,布里斯托大学University of Bristol,175.0,4.66,3.15,88.0,97.6,免费评估
6,阿尔斯特大学University of Ulster,153.0,4.49,3.24,100.0,97.4,免费评估
7,东英吉利大学University of East Anglia,164.0,4.23,3.32,99.0,97.3,免费评估
8,伦敦大学学院University College London,176.0,3.88,3.34,96.0,97.2,免费评估
9,巴斯大学University of Bath,161.0,4.08,3.41,97.0,97.1,免费评估
10,卡迪夫大学Cardiff University,164.0,4.14,3.42,98.0,97.0,免费评估
11,罗伯特高登大学The Robert Gordon University,187.0,4.17,2.85,100.0,96.3,免费评估
12,曼彻斯特大学The University of Manchester,163.0,3.95,3.38,94.0,96.3,免费评估
13,邓迪大学University of Dundee,,4.13,3.5,90.0,95.8,免费评估
14,伦敦国王学院King's College London,159.0,4.03,3.31,93.0,95.6,免费评估
15,伯明翰大学University of Birmingham,155.0,4.35,3.29,,95.5,免费评估
16,基尔大学Keele University,147.0,4.36,3.3,98.0,95.5,免费评估
17,阿斯顿大学Aston University,136.0,4.26,3.37,98.0,95.2,免费评估
18,南安普顿大学University of Southampton,,4.3,3.47,82.0,95.1,免费评估
19,利兹大学University of Leeds,161.0,4.16,3.19,88.0,94.8,免费评估
20,雷丁大学University of Reading,132.0,4.07,2.98,100.0,93.9,免费评估
21,阿伯丁大学University of Aberdeen,179.0,4.2,3.11,75.0,93.8,免费评估
22,利物浦大学The University of Liverpool,153.0,4.44,3.09,83.0,93.7,免费评估
23,萨塞克斯大学University of Sussex,143.0,4.25,3.17,,92.8,免费评估
24,哈德斯菲尔德大学University of Huddersfield,132.0,4.24,2.85,98.0,92.7,免费评估
25,梅德韦药学院Medway School of Pharmacy,129.0,3.99,2.9,95.0,92.6,免费评估
26,朴茨茅斯大学University of Portsmouth,123.0,3.83,3.12,94.0,92.0,免费评估
27,布莱顿大学University of Brighton,128.0,3.94,3.17,98.0,91.8,免费评估
28,利物浦约翰摩尔斯大学Liverpool John Moores University,138.0,4.06,2.75,97.0,91.5,免费评估
29,中央兰开夏大学University of Central Lancashire,147.0,3.73,2.63,99.0,91.4,免费评估
30,布拉德福德大学University of Bradford,131.0,3.64,3.22,96.0,91.3,免费评估
31,赫特福德大学University of Hertfordshire,115.0,4.26,2.79,95.0,90.5,免费评估
32,德蒙福特大学De Montfort University,117.0,3.99,2.58,98.0,90.0,免费评估
33,伍尔弗汉普顿大学University of Wolverhampton,135.0,3.89,2.54,93.0,90.0,免费评估
34,桑德兰大学University of Sunderland,132.0,3.74,2.54,97.0,89.7,免费评估
35,考文垂大学Coventry University,113.0,4.15,3.14,84.0,89.0,免费评估
36,Lincoln,118.0,3.69,3.11,,88.9,免费评估
37,金斯顿大学Kingston University,116.0,4.12,2.82,85.0,88.1,免费评估
38,威斯敏斯特大学University of Westminster,111.0,4.63,,,85.5,免费评估
39,伦敦都市大学London Metropolitan University,109.0,3.99,2.57,61.0,82.6,免费评估
40,玛格丽特女王大学Queen Margaret University,,3.87,,74.0,82.3,免费评估
41,东伦敦大学University of East London,97.0,4.24,,37.0,76.3,免费评估
