Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,617.0,4.06,3.48,94.0,100.0,免费评估
2,牛津大学University of Oxford,583.0,3.96,3.58,90.0,98.1,免费评估
3,帝国理工学院Imperial College London,553.0,4.25,3.46,88.0,97.3,免费评估
4,南安普顿大学University of Southampton,472.0,4.2,3.3,94.0,95.3,免费评估
5,伦敦大学学院University College London,488.0,4.08,3.37,88.0,94.5,免费评估
6,布里斯托大学University of Bristol,467.0,4.08,3.3,92.0,94.2,免费评估
7,萨里大学University of Surrey,480.0,4.27,3.08,88.0,93.5,免费评估
8,巴斯大学University of Bath,453.0,4.17,3.04,94.0,93.1,免费评估
9,思克莱德大学University of Strathclyde,520.0,4.03,3.1,80.0,92.7,免费评估
10,曼彻斯特大学The University of Manchester,446.0,4.16,3.14,90.0,92.5,免费评估
11,赫瑞瓦特大学Heriot Watt University,411.0,3.8,3.3,92.0,91.5,免费评估
12,英国女王大学Queen's University Belfast,376.0,4.03,3.19,94.0,91.5,免费评估
13,利兹大学University of Leeds,406.0,4.4,3.41,84.0,91.3,免费评估
14,爱丁堡大学The University of Edinburgh,466.0,3.91,3.3,80.0,91.2,免费评估
15,诺丁汉大学University of Nottingham,407.0,4.15,3.16,88.0,91.1,免费评估
16,谢菲尔德大学The University of Sheffield,383.0,3.99,3.22,92.0,91.0,免费评估
17,兰卡斯特大学Lancaster University,403.0,4.06,3.08,88.0,90.9,免费评估
18,埃克塞特大学University of Exeter,449.0,3.7,3.18,88.0,90.9,免费评估
19,阿伯丁大学University of Aberdeen,,3.67,2.94,96.0,90.5,免费评估
20,格拉斯哥大学University of Glasgow,,3.89,3.25,86.0,90.4,免费评估
21,莱斯特大学University of Leicester,,3.98,2.99,86.0,89.7,免费评估
22,伯明翰大学University of Birmingham,373.0,4.06,2.97,90.0,89.6,免费评估
23,邓迪大学University of Dundee,,4.06,3.31,,89.4,免费评估
24,Cardiff,377.0,4.02,3.31,88.0,89.4,免费评估
25,纽卡斯尔大学Newcastle University,404.0,4.09,3.09,82.0,89.3,免费评估
26,拉夫堡大学Loughborough University,381.0,4.11,2.65,90.0,89.2,免费评估
27,西英格兰大学University of the West of England,376.0,4.31,2.85,90.0,88.5,免费评估
28,约克大学The University of York,389.0,4.28,2.91,82.0,88.4,免费评估
29,诺桑比亚大学Northumbria University,377.0,4.37,2.8,78.0,88.1,免费评估
30,肯特大学University of Kent,369.0,4.03,2.78,86.0,88.1,免费评估
31,斯旺西大学Swansea University,323.0,3.91,3.29,86.0,87.8,免费评估
32,Wrexham Glyndwr,,4.2,2.57,,87.3,免费评估
33,布鲁内尔大学Brunel University,355.0,4.43,2.7,80.0,87.3,免费评估
34,罗伯特高登大学The Robert Gordon University,438.0,3.66,2.58,84.0,86.6,免费评估
35,利物浦大学The University of Liverpool,353.0,4.11,3.02,74.0,85.9,免费评估
36,阿斯顿大学Aston University,321.0,3.54,2.86,90.0,85.9,免费评估
37,埃塞克斯大学University of Essex,321.0,4.02,2.89,,85.5,免费评估
38,班戈大学Bangor University,304.0,4.43,2.89,76.0,85.4,免费评估
39,伦敦大学玛丽女王学院Queen Mary University of London,356.0,3.72,3.19,70.0,84.9,免费评估
40,萨塞克斯大学University of Sussex,346.0,3.75,2.97,76.0,84.5,免费评估
