Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,格拉斯哥大学University of Glasgow,79.10%,82.40%,42.30%,471.0,70.60%,100.0,免费评估
2,萨里大学University of Surrey,85.00%,92.20%,,477.0,83.3%*,96.2,免费评估
3,雷丁大学University of Reading,93.50%,97.00%,50.70%,369.0,30.00%,96.0,免费评估
4,诺丁汉大学University of Nottingham,79.00%,87.80%,36.40%,386.0,68.60%,94.9,免费评估
5,利物浦大学The University of Liverpool,69.90%,87.50%,32.90%,438.0,53.70%,92.9,免费评估
6,亚伯大学Aberystwyth University,89.20%,89.80%,38.20%,320.0,40.30%,90.6,免费评估
7,林肯大学University of Lincoln,93.00%,93.80%,,381.0,60.80%,90.2,免费评估
8,皇家兽医学院Royal Veterinary College,87.40%,88.80%,,394.0,58.20%,88.7,免费评估
9,米德塞斯大学Middlesex University,94.50%,86.60%,,361.0,60.00%,88.5,免费评估
10,哈珀亚当斯大学Harper Adams University,85.90%,90.00%,5.70%,363.0,31.10%,84.5,免费评估
10,诺丁汉特伦特大学Nottingham Trent University,95.60%,92.30%,4.10%,304.0,38.80%,84.5,免费评估
12,剑桥安鲁大学Anglia Ruskin University,77.90%,81.80%,24.60%,295.0,37.90%,82.9,免费评估
13,格林威治大学The University of Greenwich,,,19.50%,324.0,31.50%,82.5,免费评估
14,牛津布鲁克斯大学Oxford Brookes University,93.30%,80.20%,21.30%,,3.60%,82.4,免费评估
15,布里斯托大学University of Bristol,66.70%,67.40%,33.20%,366.0,11.10%,80.4,免费评估
16,普利茅斯大学University of Plymouth,82.90%,84.30%,,342.0,22.20%,79.7,免费评估
17,切斯特大学University of Chester,69.40%,74.20%,7.90%,345.0,15.90%,76.4,免费评估
18,坎特伯雷大学Canterbury Christ Church University,76.80%,75.40%,,256.0,25.70%,73.4,免费评估
