Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,爱丁堡大学The University of Edinburgh,165.0,4.39,3.19,90,100.0,免费评估
2,兰卡斯特大学Lancaster University,166.0,4.32,3.21,90,99.8,免费评估
3,诺丁汉大学University of Nottingham,153.0,4.05,3.13,96,98.0,免费评估
4,东英吉利大学University of East Anglia,149.0,4.2,3.38,92,97.8,免费评估
5,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,175.0,3.94,3.11,88,97.2,免费评估
6,斯特林大学University of Stirling,,4.03,3.01,96,97.0,免费评估
7,英国女王大学Queen's University Belfast,144.0,4.0,2.96,94,96.6,免费评估
8,罗伯特高登大学The Robert Gordon University,152.0,4.05,2.44,92,96.4,免费评估
9,巴斯大学University of Bath,158.0,3.99,3.23,82,96.2,免费评估
10,伯明翰大学University of Birmingham,148.0,3.9,2.95,90,96.2,免费评估
11,邓迪大学University of Dundee,,3.84,2.75,98,96.0,免费评估
12,思克莱德大学University of Strathclyde,162.0,4.16,2.94,78,95.9,免费评估
13,基尔大学Keele University,144.0,3.87,2.86,96,95.9,免费评估
14,肯特大学University of Kent,130.0,4.01,3.37,92,95.7,免费评估
15,西英格兰大学University of the West of England,149.0,4.04,2.36,96,95.7,免费评估
16,约克大学The University of York,137.0,3.97,3.39,90,95.5,免费评估
17,斯旺西大学Swansea University,132.0,4.18,3.07,94,95.1,免费评估
18,伯恩茅斯大学Bournemouth University,141.0,4.26,2.56,94,94.8,免费评估
19,普利茅斯大学University of Plymouth,149.0,4.24,2.77,80,94.3,免费评估
20,萨塞克斯大学University of Sussex,144.0,3.84,2.82,86,94.2,免费评估
21,米德塞斯大学Middlesex University,151.0,4.16,2.58,78,93.8,免费评估
22,朴茨茅斯大学University of Portsmouth,138.0,4.07,2.33,90,93.6,免费评估
23,Lincoln,133.0,3.71,2.45,98,92.8,免费评估
24,赫特福德大学University of Hertfordshire,134.0,3.96,2.99,88,92.7,免费评估
25,西苏格兰大学University of the West of Scotland,135.0,4.05,2.23,86,92.7,免费评估
26,索尔福德大学University of Salford,131.0,4.19,2.65,72,92.1,免费评估
27,利物浦约翰摩尔斯大学Liverpool John Moores University,150.0,4.3,2.7,68,92.0,免费评估
28,赫尔大学The University of Hull,120.0,3.89,2.58,92,92.0,免费评估
29,阿尔斯特大学University of Ulster,116.0,4.02,2.94,82,91.9,免费评估
30,哈德斯菲尔德大学University of Huddersfield,141.0,4.1,2.83,72,91.4,免费评估
31,诺丁汉特伦特大学Nottingham Trent University,141.0,4.05,2.34,76,91.0,免费评估
32,蒂赛德大学Teesside University,122.0,3.58,2.99,88,90.9,免费评估
33,中央兰开夏大学University of Central Lancashire,138.0,4.09,2.58,70,90.8,免费评估
34,德蒙福特大学De Montfort University,120.0,3.63,2.55,92,90.8,免费评估
35,利兹大学University of Leeds,157.0,3.91,,82,90.7,免费评估
36,剑桥安鲁大学Anglia Ruskin University,124.0,3.75,2.16,90,90.4,免费评估
37,东伦敦大学University of East London,114.0,4.26,2.64,80,90.4,免费评估
38,诺桑比亚大学Northumbria University,145.0,3.99,2.49,62,90.1,免费评估
39,贝德福德大学University of Bedfordshire,92.0,4.42,3.05,84,90.0,免费评估
40,曼彻斯特城市大学Manchester Metropolitan University,139.0,4.1,2.64,64,89.7,免费评估
41,考文垂大学Coventry University,127.0,4.18,2.01,74,89.6,免费评估
42,利物浦霍普大学Liverpool Hope University,122.0,3.98,2.13,80,89.5,免费评估
43,布莱顿大学University of Brighton,113.0,4.22,2.6,76,89.5,免费评估
44,泰晤士河谷大学Thames Valley University,,4.27,2.16,74,89.4,免费评估
45,牛津布鲁克斯大学Oxford Brookes University,135.0,4.09,,84,89.4,免费评估
46,伦敦南岸大学London South Bank University,106.0,4.03,2.67,76,89.0,免费评估
47,布拉德福德大学University of Bradford,133.0,3.94,2.86,64,88.9,免费评估
48,伦敦大学金史密斯学院Goldsmiths University of London,97.0,3.96,2.54,80,88.8,免费评估
49,伯明翰城市大学Birmingham City University,137.0,3.7,2.02,74,88.7,免费评估
50,"Kingston/St George's, University of London",125.0,4.09,,86,88.6,免费评估
51,伦敦都市大学London Metropolitan University,120.0,3.56,2.82,78,88.5,免费评估
52,南威尔士大学The University of South Wales,127.0,4.05,2.86,58,87.9,免费评估
53,谢菲尔德哈莱姆大学Sheffield Hallam University,119.0,4.07,,84,87.7,免费评估
54,格林威治大学The University of Greenwich,143.0,4.3,,62,87.4,免费评估
55,温切斯特大学University of Winchester,121.0,4.17,,78,87.2,免费评估
56,斯塔福德郡大学Staffordshire University,103.0,4.12,,90,87.2,免费评估
57,艾芝西尔大学Edge Hill University,126.0,3.85,2.03,66,86.9,免费评估
58,桑德兰大学University of Sunderland,128.0,4.03,2.12,62,86.7,免费评估
59,德比大学University of Derby,126.0,3.82,,76,86.3,免费评估
60,南安普顿索伦特大学Southampton Solent University,121.0,3.18,,92,86.3,免费评估
61,卡迪夫都市大学Cardiff Metropolitan University,124.0,3.97,,74,86.2,免费评估
62,格罗斯特大学University of Gloucestershire,109.0,3.89,,84,86.1,免费评估
63,Suffolk,106.0,3.68,,90,86.0,免费评估
64,利兹贝克特大学Leeds Beckett University,119.0,4.03,1.93,60,86.0,免费评估
65,Wrexham Glyndwr,75.0,4.04,1.78,88,85.9,免费评估
66,北安普顿大学The University of Northampton,126.0,3.92,,68,85.3,免费评估
67,奇切斯特大学University of Chichester,121.0,4.26,,62,85.0,免费评估
68,切斯特大学University of Chester,119.0,3.91,1.25,68,85.0,免费评估
69,坎特伯雷大学Canterbury Christ Church University,107.0,3.9,2.56,60,84.6,免费评估
70,利兹圣三一大学Leeds Trinity University,,4.08,,66,84.4,免费评估
71,伍尔弗汉普顿大学University of Wolverhampton,116.0,3.89,,68,84.3,免费评估
72,新白金汉大学Buckinghamshire New University,95.0,4.26,,70,83.6,免费评估
73,班戈大学Bangor University,121.0,4.03,,54,82.9,免费评估
74,Plymouth Marjon,,4.31,,54,82.9,免费评估
75,纽曼大学Newman University,131.0,3.92,,48,82.7,免费评估
76,伍斯特大学University of Worcester,113.0,4.07,,52,82.0,免费评估
77,哥比亚大学University of Cumbria,115.0,3.82,,52,81.4,免费评估
78,埃塞克斯大学University of Essex,92.0,3.64,,58,79.4,免费评估
79,圣大卫三一学院University of Wales Trinity Saint David,63.0,4.41,,58,79.0,免费评估
