Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,65.0%,214,76.7%,100.0,免费评估
2,杜伦大学Durham University,88.5%,80.9%,54.3%,199,79.8%,97.8,免费评估
3,牛津大学University of Oxford,,,58.3%,207,79.3%,97.3,免费评估
4,圣安德鲁斯大学University of St Andrews,89.9%,87.3%,43.2%,187,83.9%,96.9,免费评估
5,埃克塞特大学University of Exeter,83.0%,80.8%,45.0%,176,80.5%,93.3,免费评估
6,格拉斯哥大学University of Glasgow,79.2%,81.9%,32.7%,156,84.2%,89.7,免费评估
7,伯明翰大学University of Birmingham,81.6%,80.8%,40.3%,153,71.7%,88.2,免费评估
8,诺丁汉大学University of Nottingham,75.9%,71.7%,52.0%,153,70.4%,87.8,免费评估
9,伦敦大学学院University College London,73.7%,66.3%,42.7%,174,72.4%,87.0,免费评估
10,利兹大学University of Leeds,85.5%,83.6%,29.1%,155,67.4%,86.4,免费评估
11,纽卡斯尔大学Newcastle University,76.0%,71.9%,44.7%,150,69.1%,86.0,免费评估
11,利物浦大学The University of Liverpool,,,28.9%,141,72.7%,86.0,免费评估
11,布里斯托大学University of Bristol,,,42.2%,184,71.3%,86.0,免费评估
14,伦敦大学皇家霍洛威学院Royal Holloway University of London,89.4%,79.4%,20.4%,141,73.2%,85.8,免费评估
15,伦敦国王学院King's College London,71.9%,65.4%,43.6%,156,70.9%,85.0,免费评估
16,肯特大学University of Kent,78.3%,70.3%,33.1%,117,78.7%,84.3,免费评估
17,华威大学The University of Warwick,72.5%,66.7%,45.0%,158,64.2%,84.0,免费评估
18,爱丁堡大学The University of Edinburgh,81.2%,71.7%,34.9%,176,55.4%,83.7,免费评估
19,雷丁大学University of Reading,74.4%,63.0%,45.2%,133,68.7%,83.5,免费评估
20,曼彻斯特大学The University of Manchester,,,31.0%,145,65.0%,83.2,免费评估
21,斯旺西大学Swansea University,82.2%,77.7%,25.0%,123,67.4%,81.9,免费评估
22,罗汉普顿大学Roehampton University,91.1%,86.7%,,99,67.1%,78.6,免费评估
23,University of Wales Trinity St David,86.1%,80.6%,15.7%,95*,45.7%,73.9,免费评估
