Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,88.8,56.7,651,86.1,100.0,免费评估
2,帝国理工学院Imperial College London,99.5,40.0,528,82.5,95.9,免费评估
3,牛津大学University of Oxford,78.3,51.7,626,82.8,91.8,免费评估
4,圣安德鲁斯大学University of St Andrews,87.6,33.3,478,96.8,89.6,免费评估
5,杜伦大学Durham University,83.9,33.3,482,95.0,87.5,免费评估
6,南安普顿大学University of Southampton,89.4,36.7,419,80.5,86.0,免费评估
7,伦敦大学皇家霍洛威学院Royal Holloway University of London,88.0,36.7,357,79.0,83.0,免费评估
8,伦敦大学学院University College London,77.6,43.3,472,0.0,82.3,免费评估
9,东英吉利大学University of East Anglia,90.0,40.0,412,57.9,82.1,免费评估
10,利物浦大学The University of Liverpool,86.7,35.0,408,67.9,81.1,免费评估
11,布里斯托大学University of Bristol,79.1,41.7,467,63.8,80.2,免费评估
12,爱丁堡大学The University of Edinburgh,77.4,33.3,504,71.1,79.7,免费评估
13,莱斯特大学University of Leicester,87.5,28.3,414,65.8,79.4,免费评估
14,埃克塞特大学University of Exeter,90.7,15.0,407,75.9,79.2,免费评估
15,利兹大学University of Leeds,82.7,33.3,411,67.2,78.6,免费评估
16,阿伯丁大学University of Aberdeen,78.8,26.7,413,82.5,78.1,免费评估
17,伯明翰大学University of Birmingham,78.8,31.7,404,73.0,77.2,免费评估
17,曼彻斯特大学The University of Manchester,77.3,36.7,402,70.1,77.2,免费评估
19,卡迪夫大学Cardiff University,79.7,33.3,397,67.4,76.7,免费评估
20,格拉斯哥大学University of Glasgow,86.1,21.7,449,53.7,75.3,免费评估
21,普利茅斯大学University of Plymouth,93.8,21.4,308,55.1,74.8,免费评估
22,亚伯大学Aberystwyth University,82.0,,327,100.0,73.3,免费评估
23,班戈大学Bangor University,81.9,26.7,302,0.0,71.7,免费评估
24,布莱顿大学University of Brighton,81.8,13.3,313,61.5,68.1,免费评估
24,基尔大学Keele University,89.6,,347,56.0,68.1,免费评估
26,德比大学University of Derby,91.8,,285,55.1,67.1,免费评估
27,朴茨茅斯大学University of Portsmouth,78.3,18.3,286,58.9,66.3,免费评估
