Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,格拉斯哥大学University of Glasgow,95.6,30.0,422.0,94.4,100.0,免费评估
2,利物浦大学The University of Liverpool,91.8,20.0,366.0,100.0,97.5,免费评估
2,爱丁堡大学The University of Edinburgh,78.1,41.7,500.0,89.5,97.5,免费评估
4,曼彻斯特大学The University of Manchester,77.7,61.7,375.0,95.2,97.3,免费评估
5,阿尔斯特大学University of Ulster,86.2,53.3,328.0,96.0,97.0,免费评估
6,诺丁汉大学University of Nottingham,85.1,31.7,364.0,98.7,96.4,免费评估
7,南安普顿大学University of Southampton,73.4,58.3,353.0,98.8,96.3,免费评估
8,利兹大学University of Leeds,78.5,36.7,388.0,98.0,95.9,免费评估
9,南威尔士大学The University of South Wales,88.6,18.3,378.0,96.7,95.2,免费评估
10,Cardiff University,81.6,25.0,375.0,98.6,94.8,免费评估
11,诺桑比亚大学Northumbria University,85.6,26.7,360.0,96.7,94.7,免费评估
12,伦敦国王学院King's College London,79.4,23.3,383.0,98.8,94.4,免费评估
13,玛格丽特女王大学Queen Margaret University,93.3,,365.0,98.7,94.3,免费评估
14,萨里大学University of Surrey,86.7,1.7,396.0,98.7,93.9,免费评估
15,哈德斯菲尔德大学University of Huddersfield,91.6,,372.0,97.9,93.7,免费评估
15,东英吉利大学University of East Anglia,80.1,20.0,369.0,99.4,93.7,免费评估
17,格林多大学Glyndwr University,90.5,8.3,,98.5,93.4,免费评估
18,约克大学The University of York,70.6,46.7,352.0,97.8,93.2,免费评估
18,朴茨茅斯大学University of Portsmouth,90.2,,380.0,97.0,93.2,免费评估
20,Manchester Metropolitan University,87.6,10.0,331.0,100.0,93.1,免费评估
21,斯旺西大学Swansea University,83.2,18.3,335.0,98.1,92.2,免费评估
22,基尔大学Keele University,88.9,,333.0,100.0,92.1,免费评估
23,伯明翰大学University of Birmingham,83.0,,376.0,99.3,92.0,免费评估
24,西英格兰大学University of the West of England,79.1,16.7,353.0,98.3,91.7,免费评估
24,伯恩茅斯大学Bournemouth University,83.8,20.0,325.0,97.1,91.7,免费评估
24,伦敦城市大学City University London,81.5,43.3,323.0,91.8,91.7,免费评估
27,德蒙福特大学De Montfort University,81.6,16.7,309.0,100.0,91.3,免费评估
28,Coventry University,92.8,,332.0,95.6,91.1,免费评估
29,中央兰开夏大学University of Central Lancashire,82.7,23.3,343.0,93.4,90.9,免费评估
30,艾芝西尔大学Edge Hill University,87.3,13.3,328.0,94.3,90.5,免费评估
31,赫特福德大学University of Hertfordshire,73.6,35.0,319.0,97.0,90.4,免费评估
32,谢菲尔德哈莱姆大学Sheffield Hallam University,84.1,18.3,324.0,94.0,90.0,免费评估
33,泰晤士河谷大学Thames Valley University,81.9,20.0,290.0,97.6,89.8,免费评估
33,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,82.1,30.0,318.0,92.0,89.8,免费评估
35,德比大学University of Derby,87.2,,293.0,100.0,89.7,免费评估
36,索尔福德大学University of Salford,74.2,20.0,352.0,96.2,89.6,免费评估
36,牛津布鲁克斯大学Oxford Brookes University,86.1,,343.0,95.7,89.6,免费评估
38,伯明翰城市大学Birmingham City University,81.7,,341.0,98.0,89.3,免费评估
