Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,2.9,557,0.86,0.85,免费评估
2,牛津大学University of Oxford,3.2,518,0.85,0.79,免费评估
3,帝国理工学院Imperial College London,3.0,466,0.78,0.84,免费评估
4,约克大学The University of York,3.1,449,0.86,0.69,免费评估
5,谢菲尔德大学The University of Sheffield,3.2,415,0.85,0.69,免费评估
6,布里斯托大学University of Bristol,2.7,442,0.81,0.78,免费评估
7,萨里大学University of Surrey,3.0,343,0.81,0.84,免费评估
8,曼彻斯特大学The University of Manchester,3.3,432,0.82,0.66,免费评估
9,圣安德鲁斯大学University of St Andrews,2.4,445,0.86,0.69,免费评估
10,伦敦大学学院University College London,3.0,435,0.78,0.75,免费评估
11,莱斯特大学University of Leicester,2.2,383,0.86,0.72,免费评估
12,巴斯大学University of Bath,2.3,428,0.79,0.78,免费评估
13,杜伦大学Durham University,2.3,475,0.77,0.75,免费评估
14,爱丁堡大学The University of Edinburgh,2.7,429,0.79,0.66,免费评估
15,兰卡斯特大学Lancaster University,3.0,363,0.81,0.66,免费评估
15,萨塞克斯大学University of Sussex,2.3,363,0.83,0.7,免费评估
17,格拉斯哥大学University of Glasgow,2.6,380,0.85,0.6,免费评估
17,邓迪大学University of Dundee,3.2,384,0.84,0.53,免费评估
19,华威大学The University of Warwick,2.3,416,0.8,0.68,免费评估
20,诺丁汉大学University of Nottingham,2.6,359,0.78,0.74,免费评估
21,伯明翰大学University of Birmingham,2.3,400,0.82,0.65,免费评估
22,卡迪夫大学Cardiff University,2.6,393,0.8,0.66,免费评估
22,纽卡斯尔大学Newcastle University,2.7,368,0.79,0.69,免费评估
24,东英吉利大学University of East Anglia,2.3,379,0.84,0.63,免费评估
25,伦敦国王学院King's College London,3.0,384,0.76,0.68,免费评估
26,南安普顿大学University of Southampton,2.9,382,0.78,0.65,免费评估
27,埃克塞特大学University of Exeter,2.3,351,0.8,0.72,免费评估
28,伦敦大学皇家霍洛威学院Royal Holloway University of London,3.0,308,0.76,0.76,免费评估
29,西英格兰大学University of the West of England,2.5,257,0.86,0.64,免费评估
30,阿伯丁大学University of Aberdeen,2.6,314,0.81,0.66,免费评估
31,利兹大学University of Leeds,2.8,355,0.79,0.62,免费评估
32,阿斯顿大学Aston University,2.5,312,0.78,0.72,免费评估
33,利物浦大学The University of Liverpool,2.1,365,0.78,0.67,免费评估
34,诺丁汉特伦特大学Nottingham Trent University,2.7,213,0.74,0.84,免费评估
35,朴茨茅斯大学University of Portsmouth,2.4,242,0.83,0.65,免费评估
36,肯特大学University of Kent,1.7,294,0.82,0.68,免费评估
37,英国女王大学Queen's University Belfast,1.6,338,0.8,0.69,免费评估
37,阿尔斯特大学University of Ulster,,265,0.87,0.84,免费评估
39,雷丁大学University of Reading,1.7,333,0.81,0.64,免费评估
40,埃塞克斯大学University of Essex,1.9,278,0.81,0.69,免费评估
41,思克莱德大学University of Strathclyde,2.6,345,0.7,0.67,免费评估
41,伦敦大学玛丽女王学院Queen Mary University of London,1.9,326,0.78,0.63,免费评估
43,赫瑞瓦特大学Heriot Watt University,1.8,318,0.79,0.6,免费评估
44,基尔大学Keele University,,308,0.83,0.75,免费评估
45,罗伯特高登大学The Robert Gordon University,,300,,0.78,免费评估
46,阿伯泰邓迪大学University of Abertay Dundee,2.2,247,,0.63,免费评估
47,布鲁内尔大学Brunel University,1.4,322,0.72,0.73,免费评估
48,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,1.6,318,0.8,0.54,免费评估
48,索尔福德大学University of Salford,1.7,207,0.79,0.66,免费评估
50,赫尔大学The University of Hull,1.2,277,0.82,0.57,免费评估
51,谢菲尔德哈莱姆大学Sheffield Hallam University,1.2,235,0.77,0.71,免费评估
52,龙比亚大学Napier University,1.1,264,,0.69,免费评估
53,布莱顿大学University of Brighton,1.9,243,0.72,0.66,免费评估
54,蒂赛德大学Teesside University,,233,0.82,0.73,免费评估
55,诺桑比亚大学Northumbria University,1.5,264,0.71,0.7,免费评估
56,哈德斯菲尔德大学University of Huddersfield,1.3,237,0.81,0.57,免费评估
57,布拉德福德大学University of Bradford,1.8,256,0.77,0.55,免费评估
58,斯特林大学University of Stirling,2.0,276,0.77,0.48,免费评估
59,普利茅斯大学University of Plymouth,1.7,302,0.76,0.49,免费评估
60,斯旺西大学Swansea University,1.2,316,0.73,0.6,免费评估
61,班戈大学Bangor University,1.5,278,0.71,0.62,免费评估
61,威尔士大学卡迪夫学院UWIC,1.0,255,0.76,0.61,免费评估
63,切斯特大学University of Chester,0.8,249,0.77,0.62,免费评估
64,赫特福德大学University of Hertfordshire,1.7,244,0.67,0.7,免费评估
65,格拉摩根大学University of Glamorgan,0.6,272,0.76,0.61,免费评估
