Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
66,利物浦约翰摩尔斯大学Liverpool John Moores University,1.5,247,0.77,0.5,免费评估
67,曼彻斯特城市大学Manchester Metropolitan University,,252,0.8,0.63,免费评估
68,坎特伯雷大学Canterbury Christ Church University,,206,0.76,0.7,免费评估
69,金斯顿大学Kingston University,1.4,207,0.69,0.64,免费评估
70,中央兰开夏大学University of Central Lancashire,,271,0.66,0.81,免费评估
71,格林威治大学The University of Greenwich,,201,0.78,0.65,免费评估
72,斯塔福德郡大学Staffordshire University,,197,0.82,0.56,免费评估
72,罗汉普顿大学Roehampton University,0.5,188,0.74,0.67,免费评估
74,艾芝西尔大学Edge Hill University,,219,0.76,0.65,免费评估
75,亚伯大学Aberystwyth University,,298,0.81,0.46,免费评估
76,牛津布鲁克斯大学Oxford Brookes University,1.3,260,0.68,0.59,免费评估
77,伯恩茅斯大学Bournemouth University,,218,0.77,0.59,免费评估
78,利兹都会大学Leeds Metropolitan University,,247,0.7,0.69,免费评估
79,伍斯特大学University of Worcester,,201,0.78,0.57,免费评估
80,巴斯斯巴大学Bath Spa University,0.2,265,0.82,0.4,免费评估
81,考文垂大学Coventry University,,255,0.76,0.55,免费评估
82,波尔顿大学University of Bolton,,167,0.76,0.62,免费评估
83,伍尔弗汉普顿大学University of Wolverhampton,,207,0.69,0.7,免费评估
84,桑德兰大学University of Sunderland,,231,0.77,0.5,免费评估
85,剑桥安鲁大学Anglia Ruskin University,,217,0.81,0.39,免费评估
86,威斯敏斯特大学University of Westminster,,215,0.73,0.55,免费评估
87,东伦敦大学University of East London,,173,0.69,0.57,免费评估
88,德比大学University of Derby,0.8,235,0.69,0.39,免费评估
