Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,牛津大学University of Oxford,United Kingdom,93.5,95.0,91.8,99.4,41.7,92.1,免费评估
2,Stanford University,United States,88.9,67.5,95.2,100.0,80.8,91.9,免费评估
3,ETH Zurich,Switzerland,87.7,94.8,93.2,99.0,53.8,91.3,免费评估
4,Massachusetts Institute of Technology,United States,86.0,72.2,92.8,99.2,92.7,91.0,免费评估
5,剑桥大学University of Cambridge,United Kingdom,92.1,90.9,91.9,92.2,49.6,89.9,免费评估
6,Carnegie Mellon University,United States,84.4,73.9,92.0,99.4,65.7,89.1,免费评估
7,帝国理工学院Imperial College London,United Kingdom,88.8,94.5,83.8,93.9,50.6,87.2,免费评估
8,Harvard University,United States,85.2,62.4,93.0,97.0,45.9,87.1,免费评估
9,Princeton University,United States,84.7,67.0,87.4,100.0,43.2,86.3,免费评估
10,California Institute of Technology,United States,83.2,57.3,95.3,94.6,46.7,86.2,免费评估
11,National University of Singapore,Singapore,81.6,95.8,90.2,90.1,48.6,85.9,免费评估
12,"University of California, Los Angeles",United States,81.4,74.3,90.1,95.4,48.6,85.7,免费评估
13,"Nanyang Technological University, Singapore",Singapore,76.9,90.2,90.3,87.3,87.1,85.3,免费评估
14,Cornell University,United States,82.3,63.3,87.7,99.9,39.9,85.2,免费评估
15,Tsinghua University,China,92.2,32.6,88.2,86.6,93.2,85.0,免费评估
16,Georgia Institute of Technology,United States,78.3,62.6,97.2,88.5,53.0,84.3,免费评估
17,The Hong Kong University of Science and Technology,Hong Kong,76.1,94.4,80.0,95.2,70.5,83.6,免费评估
18,Technical University of Munich,Germany,81.1,58.8,85.3,90.4,87.4,83.5,免费评估
19,伦敦大学学院University College London,United Kingdom,79.4,95.2,80.2,94.5,44.7,83.2,免费评估
20,École Polytechnique Fédérale de Lausanne,Switzerland,85.5,97.2,84.4,82.9,41.1,83.1,免费评估
21,Columbia University,United States,85.0,72.8,75.6,98.1,44.0,82.8,免费评估
22,University of Michigan-Ann Arbor,United States,67.6,52.0,90.4,98.9,72.7,82.1,免费评估
23,University of Toronto,Canada,76.0,75.2,82.1,97.9,38.8,81.9,免费评估
24,爱丁堡大学The University of Edinburgh,United Kingdom,76.7,95.0,79.7,93.2,41.0,81.7,免费评估
25,University of Texas at Austin,United States,73.7,36.8,89.6,98.5,56.2,81.6,免费评估
26,University of Washington,United States,79.6,52.2,81.6,98.8,41.0,81.5,免费评估
27,Peking University,China,84.4,46.1,84.3,84.3,69.3,80.7,免费评估
28,Yale University,United States,83.9,63.9,77.5,89.6,40.7,79.9,免费评估
29,University of Illinois at Urbana-Champaign,United States,79.6,48.3,80.7,92.1,39.0,79.0,免费评估
30,Johns Hopkins University,United States,69.8,69.7,73.4,99.1,44.5,77.7,免费评估
31,University of Montreal,Canada,55.6,83.5,80.5,98.9,56.0,77.1,免费评估
31,University of Pennsylvania,United States,65.5,69.5,78.3,92.8,63.6,77.1,免费评估
33,New York University,United States,62.3,89.1,69.5,100.0,47.5,76.1,免费评估
34,Paris Sciences et Lettres – PSL Research University Paris,France,78.1,83.1,64.8,89.5,40.7,75.8,免费评估
35,"University of California, San Diego",United States,59.8,67.5,72.8,98.1,71.0,75.4,免费评估
36,Chinese University of Hong Kong,Hong Kong,61.2,97.0,64.2,98.2,47.9,74.3,免费评估
37,University of Southern California,United States,58.5,65.1,73.5,97.0,44.0,73.4,免费评估
