Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
38,University of Hong Kong,Hong Kong,70.5,98.7,72.7,74.7,41.2,72.9,免费评估
39,University of Chicago,United States,63.2,64.8,66.6,97.1,42.8,72.6,免费评估
40,University of Waterloo,Canada,68.0,79.4,68.3,83.8,41.3,72.0,免费评估
41,Zhejiang University,China,68.6,70.5,76.7,65.7,100.0,71.9,免费评估
42,The University of Tokyo,Japan,87.3,25.0,87.7,48.5,81.3,71.8,免费评估
43,University of British Columbia,Canada,56.7,88.0,66.3,95.3,38.6,71.6,免费评估
44,Korea Advanced Institute of Science and Technology (KAIST),South Korea,74.0,30.5,84.5,58.1,99.4,70.8,免费评估
45,Shanghai Jiao Tong University,China,67.2,49.4,76.9,67.8,100.0,70.6,免费评估
46,RWTH Aachen University,Germany,69.8,43.0,72.0,71.9,82.1,69.6,免费评估
47,Delft University of Technology,Netherlands,59.3,77.9,68.7,75.8,85.2,69.3,免费评估
47,Seoul National University,South Korea,72.6,32.2,72.9,66.8,97.0,69.3,免费评估
49,"University of Maryland, College Park",United States,55.5,34.4,68.4,93.5,44.2,67.7,免费评估
50,Karlsruhe Institute of Technology,Germany,62.7,40.1,67.2,83.0,48.5,67.2,免费评估
50,University of Wisconsin-Madison,United States,46.5,60.8,64.0,99.5,42.0,67.2,免费评估
52,KU Leuven,Belgium,55.3,62.0,58.9,84.3,80.1,66.1,免费评估
53,Duke University,United States,54.1,65.2,61.0,84.1,47.5,64.9,免费评估
54,"University of California, Santa Barbara",United States,46.9,73.7,50.8,92.3,76.4,64.0,免费评估
55,Technical University of Berlin,Germany,50.9,60.9,63.1,70.9,99.7,63.2,免费评估
56,Aalto University,Finland,47.7,72.8,48.5,92.2,43.8,61.8,免费评估
56,University of Melbourne,Australia,54.5,91.2,45.3,81.6,52.3,61.8,免费评估
58,LMU Munich,Germany,52.4,47.8,56.4,80.5,65.5,61.6,免费评估
59,Eindhoven University of Technology,Netherlands,46.5,75.2,56.6,75.7,83.0,61.5,免费评估
60,Rice University,United States,51.1,66.3,42.4,94.7,44.5,61.3,免费评估
61,University of Science and Technology of China,China,54.2,29.2,55.9,84.2,51.2,61.0,免费评估
62,"University of California, Irvine",United States,42.9,68.6,48.6,94.5,42.5,60.7,免费评估
63,École Polytechnique,France,74.1,74.9,51.8,52.6,46.4,60.2,免费评估
64,Technion Israel Institute of Technology,Israel,48.6,48.7,59.5,77.2,39.3,59.3,免费评估
65,University of Freiburg,Germany,30.9,58.1,43.5,99.9,100.0,59.2,免费评估
66,McGill University,Canada,46.3,83.3,56.8,72.9,38.0,59.1,免费评估
67,National Taiwan University,Taiwan,72.3,29.1,67.3,39.0,84.1,59.0,免费评估
68,Technical University of Darmstadt,Germany,46.8,54.4,53.5,80.6,51.5,58.9,免费评估
69,Australian National University,Australia,30.9,95.4,46.6,93.7,39.8,58.2,免费评估
69,KTH Royal Institute of Technology,Sweden,44.6,75.5,43.0,87.8,41.5,58.2,免费评估
71,Pohang University of Science and Technology (POSTECH),South Korea,50.0,20.6,45.9,83.9,85.9,57.7,免费评估
72,Nanjing University,China,52.8,53.4,51.6,67.7,73.5,57.6,免费评估
72,Vrije Universiteit Amsterdam,Netherlands,46.0,68.3,47.2,80.9,46.0,57.6,免费评估
74,Brown University,United States,48.7,58.0,34.9,94.8,39.4,57.5,免费评估
74,ITMO University,Russian Federation,56.7,55.3,37.9,76.0,82.5,57.5,免费评估
76,TU Wien,Austria,51.2,65.4,51.6,69.9,45.8,57.3,免费评估
77,University of Massachusetts,United States,38.0,62.1,39.9,97.3,44.8,57.0,免费评估
78,University of Amsterdam,Netherlands,36.6,68.6,48.4,86.3,50.9,56.9,免费评估
79,伦敦国王学院King's College London,United Kingdom,33.6,96.0,41.3,90.5,39.9,56.6,免费评估
79,University of Technology Sydney,Australia,30.0,97.7,41.6,91.0,54.5,56.6,免费评估
79,UNSW Sydney,Australia,43.9,91.0,42.6,77.5,50.4,56.6,免费评估
82,Kyoto University,Japan,69.9,30.5,67.7,38.6,47.3,56.5,免费评估
83,Northwestern University,United States,46.4,53.9,48.1,79.4,43.1,56.4,免费评估
83,University of Zurich,Switzerland,47.1,88.8,23.4,95.9,43.9,56.4,免费评估
85,曼彻斯特大学The University of Manchester,United Kingdom,49.4,86.6,47.0,68.2,42.3,56.3,免费评估
86,Queensland University of Technology,Australia,34.8,76.2,34.3,94.1,61.8,55.4,免费评估
86,University of Sydney,Australia,30.1,97.1,41.2,88.7,46.2,55.4,免费评估
88,Sorbonne University,France,56.8,66.9,51.3,57.2,40.7,55.2,免费评估
89,Virginia Polytechnic Institute and State University,United States,34.6,61.1,45.0,86.7,56.8,55.1,免费评估
90,University of Luxembourg,Luxembourg,35.0,99.0,27.2,92.6,65.3,54.8,免费评估
91,Boston University,United States,35.2,64.2,34.8,90.7,76.1,54.5,免费评估
92,Chalmers University of Technology,Sweden,43.4,73.8,39.2,77.5,55.4,54.4,免费评估
92,Heidelberg University,Germany,43.5,48.5,32.2,94.5,41.6,54.4,免费评估
92,Penn State (Main campus),United States,43.1,34.8,44.3,80.6,68.3,54.4,免费评估
95,Moscow Institute of Physics and Technology (MIPT),Russian Federation,51.6,56.4,36.4,66.7,100.0,54.0,免费评估
96,University of Adelaide,Australia,23.8,97.1,31.4,99.9,51.5,53.9,免费评估
97,Polytechnic University of Milan,Italy,52.0,41.1,47.5,65.2,58.2,53.8,免费评估
98,Hong Kong Polytechnic University,Hong Kong,34.3,90.4,38.6,82.4,43.6,53.5,免费评估
99,Michigan State University,United States,29.6,72.0,36.4,94.5,40.0,53.2,免费评估
100,Aarhus University,Denmark,38.4,67.0,44.0,74.1,58.7,53.1,免费评估
