Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,拉夫堡大学Loughborough University,88.0,1.3,345.0,87.0,100.0,免费评估
2,伦敦大学学院University College London,70.0,1.5,398.0,89.0,96.7,免费评估
3,诺丁汉大学University of Nottingham,80.0,0.6,412.0,,90.5,免费评估
4,雷丁大学University of Reading,72.0,1.2,352.0,79.0,89.4,免费评估
5,曼彻斯特大学The University of Manchester,71.0,1.0,,82.0,85.5,免费评估
6,威斯敏斯特大学University of Westminster,77.0,1.0,293.0,72.0,84.7,免费评估
7,罗伯特高登大学The Robert Gordon University,76.0,0.5,312.0,91.0,84.2,免费评估
8,赫瑞瓦特大学Heriot Watt University,75.0,0.8,388.0,58.0,83.5,免费评估
9,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,74.0,0.9,325.0,61.0,81.5,免费评估
10,普利茅斯大学University of Plymouth,83.0,0.8,267.0,57.0,79.5,免费评估
11,诺桑比亚大学Northumbria University,73.0,0.6,285.0,74.0,78.5,免费评估
12,索尔福德大学University of Salford,66.0,1.2,287.0,64.0,78.5,免费评估
13,格拉摩根大学University of Glamorgan,74.0,0.7,248.0,78.0,78.4,免费评估
14,西英格兰大学University of the West of England,73.0,0.6,260.0,76.0,76.4,免费评估
15,谢菲尔德哈莱姆大学Sheffield Hallam University,74.0,0.6,303.0,62.0,76.2,免费评估
16,牛津布鲁克斯大学Oxford Brookes University,70.0,,315.0,93.0,75.9,免费评估
17,阿斯顿大学Aston University,73.0,0.6,320.0,56.0,75.5,免费评估
18,利物浦约翰摩尔斯大学Liverpool John Moores University,70.0,0.9,248.0,58.0,74.1,免费评估
19,龙比亚大学Napier University,70.0,0.5,307.0,63.0,73.4,免费评估
20,布莱顿大学University of Brighton,76.0,0.4,247.0,62.0,72.3,免费评估
21,朴茨茅斯大学University of Portsmouth,76.0,,244.0,72.0,70.1,免费评估
22,诺丁汉特伦特大学Nottingham Trent University,66.0,0.3,270.0,73.0,70.0,免费评估
23,中央兰开夏大学University of Central Lancashire,69.0,0.5,256.0,58.0,69.1,免费评估
24,阿尔斯特大学University of Ulster,64.0,1.0,215.0,55.0,69.1,免费评估
25,考文垂大学Coventry University,79.0,,275.0,54.0,68.8,免费评估
26,格林威治大学The University of Greenwich,67.0,0.6,213.0,63.0,68.3,免费评估
27,金斯顿大学Kingston University,70.0,,287.0,63.0,67.0,免费评估
28,剑桥安鲁大学Anglia Ruskin University,73.0,,253.0,60.0,66.0,免费评估
28,伦敦南岸大学London South Bank University,66.0,,248.0,71.0,64.7,免费评估
30,利兹都会大学Leeds Metropolitan University,67.0,,242.0,60.0,62.5,免费评估
31,波尔顿大学University of Bolton,,0.6,161.0,27.0,52.9,免费评估
32,伯明翰城市大学Birmingham City University,51.0,,245.0,49.0,51.9,免费评估
33,南安普顿索伦特大学Southampton Solent University,59.0,,165.0,44.0,50.1,免费评估
