Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Stanford University,United States,78.0,74.5,51.3,100.0,,309.3,免费评估
2,Harvard University,United States,95.4,66.0,50.2,81.6,,303.5,免费评估
3,"University of Minnesota, Twin Cities",United States,86.3,59.3,44.1,81.6,,285.9,免费评估
4,Vanderbilt University,United States,81.8,69.3,33.5,81.6,,283.2,免费评估
5,University of Michigan-Ann Arbor,United States,85.3,70.8,41.4,76.4,,282.1,免费评估
6,The University of Texas at Austin,United States,80.4,67.8,47.4,81.6,,281.7,免费评估
7,University of Wisconsin - Madison,United States,86.0,63.9,35.7,73.6,,274.9,免费评估
8,Pennsylvania State University - University Park,United States,83.7,62.7,38.7,70.7,,266.8,免费评估
9,Michigan State University,United States,83.6,67.1,38.7,67.7,,264.4,免费评估
10,University of Pennsylvania,United States,68.4,69.1,35.5,81.6,,263.2,免费评估
11,Arizona State University,United States,82.2,62.7,40.1,61.2,,250.6,免费评估
12,University of North Carolina at Chapel Hill,United States,73.8,65.1,33.3,67.7,,248.1,免费评估
13,University of Virginia,United States,65.3,69.7,33.2,73.6,,246.5,免费评估
14,Columbia University,United States,82.1,59.8,39.4,54.0,,238.0,免费评估
15,University of Washington,United States,73.4,70.8,39.3,57.7,,236.1,免费评估
16,"University of Pittsburgh, Pittsburgh Campus",United States,66.9,68.4,42.8,64.5,,235.6,免费评估
17,University of Illinois at Urbana-Champaign,United States,67.5,61.3,47.6,64.5,,233.4,免费评估
18,Florida State University,United States,67.7,69.3,33.4,61.2,,231.4,免费评估
19,Monash University,Australia,85.6,56.7,52.1,45.6,,230.4,免费评估
20,University of Southern California,United States,59.1,63.2,39.2,70.7,,230.2,免费评估
21,"University of California, Los Angeles",United States,73.4,66.2,38.0,54.0,,228.0,免费评估
22,Vanderbilt University Peabody College,United States,47.3,75.9,26.8,76.4,,226.2,免费评估
23,New York University,United States,63.1,67.8,45.0,61.2,,224.9,免费评估
24,"University of Maryland, College Park",United States,71.0,63.9,37.2,54.0,,223.2,免费评估
25,伦敦大学学院University College London,United Kingdom,100.0,58.8,48.7,20.4,,214.9,免费评估
26,University of Colorado at Boulder,United States,57.9,74.5,33.5,57.7,,214.1,免费评估
27,Purdue University - West Lafayette,United States,77.3,62.2,37.0,35.4,,203.8,免费评估
28,Columbia University Teachers College,United States,67.8,55.1,33.8,45.6,,201.1,免费评估
29,牛津大学University of Oxford,United Kingdom,66.0,64.6,68.7,40.8,,199.4,免费评估
30,The University of Georgia,United States,73.9,59.5,40.6,35.4,,197.8,免费评估
31,Nanyang Technological University,Singapore,82.4,63.7,70.3,20.4,,193.1,免费评估
31,University of Kentucky,United States,56.9,47.5,30.2,54.0,,193.1,免费评估
33,University of Connecticut,United States,55.0,59.8,38.3,50.0,,191.3,免费评估
34,Indiana University Bloomington,United States,68.4,62.2,42.9,35.4,,191.0,免费评估
35,Johns Hopkins University,United States,56.9,64.6,45.1,45.6,,190.6,免费评估
36,University of Arizona,United States,61.7,61.5,41.1,40.8,,188.7,免费评估
37,"University of California, Irvine",United States,39.6,76.9,38.2,57.7,,188.3,免费评估
38,The Hong Kong Institute of Education,China-Hong Kong,73.7,54.8,58.2,28.9,,187.1,免费评估
39,University of Sydney,Australia,79.3,61.5,59.7,20.4,,186.3,免费评估
40,National Institute of Education (NIE) Singapore,Singapore,77.5,64.8,68.7,20.4,,186.1,免费评估
41,Northwestern University,United States,53.7,79.2,34.8,40.8,,184.8,免费评估
42,"University of California, Berkeley",United States,61.7,68.4,41.6,35.4,,184.0,免费评估
43,University of Toronto,Canada,97.0,62.0,60.6,0.0,,182.6,免费评估
44,Utrecht University,Netherlands,64.9,71.0,59.0,28.9,,182.0,免费评估
45,The Ohio State University - Columbus,United States,79.6,55.1,39.4,20.4,,181.4,免费评估
46,University of Chicago,United States,41.0,68.0,37.9,54.0,,180.3,免费评估
47,Boston College,United States,47.9,58.5,37.5,50.0,,179.8,免费评估
47,University of Amsterdam,Netherlands,58.0,67.8,58.6,35.4,,179.8,免费评估
49,Texas A&M University,United States,62.2,54.5,51.4,35.4,,178.7,免费评估
50,The University of Hong Kong,China-Hong Kong,72.1,64.6,56.6,20.4,,176.8,免费评估
