Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,49.0%,217,84.4%,100.0,免费评估
2,亚伯大学Aberystwyth University,89.2%,84.7%,21.6%,,93.6%,98.9,免费评估
3,圣安德鲁斯大学University of St Andrews,90.9%,86.2%,42.1%,199,75.4%,98.3,免费评估
4,牛津大学University of Oxford,,,39.7%,221,77.8%,95.5,免费评估
5,约克大学The University of York,85.0%,79.1%,53.2%,151,77.9%,94.5,免费评估
6,考陶尔德艺术学院Courtauld Institute of Art,80.4%,70.2%,66.0%,182,67.2%,93.9,免费评估
7,华威大学The University of Warwick,82.9%,75.9%,53.0%,167,71.4%,93.4,免费评估
8,曼彻斯特大学The University of Manchester,,,54.0%,166,67.4%,92.9,免费评估
9,伯明翰大学University of Birmingham,79.6%,78.8%,43.7%,159,79.4%,92.3,免费评估
10,伦敦大学学院University College London,78.1%,73.6%,44.7%,189,68.8%,91.6,免费评估
11,利兹大学University of Leeds,83.6%,80.4%,30.0%,159,71.1%,90.6,免费评估
12,阿伯丁大学University of Aberdeen,83.1%,80.4%,36.1%,,65.5%,90.2,免费评估
13,莱斯特大学University of Leicester,81.6%,78.5%,42.0%,135,73.0%,90.1,免费评估
14,埃克塞特大学University of Exeter,79.8%,78.0%,35.1%,169,67.7%,89.9,免费评估
15,东英吉利大学University of East Anglia,81.7%,77.2%,36.9%,155,68.4%,89.8,免费评估
16,萨塞克斯大学University of Sussex,83.9%,76.9%,25.2%,138,79.2%,89.7,免费评估
17,诺丁汉大学University of Nottingham,82.1%,81.4%,30.9%,151,68.8%,89.5,免费评估
18,肯特大学University of Kent,83.7%,76.8%,44.3%,129,65.1%,89.1,免费评估
18,埃塞克斯大学University of Essex,83.7%,83.3%,46.9%,114*,,89.1,免费评估
20,普利茅斯大学University of Plymouth,88.4%,82.4%,14.7%,152,63.3%,88.5,免费评估
21,格拉斯哥大学University of Glasgow,79.5%,74.1%,37.2%,170,59.3%,88.2,免费评估
22,牛津布鲁克斯大学Oxford Brookes University,81.2%,78.6%,35.0%,118,72.5%,87.9,免费评估
23,曼彻斯特城市大学Manchester Metropolitan University,83.7%,80.9%,9.7%,150,,87.3,免费评估
24,伦敦大学亚非学院SOAS University of London,75.2%,65.8%,40.9%,150,69.2%,86.9,免费评估
24,爱丁堡大学The University of Edinburgh,75.4%,69.2%,27.9%,172,68.0%,86.9,免费评估
26,布里斯托大学University of Bristol,74.6%,68.7%,28.3%,163,59.0%,84.6,免费评估
27,伦敦大学金史密斯学院Goldsmiths University of London,80.5%,69.6%,25.9%,147,54.3%,84.3,免费评估
28,利物浦约翰摩尔斯大学Liverpool John Moores University,88.0%,81.8%,7.2%,126,50.0%,83.4,免费评估
29,布莱顿大学University of Brighton,83.4%,74.0%,13.1%,106,40.0%,78.9,免费评估
