Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,哈佛大学Harvard University,UnitedStates,100.0,69.7,74.3,100.0,39.5,324.0,免费评估
2,麻省理工学院Massachusetts Institute of Technology,UnitedStates,57.1,84.6,73.7,70.8,75.0,302.3,免费评估
3,旧金山大学University of San Francisco,UnitedStates,56.3,68.9,69.3,56.4,86.6,282.0,免费评估
4,剑桥大学University of Cambridge,UnitedKingdom,62.4,64.0,84.2,38.1,100.0,281.3,免费评估
5,斯坦福大学Stanford University,UnitedStates,59.7,68.7,68.3,53.6,63.7,259.4,免费评估
6,Rockefeller University,UnitedStates,28.8,70.2,72.0,48.2,82.9,244.5,免费评估
7,"西雅图华盛顿大学University of Washington,Seattle Campus",UnitedStates,63.0,63.4,66.6,36.5,61.2,237.4,免费评估
8,哥伦比亚大学Columbia University,UnitedStates,48.9,63.6,70.3,45.5,63.7,235.7,免费评估
9,约翰霍普金斯大学Johns Hopkins University,UnitedStates,70.6,63.3,67.8,39.3,43.3,230.0,免费评估
10,伦敦大学学院University College London,UnitedKingdom,62.5,58.4,82.3,26.7,61.2,225.3,免费评估
11,The University of Texas Southwestern Medical Center at Dallas,UnitedStates,39.4,60.4,64.2,40.8,68.5,222.0,免费评估
12,耶鲁大学Yale University,UnitedStates,53.9,60.9,69.2,41.9,50.0,220.6,免费评估
13,"加州大学伯克利分校University of California,Berkeley",UnitedStates,54.6,68.5,67.9,40.5,35.4,212.5,免费评估
14,"加州大学洛杉矶分校University of California,Los Angeles",UnitedStates,56.2,63.6,68.6,34.8,35.4,203.6,免费评估
15,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,UnitedStates,52.6,62.7,63.4,25.8,43.3,197.1,免费评估
16,University of Massachusetts Medical School - Worcester,UnitedStates,31.6,64.1,66.3,34.5,53.0,196.5,免费评估
17,Karolinska Institute,Sweden,50.3,61.7,88.3,25.3,35.4,190.3,免费评估
18,University of Zurich,Switzerland,47.1,58.6,85.5,22.9,43.3,188.9,免费评估
19,加利福尼亚理工学院California Institute of Technology,UnitedStates,26.7,69.1,64.1,27.1,46.8,182.6,免费评估
20,"加利福尼亚大学圣地亚哥分校University of California,San Diego",UnitedStates,60.5,60.7,71.3,44.1,0.0,179.6,免费评估
21,范德堡大学Vanderbilt University,UnitedStates,46.9,58.3,61.2,27.6,30.6,175.6,免费评估
22,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,UnitedStates,43.4,53.8,64.5,11.9,53.0,175.1,免费评估
23,多伦多大学University of Toronto,Canada,66.3,57.5,79.3,34.8,0.0,174.4,免费评估
24,康奈尔大学Cornell University,UnitedStates,60.2,60.9,68.2,38.7,0.0,173.4,免费评估
25,牛津大学University of Oxford,UnitedKingdom,64.5,62.8,85.2,28.8,0.0,173.2,免费评估
26,Kyoto University,Japan,53.3,45.9,58.9,18.2,43.3,172.4,免费评估
26,Tokyo Institute of Technology,Japan,22.9,44.6,56.6,6.9,86.6,172.4,免费评估
28,宾夕法尼亚大学University of Pennsylvania,UnitedStates,59.3,62.8,64.7,36.1,0.0,171.3,免费评估
29,The University of Texas Health Science Center at Houston,UnitedStates,37.6,62.2,71.2,20.1,35.4,169.5,免费评估
30,Norwegian University of Science and Technology - NTNU,Norway,24.9,57.9,82.0,6.9,61.2,167.4,免费评估
31,伦敦国王学院King's College London,UnitedKingdom,41.1,61.9,84.6,22.3,25.0,167.3,免费评估
32,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",UnitedStates,58.7,61.2,64.3,32.3,0.0,165.1,免费评估
33,卡迪夫大学Cardiff University,UnitedKingdom,31.2,61.9,82.7,11.9,43.3,164.9,免费评估
34,University of Copenhagen,Denmark,62.6,58.6,84.8,25.8,0.0,163.9,免费评估
35,University of Strasbourg,France,33.9,53.3,81.9,14.6,43.3,161.5,免费评估
36,诺丁汉大学University of Nottingham,UnitedKingdom,32.5,53.3,77.6,6.9,53.0,161.2,免费评估
36,犹他大学University of Utah,UnitedStates,40.1,59.4,64.3,18.2,30.6,161.2,免费评估
38,圣路易斯华盛顿大学Washington University in St Louis,UnitedStates,49.6,66.5,62.4,31.6,0.0,160.2,免费评估
39,普林斯顿大学Princeton University,UnitedStates,29.5,60.0,67.3,21.8,35.4,160.1,免费评估
40,University of Gothenburg,Sweden,37.9,57.0,84.4,12.9,35.4,160.0,免费评估
41,Utrecht University,Netherlands,50.2,60.1,82.2,30.8,0.0,157.6,免费评估
41,杜克大学Duke University,UnitedStates,53.6,59.5,66.3,31.2,0.0,157.6,免费评估
43,芝加哥大学The University of Chicago,UnitedStates,45.6,65.3,67.8,29.6,0.0,154.1,免费评估
44,Icahn School of Medicine at Mount Sinai,UnitedStates,38.0,71.5,72.5,27.6,0.0,151.6,免费评估
45,Baylor College of Medicine,UnitedStates,45.8,62.1,66.8,29.2,0.0,150.5,免费评估
46,西澳大学The University of Western Australia,Australia,40.4,55.7,80.4,0.0,37.5,149.6,免费评估
47,纽约大学New York University,UnitedStates,43.7,60.9,69.6,29.6,0.0,148.1,免费评估
48,The University of Tokyo,Japan,61.0,47.1,60.4,27.1,0.0,147.3,免费评估
49,University of Munich,Germany,47.6,58.3,79.6,25.3,0.0,147.1,免费评估
50,帝国理工学院Imperial College London,UnitedKingdom,52.2,60.9,85.4,16.2,0.0,146.4,免费评估
