Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Massachusetts Institute of Technology (MIT),United States,100.0,99.1,96.8,100.0,99.3,免费评估
2,Harvard University,United States,92.4,99.9,95.8,97.0,94.8,免费评估
2,Stanford University,United States,93.9,96.2,93.9,97.0,94.8,免费评估
4,"University of California, Berkeley (UCB)",United States,91.5,91.2,95.2,99.3,93.8,免费评估
5,剑桥大学University of Cambridge,United Kingdom,89.4,99.7,93.1,94.5,92.2,免费评估
6,牛津大学University of Oxford,United Kingdom,88.1,98.9,93.5,95.3,91.7,免费评估
7,Georgia Institute of Technology,United States,90.4,73.5,88.2,91.8,88.6,免费评估
8,Carnegie Mellon University,United States,85.5,82.4,92.0,93.6,88.1,免费评估
8,Princeton University,United States,86.2,87.0,93.6,88.0,88.1,免费评估
10,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,86.3,73.0,92.7,94.5,87.9,免费评估
11,National University of Singapore (NUS),Singapore,82.3,91.3,87.2,97.0,87.1,免费评估
12,帝国理工学院Imperial College London,United Kingdom,83.9,83.1,89.0,91.8,86.4,免费评估
13,Columbia University,United States,81.5,86.1,88.4,95.3,86.1,免费评估
14,University of Michigan,United States,81.0,76.8,89.8,97.7,85.7,免费评估
15,University of Washington,United States,82.3,76.3,89.4,94.5,85.6,免费评估
16,"University of California, Los Angeles (UCLA)",United States,82.1,83.9,90.4,88.0,85.1,免费评估
17,University of Toronto,Canada,75.3,87.3,96.3,91.8,84.0,免费评估
18,Cornell University,United States,82.5,79.4,86.1,86.9,83.8,免费评估
19,University of Chicago,United States,81.7,81.4,86.7,83.6,83.1,免费评估
20,Tsinghua University,China,76.9,86.6,88.4,89.0,82.6,免费评估
21,Duke University,United States,78.5,76.0,85.1,89.9,81.9,免费评估
22,The University of Tokyo,Japan,80.6,91.4,80.7,81.2,81.8,免费评估
22,University of Pennsylvania,United States,75.3,79.8,91.1,89.9,81.8,免费评估
24,University of Wisconsin-Madison,United States,79.1,69.2,91.6,82.4,81.3,免费评估
25,The University of Melbourne,Australia,73.2,100.0,87.0,85.8,81.2,免费评估
26,The Hong Kong University of Science and Technology,Hong Kong,74.1,89.8,89.1,84.7,80.8,免费评估
27,伦敦大学学院University College London,United Kingdom,71.2,77.4,97.0,89.9,80.7,免费评估
28,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,82.2,90.6,76.2,74.4,80.3,免费评估
28,The University of Hong Kong,Hong Kong,72.6,91.7,89.6,84.7,80.3,免费评估
30,华威大学The University of Warwick,United Kingdom,74.6,82.0,84.7,89.0,80.2,免费评估
31,Johns Hopkins University,United States,74.7,70.5,92.1,84.7,79.8,免费评估
32,"University of North Carolina, Chapel Hill",United States,73.1,67.1,87.9,91.8,79.2,免费评估
32,Yale University,United States,74.4,88.9,86.7,78.7,79.2,免费评估
34,Peking University,China,76.1,91.3,83.6,75.9,79.1,免费评估
34,Purdue University,United States,76.4,76.7,83.8,82.4,79.1,免费评估
36,The Australian National University,Australia,70.3,93.9,92.3,75.9,78.2,免费评估
37,Monash University,Australia,70.1,91.5,87.3,82.4,78.1,免费评估
38,"University of California, San Diego (UCSD)",United States,67.0,73.2,100.0,85.8,78.0,免费评估
39,University of British Columbia,Canada,72.5,79.1,84.6,83.6,77.8,免费评估
40,Pennsylvania State University,United States,70.4,72.1,87.3,89.0,77.7,免费评估
40,Université de Montréal,Canada,70.3,69.2,91.1,86.9,77.7,免费评估
42,Texas A&M University,United States,73.9,61.0,83.6,89.0,77.6,免费评估
43,"Nanyang Technological University, Singapore (NTU)",Singapore,71.1,83.0,86.5,81.2,77.4,免费评估
43,The University of Auckland,New Zealand,70.5,89.9,89.8,75.9,77.4,免费评估
45,City University of Hong Kong,Hong Kong,65.4,85.0,90.5,86.9,76.7,免费评估
46,KU Leuven,Belgium,68.5,72.0,87.5,88.0,76.6,免费评估
47,Shanghai Jiao Tong University,China,65.6,81.6,89.6,88.0,76.5,免费评估
48,McGill University,Canada,70.5,76.8,83.6,83.6,76.4,免费评估
48,New York University (NYU),United States,71.0,76.3,88.8,77.3,76.4,免费评估
50,University of Illinois at Urbana-Champaign,United States,71.1,75.7,84.0,81.2,76.2,免费评估
