Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,华威大学The University of Warwick,83,1.4,480.0,69,100.0,免费评估
2,莱斯特大学University of Leicester,90,0.9,397.0,62,95.7,免费评估
3,东英吉利大学University of East Anglia,88,0.9,385.0,57,92.4,免费评估
4,伯明翰大学University of Birmingham,84,0.9,421.0,61,91.9,免费评估
5,肯特大学University of Kent,86,1.3,341.0,50,90.9,免费评估
6,诺丁汉大学University of Nottingham,79,1.0,408.0,68,90.8,免费评估
7,兰卡斯特大学Lancaster University,86,1.3,,36,89.9,免费评估
8,萨塞克斯大学University of Sussex,78,1.2,408.0,55,89.4,免费评估
9,曼彻斯特大学The University of Manchester,75,1.4,414.0,53,88.8,免费评估
10,埃塞克斯大学University of Essex,80,0.8,348.0,70,87.2,免费评估
11,基尔大学Keele University,83,0.7,339.0,53,84.8,免费评估
12,赫尔大学The University of Hull,85,0.8,339.0,46,84.6,免费评估
13,利物浦大学The University of Liverpool,81,0.7,336.0,58,83.8,免费评估
14,斯旺西大学Swansea University,75,0.5,345.0,56,78.4,免费评估
15,朴茨茅斯大学University of Portsmouth,82,0.8,293.0,33,77.9,免费评估
16,邓迪大学University of Dundee,85,,377.0,35,77.2,免费评估
17,伦敦大学金史密斯学院Goldsmiths University of London,76,,374.0,62,76.9,免费评估
18,林肯大学University of Lincoln,84,,255.0,38,72.1,免费评估
19,德比大学University of Derby,81,,271.0,43,71.9,免费评估
20,坎特伯雷大学Canterbury Christ Church University,79,,255.0,44,70.3,免费评估
21,温切斯特大学University of Winchester,81,,291.0,29,69.8,免费评估
