Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Colorado School of Mines,United States,90.3,89.0,100.0,95.3,95.5,免费评估
2,Curtin University,Australia,97.8,95.7,70.6,100.0,87.3,免费评估
3,The University of Queensland,Australia,86.3,88.5,64.7,99.1,81.8,免费评估
4,McGill University,Canada,88.4,94.2,66.1,88.8,80.5,免费评估
5,The University of New South Wales (UNSW Sydney),Australia,91.0,94.1,61.1,94.0,80.4,免费评估
6,The University of Western Australia,Australia,96.9,94.3,52.5,93.8,77.8,免费评估
7,Queen's University at Kingston,Canada,80.0,90.9,62.0,84.8,75.9,免费评估
8,埃克塞特大学University of Exeter,United Kingdom,85.0,94.0,61.3,80.1,75.4,免费评估
9,University of British Columbia,Canada,89.2,93.0,56.9,82.6,74.9,免费评估
10,Pennsylvania State University,United States,94.8,94.4,60.2,74.6,74.8,免费评估
11,University of Alberta,Canada,93.8,92.0,59.0,77.1,74.6,免费评估
12,Saint-Petersburg Mining University,Russia,57.1,67.6,69.6,91.5,74.0,免费评估
13,University of Witwatersrand,South Africa,77.2,84.8,67.2,75.7,73.9,免费评估
14,Universidad de Chile,Chile,76.6,90.4,55.3,88.8,73.8,免费评估
15,Monash University,Australia,91.0,95.9,47.5,88.5,73.6,免费评估
16,King Fahd University of Petroleum & Minerals,Saudi Arabia,60.6,77.1,64.1,90.8,73.5,免费评估
17,Technische Universität Bergakademie Freiberg,Germany,77.8,87.1,64.5,75.2,73.1,免费评估
18,The University of Melbourne,Australia,83.1,92.0,47.1,92.6,72.9,免费评估
19,China University of Mining and Technology,China (Mainland),100.0,86.5,59.5,68.1,72.2,免费评估
20,Delft University of Technology,Netherlands,83.6,81.2,55.6,82.5,71.7,免费评估
21,RWTH Aachen University,Germany,77.8,89.6,53.5,82.0,71.1,免费评估
22,The University of Arizona,United States,94.5,96.4,57.5,64.1,70.9,免费评估
23,"The University of Newcastle, Australia (UON)",Australia,78.4,87.8,52.6,82.4,70.7,免费评估
24,The University of Adelaide,Australia,94.1,96.1,43.0,81.4,70.2,免费评估
24,Université PSL,France,88.0,93.4,41.0,88.6,70.2,免费评估
26,Virginia Polytechnic Institute and State University,United States,87.5,89.4,63.5,59.1,69.7,免费评估
27,University of Toronto,Canada,92.5,97.4,41.9,80.5,69.4,免费评估
28,University of Wollongong,Australia,81.6,90.0,51.9,74.4,68.8,免费评估
29,Kyushu University,Japan,75.3,80.9,48.1,84.7,68.1,免费评估
30,Universidad Nacional Autónoma de México (UNAM),Mexico,82.1,83.1,41.5,88.6,68.0,免费评估
31,University of Colorado Boulder,United States,95.7,92.3,52.1,61.1,67.4,免费评估
32,Wuhan University,China (Mainland),86.7,87.1,43.0,79.6,67.2,免费评估
33,Nanjing University,China (Mainland),96.6,96.4,38.7,74.6,66.8,免费评估
34,Universidade de São Paulo,Brazil,81.6,82.3,38.9,88.5,66.7,免费评估
35,University of Utah,United States,80.6,88.0,62.4,52.0,65.9,免费评估
36,Middle East Technical University,Turkey,71.2,84.6,47.5,77.2,65.5,免费评估
37,Politecnico di Torino,Italy,73.4,83.7,41.7,83.9,65.4,免费评估
38,Universidad Politécnica de Madrid (UPM),Spain,71.2,84.9,41.7,83.2,65.1,免费评估
39,Ruhr-Universität Bochum,Germany,79.5,90.2,46.0,70.2,64.9,免费评估
40,Waseda University,Japan,61.6,69.9,49.3,84.6,64.8,免费评估
41,Indian Institute of Technology Bombay (IITB),India,74.7,85.3,38.7,83.8,64.6,免费评估
42,Istanbul Technical University,Turkey,77.2,83.8,46.6,71.6,64.3,免费评估
42,The National University of Science and Technology MISIS,Russia,57.1,67.2,41.1,97.5,64.3,免费评估
44,Indian Institute of Technology Kharagpur (IIT-KGP),India,70.5,81.1,43.6,79.5,64.0,免费评估
45,Université Laval,Canada,76.0,95.0,40.8,72.5,63.7,免费评估
46,University of Illinois at Urbana-Champaign,United States,84.5,90.5,38.3,72.6,63.4,免费评估
47,Universiti Teknologi PETRONAS (UTP),Malaysia,55.9,70.9,50.8,80.0,63.3,免费评估
48,Missouri University of Science and Technology,United States,69.7,81.0,53.2,64.3,63.2,免费评估
48,University of Pretoria,South Africa,61.6,72.9,50.5,76.0,63.2,免费评估
50,Universidad de Concepción,Chile,63.6,77.7,43.5,81.0,62.9,免费评估
