Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,牛津大学University of Oxford,100.0,88.0,65.0,10,13.9,79.0,7.0,481.0,,免费评估
2,剑桥大学University of Cambridge,99.5,98.0,84.0,10,13.2,79.0,4.0,496.0,,免费评估
3,圣安德鲁斯大学University of St Andrews,86.3,95.0,77.0,7,13.4,75.0,8.0,458.0,,免费评估
4,杜伦大学Durham University,76.9,97.0,76.0,4,15.4,78.0,6.0,423.0,,免费评估
5,伦敦大学亚非学院SOAS University of London,76.3,93.0,57.0,7,11.9,,9.0,322.0,,免费评估
6,格拉斯哥大学University of Glasgow,74.8,91.0,72.0,7,15.6,79.0,8.0,340.0,,免费评估
7,爱丁堡大学The University of Edinburgh,72.6,93.0,60.0,9,15.3,64.0,5.0,422.0,,免费评估
7,埃克塞特大学University of Exeter,72.6,93.0,71.0,4,13.0,71.0,5.0,398.0,,免费评估
9,伦敦国王学院King's College London,69.2,89.0,68.0,8,11.8,59.0,6.0,411.0,,免费评估
10,布里斯托大学University of Bristol,67.3,92.0,50.0,6,18.3,73.0,8.0,407.0,,免费评估
11,阿伯丁大学University of Aberdeen,64.1,96.0,85.0,5,16.7,71.0,,320.0,,免费评估
12,牛津布鲁克斯大学Oxford Brookes University,60.3,91.0,73.0,5,15.0,,6.0,319.0,,免费评估
13,曼彻斯特大学The University of Manchester,60.2,89.0,62.0,8,14.0,65.0,3.0,373.0,,免费评估
14,海斯罗珀学院Heythrop College of the University of London,57.7,,,4,16.1,,7.0,331.0,,免费评估
15,谢菲尔德大学The University of Sheffield,55.3,97.0,69.0,4,19.6,65.0,6.0,361.0,,免费评估
16,诺丁汉大学University of Nottingham,54.7,87.0,64.0,5,19.8,74.0,5.0,389.0,,免费评估
17,格罗斯特大学University of Gloucestershire,54.5,87.0,69.0,7,13.9,,5.0,251.0,,免费评估
17,英国女王大学Queen's University Belfast,54.5,88.0,54.0,5,15.9,65.0,8.0,316.0,,免费评估
19,肯特大学University of Kent,53.4,83.0,66.0,4,17.4,,8.0,322.0,,免费评估
20,班戈大学Bangor University,50.1,91.0,77.0,3,20.9,68.0,8.0,288.0,,免费评估
21,兰卡斯特大学Lancaster University,50.0,87.0,59.0,7,15.4,60.0,2.0,370.0,,免费评估
22,温切斯特大学University of Winchester,49.9,92.0,71.0,3,19.3,,9.0,264.0,,免费评估
23,赫尔大学The University of Hull,49.0,90.0,72.0,3,16.9,,3.0,333.0,,免费评估
24,伯明翰大学University of Birmingham,48.3,80.0,61.0,8,17.4,68.0,3.0,349.0,,免费评估
25,卡迪夫大学Cardiff University,48.1,96.0,77.0,5,25.7,65.0,7.0,357.0,,免费评估
26,利兹大学University of Leeds,47.3,90.0,67.0,6,18.1,49.0,7.0,356.0,,免费评估
27,兰彼得大学University of Wales Lampeter,43.5,87.0,61.0,4,14.4,76.0,1.0,267.0,,免费评估
28,纽曼大学学院Newman University College,41.1,98.0,84.0,3,24.0,,7.0,231.0,,免费评估
29,利兹三一学院Leeds Trinity & All Saints,40.8,84.0,68.0,2,22.5,,5.0,,,免费评估
30,"特威克南圣玛丽大学St Mary's, Twickenham",40.6,90.0,77.0,3,24.6,,7.0,244.0,,免费评估
31,巴斯斯巴大学Bath Spa University,39.1,94.0,73.0,3,22.4,,4.0,309.0,,免费评估
31,罗汉普顿大学Roehampton University,39.1,90.0,53.0,3,15.7,53.0,9.0,217.0,,免费评估
33,切斯特大学University of Chester,38.6,93.0,80.0,3,22.8,73.0,3.0,268.0,,免费评估
34,约克圣约翰大学York St John University,34.8,96.0,85.0,6,19.3,52.0,2.0,262.0,,免费评估
35,哥比亚大学University of Cumbria,29.6,83.0,57.0,4,14.5,64.0,1.0,278.0,,免费评估
36,坎特伯雷大学Canterbury Christ Church University,28.1,88.0,61.0,4,19.5,49.0,3.0,270.0,,免费评估
