Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,圣安德鲁斯大学University of St Andrews,190,4.14,3.23,,100.0,免费评估
2,牛津大学University of Oxford,218,3.48,3.07,80.0,99.1,免费评估
3,杜伦大学Durham University,180,4.14,2.98,,98.2,免费评估
4,爱丁堡大学The University of Edinburgh,150,3.92,2.91,85.0,97.0,免费评估
5,伯明翰大学University of Birmingham,137,4.0,3.37,,96.2,免费评估
6,伦敦大学亚非学院SOAS University of London,148,3.99,2.78,80.0,95.7,免费评估
7,利兹大学University of Leeds,158,3.97,2.91,70.0,94.7,免费评估
8,埃克塞特大学University of Exeter,168,3.75,3.25,65.0,94.6,免费评估
9,曼彻斯特大学The University of Manchester,147,3.59,3.16,60.0,92.6,免费评估
10,威斯敏斯特大学University of Westminster,107,3.84,1.99,,85.3,免费评估
