Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,219.0,3.98,3.31,84.0,100.0,免费评估
2,圣安德鲁斯大学University of St Andrews,210.0,4.35,2.95,82.0,99.2,免费评估
3,伦敦大学学院University College London,187.0,3.9,3.28,90.0,98.7,免费评估
4,伦敦政治经济学院The London School of Economics and Political Science,197.0,3.59,3.45,90.0,98.3,免费评估
5,剑桥大学University of Cambridge,212.0,4.05,3.0,82.0,98.3,免费评估
6,华威大学The University of Warwick,188.0,4.24,3.19,80.0,98.0,免费评估
7,杜伦大学Durham University,202.0,3.78,2.87,86.0,96.7,免费评估
8,埃克塞特大学University of Exeter,176.0,4.06,3.13,84.0,96.2,免费评估
9,巴斯大学University of Bath,181.0,3.92,2.81,88.0,96.0,免费评估
10,谢菲尔德大学The University of Sheffield,156.0,4.08,3.4,82.0,95.8,免费评估
11,约克大学The University of York,157.0,4.23,3.16,82.0,95.6,免费评估
12,兰卡斯特大学Lancaster University,152.0,4.05,3.15,80.0,95.1,免费评估
13,布里斯托大学University of Bristol,182.0,4.22,2.69,70.0,94.6,免费评估
14,伦敦国王学院King's College London,187.0,3.87,2.99,76.0,94.5,免费评估
15,格拉斯哥大学University of Glasgow,193.0,3.93,2.84,70.0,94.5,免费评估
16,埃塞克斯大学University of Essex,111.0,4.03,3.54,86.0,94.5,免费评估
17,拉夫堡大学Loughborough University,147.0,4.38,2.51,82.0,94.4,免费评估
18,萨塞克斯大学University of Sussex,142.0,4.24,3.03,80.0,94.3,免费评估
19,诺丁汉大学University of Nottingham,165.0,3.85,2.79,82.0,94.3,免费评估
20,曼彻斯特大学The University of Manchester,165.0,3.99,2.92,78.0,94.0,免费评估
21,伯明翰大学University of Birmingham,157.0,3.89,2.78,84.0,94.0,免费评估
22,利兹大学University of Leeds,162.0,4.02,2.86,78.0,93.5,免费评估
23,爱丁堡大学The University of Edinburgh,167.0,3.76,3.07,70.0,92.9,免费评估
24,肯特大学University of Kent,138.0,4.14,2.75,78.0,92.8,免费评估
25,伦敦大学亚非学院SOAS University of London,169.0,4.06,2.86,68.0,92.8,免费评估
26,纽卡斯尔大学Newcastle University,156.0,4.07,2.62,76.0,92.7,免费评估
27,思克莱德大学University of Strathclyde,198.0,3.88,3.04,54.0,92.6,免费评估
28,亚伯大学Aberystwyth University,126.0,4.27,3.18,72.0,92.4,免费评估
29,伦敦大学玛丽女王学院Queen Mary University of London,140.0,3.88,2.85,78.0,92.2,免费评估
30,雷丁大学University of Reading,138.0,4.06,2.91,72.0,92.1,免费评估
31,南安普顿大学University of Southampton,143.0,3.93,2.99,72.0,92.0,免费评估
32,阿伯丁大学University of Aberdeen,180.0,3.88,2.44,66.0,91.5,免费评估
33,阿斯顿大学Aston University,122.0,4.15,3.08,70.0,91.4,免费评估
34,伦敦大学皇家霍洛威学院Royal Holloway University of London,136.0,4.01,2.81,70.0,91.3,免费评估
35,东英吉利大学University of East Anglia,140.0,4.03,2.85,68.0,91.0,免费评估
36,"伦敦大学伯克贝克学院Birkbeck, University Of London",85.0,4.13,2.98,84.0,90.7,免费评估
37,萨里大学University of Surrey,160.0,4.26,2.08,66.0,90.5,免费评估
38,布鲁内尔大学Brunel University,112.0,4.13,2.79,72.0,90.5,免费评估
