Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,72.6%,85.4%,67.0%,642,96.6%,100.0,免费评估
2,帝国理工学院Imperial College London,92.9%,93.1%,60.1%,546,88.2%,99.7,免费评估
3,牛津大学University of Oxford,74.3%,79.3%,68.7%,593,88.7%,96.8,免费评估
4,杜伦大学Durham University,84.2%,88.9%,39.4%,549,88.9%,94.7,免费评估
5,格拉斯哥大学University of Glasgow,77.3%,86.2%,47.2%,525,,93.1,免费评估
6,诺丁汉大学University of Nottingham,88.5%,92.4%,40.8%,494,77.8%,92.3,免费评估
7,华威大学The University of Warwick,76.1%,84.2%,47.2%,429,88.0%,90.4,免费评估
8,Cardiff University,70.5%,79.1%,30.2%,427,100.0%,88.9,免费评估
9,赫瑞瓦特大学Heriot Watt University,78.8%,86.3%,47.8%,390,,88.5,免费评估
10,斯旺西大学Swansea University,80.9%,87.7%,45.5%,336*,84.2%,88.3,免费评估
10,埃克塞特大学University of Exeter,70.8%,79.3%,36.4%,432,92.4%,88.3,免费评估
12,University of Lincoln,84.5%,84.4%,12.4%,346,94.7%,86.6,免费评估
13,西苏格兰大学University of the West of Scotland,94.5%,96.5%,9.0%,,70.0%,86.5,免费评估
14,西英格兰大学University of the West of England,96.2%,97.0%,10.6%,317,80.7%,86.3,免费评估
15,Coventry University,88.9%,93.8%,10.3%,199,100.0%,85.7,免费评估
16,利物浦大学The University of Liverpool,79.1%,84.8%,32.1%,445,68.4%,85.0,免费评估
17,伦敦大学玛丽女王学院Queen Mary University of London,73.4%,80.8%,46.7%,395*,70.3%,84.5,免费评估
18,阿伯丁大学University of Aberdeen,71.8%,74.7%,28.4%,452,,84.0,免费评估
19,阿尔斯特大学University of Ulster,85.6%,94.8%,,314,78.7%,81.9,免费评估
20,伦敦南岸大学London South Bank University,86.0%,87.7%,19.6%,256,75.0%,81.5,免费评估
21,莱斯特大学University of Leicester,61.8%,72.5%,34.4%,344,82.9%,81.0,免费评估
22,伦敦城市大学City University London,76.2%,78.3%,20.2%,339,70.8%,79.7,免费评估
23,利物浦约翰摩尔斯大学Liverpool John Moores University,79.8%,85.5%,14.2%,344,64.2%,79.1,免费评估
24,中央兰开夏大学University of Central Lancashire,81.8%,84.7%,7.1%,308,70.4%,78.9,免费评估
25,德蒙福特大学De Montfort University,79.8%,81.8%,12.5%,,64.3%,78.0,免费评估
26,龙比亚大学Napier University,73.7%,79.0%,,347,76.3%,77.9,免费评估
27,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,73.4%,76.0%,4.7%,336,75.0%,77.6,免费评估
28,谢菲尔德哈莱姆大学Sheffield Hallam University,70.1%,78.8%,,289,78.4%,76.2,免费评估
28,阿斯顿大学Aston University,68.3%,77.6%,20.6%,292,,76.2,免费评估
30,布拉德福德大学University of Bradford,82.6%,88.3%,7.7%,298,56.1%,76.1,免费评估
31,北安普顿大学The University of Northampton,69.3%,71.2%,,336,75.0%,75.5,免费评估
32,格林威治大学The University of Greenwich,77.9%,84.1%,5.5%,,53.8%,73.3,免费评估
33,伯恩茅斯大学Bournemouth University,54.4%,63.6%,8.5%,302,80.0%,73.1,免费评估
