Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,589,4.44,3.15,80.0,100.0,免费评估
2,牛津大学University of Oxford,571,4.35,3.05,72.0,96.8,免费评估
3,伦敦大学学院University College London,531,4.22,2.95,82.0,96.0,免费评估
4,杜伦大学Durham University,535,4.4,2.85,74.0,95.1,免费评估
5,埃克塞特大学University of Exeter,464,4.34,2.8,74.0,92.1,免费评估
6,布里斯托大学University of Bristol,454,4.14,2.7,82.0,91.6,免费评估
7,圣安德鲁斯大学University of St Andrews,492,4.29,2.7,70.0,91.4,免费评估
8,华威大学The University of Warwick,446,4.23,2.85,68.0,90.1,免费评估
9,伦敦国王学院King's College London,448,4.26,2.85,64.0,89.6,免费评估
10,爱丁堡大学The University of Edinburgh,469,4.02,2.45,74.0,88.4,免费评估
11,诺丁汉大学University of Nottingham,418,4.16,2.55,66.0,86.6,免费评估
12,曼彻斯特大学The University of Manchester,407,4.13,2.7,62.0,86.2,免费评估
13,纽卡斯尔大学Newcastle University,402,4.4,2.45,58.0,85.3,免费评估
14,伯明翰大学University of Birmingham,402,3.95,2.6,66.0,85.3,免费评估
15,伦敦大学皇家霍洛威学院Royal Holloway University of London,410,4.18,2.25,68.0,85.1,免费评估
16,利物浦大学The University of Liverpool,397,4.05,2.4,58.0,82.9,免费评估
17,格拉斯哥大学University of Glasgow,425,4.52,2.05,50.0,82.9,免费评估
18,卡迪夫大学Cardiff University,390,3.98,2.4,,82.6,免费评估
19,利兹大学University of Leeds,395,4.03,2.15,62.0,82.0,免费评估
20,雷丁大学University of Reading,354,4.23,2.5,44.0,80.4,免费评估
21,斯旺西大学Swansea University,330,4.21,2.05,60.0,79.9,免费评估
22,肯特大学University of Kent,346,4.02,1.9,62.0,78.9,免费评估
23,罗汉普顿大学Roehampton University,286,4.31,,26.0,71.4,免费评估
