Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,爱丁堡大学The University of Edinburgh,4.2,,0.91,0.78,免费评估
2,英国女王大学Queen's University Belfast,2.7,401.0,0.89,1.0,免费评估
3,诺丁汉大学University of Nottingham,4.0,419.0,0.76,1.0,免费评估
4,东英吉利大学University of East Anglia,2.6,382.0,1.0,,免费评估
5,曼彻斯特大学The University of Manchester,3.6,412.0,0.79,0.96,免费评估
6,巴斯大学University of Bath,2.9,446.0,0.79,0.97,免费评估
7,利兹大学University of Leeds,2.8,447.0,0.87,0.8,免费评估
8,卡迪夫大学Cardiff University,2.6,399.0,0.83,0.98,免费评估
9,剑桥大学University of Cambridge,2.9,,0.86,0.85,免费评估
10,思克莱德大学University of Strathclyde,2.6,444.0,0.79,0.93,免费评估
11,伦敦大学药剂学院School of Pharmacy,3.2,397.0,0.75,1.0,免费评估
12,阿斯顿大学Aston University,2.5,410.0,0.78,1.0,免费评估
13,中央兰开夏大学University of Central Lancashire,3.0,411.0,0.8,0.82,免费评估
14,格拉斯哥大学University of Glasgow,2.6,391.0,0.83,0.81,免费评估
15,布里斯托大学University of Bristol,2.6,397.0,0.78,0.85,免费评估
16,利物浦大学The University of Liverpool,2.7,353.0,0.83,0.78,免费评估
17,伦敦国王学院King's College London,2.6,384.0,0.73,0.91,免费评估
18,罗伯特高登大学The Robert Gordon University,,402.0,,1.0,免费评估
19,朴茨茅斯大学University of Portsmouth,2.6,298.0,0.78,0.95,免费评估
20,布拉德福德大学University of Bradford,2.6,315.0,0.78,0.91,免费评估
21,德蒙福特大学De Montfort University,2.0,302.0,0.83,0.93,免费评估
22,桑德兰大学University of Sunderland,0.9,328.0,0.83,0.96,免费评估
23,利物浦约翰摩尔斯大学Liverpool John Moores University,1.4,341.0,0.76,0.98,免费评估
24,布莱顿大学University of Brighton,1.9,361.0,0.66,1.0,免费评估
25,南安普顿大学University of Southampton,2.3,391.0,0.79,0.57,免费评估
26,雷丁大学University of Reading,2.1,329.0,,,免费评估
27,阿伯泰邓迪大学University of Abertay Dundee,,403.0,0.82,0.81,免费评估
28,阿伯丁大学University of Aberdeen,,379.0,0.85,0.77,免费评估
29,赫特福德大学University of Hertfordshire,1.7,288.0,0.86,0.7,免费评估
30,纽卡斯尔大学Newcastle University,,381.0,0.8,0.86,免费评估
31,格林威治大学The University of Greenwich,1.3,274.0,0.87,0.65,免费评估
32,诺丁汉特伦特大学Nottingham Trent University,2.7,,0.69,0.62,免费评估
33,金斯顿大学Kingston University,1.4,257.0,0.78,0.74,免费评估
