Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,,45.0,638.0,97.4,100.0,免费评估
2,牛津大学University of Oxford,86.8,58.3,608.0,79.5,95.3,免费评估
3,伦敦政治经济学院The London School of Economics and Political Science,78.9,71.7,587.0,88.5,95.1,免费评估
4,华威大学The University of Warwick,83.8,58.3,573.0,86.2,94.1,免费评估
5,伦敦大学学院University College London,79.3,68.3,553.0,82.5,92.2,免费评估
6,伦敦大学玛丽女王学院Queen Mary University of London,91.4,48.3,445.0,85.0,91.6,免费评估
7,巴斯大学University of Bath,81.6,43.3,514.0,88.9,88.5,免费评估
8,诺丁汉大学University of Nottingham,81.0,48.3,487.0,82.2,86.8,免费评估
9,埃克塞特大学University of Exeter,82.9,38.3,498.0,84.7,86.7,免费评估
10,萨里大学University of Surrey,89.4,31.7,457.0,76.5,85.7,免费评估
11,布里斯托大学University of Bristol,78.6,48.3,502.0,80.1,85.6,免费评估
12,东英吉利大学University of East Anglia,92.2,31.7,425.0,72.1,85.2,免费评估
13,杜伦大学Durham University,79.7,28.3,555.0,85.4,85.0,免费评估
14,约克大学The University of York,82.0,37.1,473.0,83.4,84.9,免费评估
15,兰卡斯特大学Lancaster University,82.6,41.7,457.0,77.9,84.4,免费评估
16,思克莱德大学University of Strathclyde,86.0,38.3,464.0,69.8,84.0,免费评估
17,圣安德鲁斯大学University of St Andrews,81.7,28.3,510.0,75.8,82.5,免费评估
17,爱丁堡大学The University of Edinburgh,75.5,40.0,479.0,84.5,82.5,免费评估
19,肯特大学University of Kent,86.6,35.0,410.0,69.5,81.8,免费评估
20,埃塞克斯大学University of Essex,82.9,58.3,385.0,59.4,81.6,免费评估
21,阿伯丁大学University of Aberdeen,77.1,35.0,450.0,83.5,81.1,免费评估
22,卡迪夫大学Cardiff University,73.1,46.7,440.0,82.9,80.9,免费评估
23,莱斯特大学University of Leicester,83.6,36.7,402.0,71.6,80.8,免费评估
24,伯明翰大学University of Birmingham,77.0,31.7,464.0,79.6,80.0,免费评估
25,谢菲尔德大学The University of Sheffield,82.6,33.3,435.0,68.6,79.9,免费评估
25,利兹大学University of Leeds,76.8,36.7,451.0,77.0,79.9,免费评估
27,曼彻斯特大学The University of Manchester,76.9,43.3,450.0,69.7,79.7,免费评估
28,斯旺西大学Swansea University,80.7,30.0,349.0,87.3,79.6,免费评估
29,纽卡斯尔大学Newcastle University,83.0,23.3,442.0,71.4,79.0,免费评估
30,伦敦城市大学City University London,86.7,25.0,431.0,61.6,78.8,免费评估
31,格拉斯哥大学University of Glasgow,75.1,41.7,491.0,65.0,78.7,免费评估
32,伦敦大学亚非学院SOAS University of London,78.5,20.0,473.0,78.7,78.5,免费评估
33,赫瑞瓦特大学Heriot Watt University,89.1,21.7,364.0,66.7,78.3,免费评估
34,西英格兰大学University of the West of England,91.3,10.0,330.0,75.0,77.8,免费评估
34,英国女王大学Queen's University Belfast,86.8,28.3,380.0,61.0,77.8,免费评估
34,拉夫堡大学Loughborough University,80.7,18.3,427.0,78.3,77.8,免费评估
37,南安普顿大学University of Southampton,72.1,40.0,447.0,75.9,77.7,免费评估
38,伦敦大学皇家霍洛威学院Royal Holloway University of London,74.3,40.0,396.0,77.8,77.6,免费评估
39,利物浦大学The University of Liverpool,84.1,23.3,392.0,69.0,77.4,免费评估
40,雷丁大学University of Reading,77.0,23.3,371.0,81.7,75.7,免费评估
41,基尔大学Keele University,79.4,21.7,322.0,77.9,74.2,免费评估
42,伯明翰城市大学Birmingham City University,89.0,11.7,300.0,57.9,72.2,免费评估
43,亚伯大学Aberystwyth University,80.6,13.3,330.0,72.0,72.1,免费评估
44,考文垂大学Coventry University,95.2,,307.0,51.2,71.9,免费评估
45,萨塞克斯大学University of Sussex,78.6,26.7,394.0,53.5,71.8,免费评估
46,布拉德福德大学University of Bradford,80.8,23.1,275.0,66.7,71.3,免费评估
47,邓迪大学University of Dundee,79.5,18.3,336.0,0.0,70.4,免费评估
48,朴茨茅斯大学University of Portsmouth,77.1,15.0,317.0,72.1,70.3,免费评估
49,普利茅斯大学University of Plymouth,87.6,13.3,289.0,51.7,70.1,免费评估
50,格林威治大学The University of Greenwich,89.1,10.0,279.0,51.0,69.7,免费评估
50,中央兰开夏大学University of Central Lancashire,82.9,13.3,296.0,0.0,69.7,免费评估
52,斯特林大学University of Stirling,78.3,30.0,400.0,36.5,68.8,免费评估
53,曼彻斯特城市大学Manchester Metropolitan University,82.9,3.3,324.0,60.8,68.7,免费评估
54,布鲁内尔大学Brunel University,74.6,26.7,345.0,54.1,68.2,免费评估
55,德蒙福特大学De Montfort University,86.5,,300.0,54.5,67.8,免费评估
56,赫尔大学The University of Hull,77.2,18.3,332.0,51.7,67.0,免费评估
57,赫特福德大学University of Hertfordshire,73.8,15.0,296.0,60.0,65.2,免费评估
58,诺丁汉特伦特大学Nottingham Trent University,74.3,13.3,335.0,53.2,64.8,免费评估
59,布莱顿大学University of Brighton,69.3,28.3,301.0,0.0,64.3,免费评估
60,阿尔斯特大学University of Ulster,81.7,,274.0,45.8,62.5,免费评估
61,东伦敦大学University of East London,83.4,,231.0,44.3,61.6,免费评估
62,利物浦约翰摩尔斯大学Liverpool John Moores University,75.5,1.7,,53.6,61.3,免费评估
63,金斯顿大学Kingston University,64.9,10.0,307.0,64.6,60.7,免费评估
64,伦敦都市大学London Metropolitan University,80.0,11.7,206.0,39.1,60.3,免费评估
65,米德塞斯大学Middlesex University,81.9,,255.0,31.7,58.9,免费评估
66,利兹都会大学Leeds Metropolitan University,66.9,,278.0,59.1,57.7,免费评估
