Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,利物浦大学The University of Liverpool,100.0,94.0,97.0,88.7,12.4,7.0,152.0,9.0,100.0,免费评估
2,爱丁堡大学The University of Edinburgh,91.5,89.5,91.0,77.4,11.8,9.0,174.0,7.0,,免费评估
3,格拉斯哥大学University of Glasgow,82.8,97.0,96.3,86.8,16.2,8.0,183.0,5.0,,免费评估
4,布拉德福德大学University of Bradford,81.0,96.0,93.7,83.8,15.3,4.0,138.0,10.0,99.0,免费评估
5,桑德兰大学University of Sunderland,80.4,,,,9.4,4.0,150.0,6.0,,免费评估
6,哈德斯菲尔德大学University of Huddersfield,75.7,90.0,93.3,82.1,15.9,4.0,152.0,8.0,98.0,免费评估
7,东英吉利大学University of East Anglia,75.2,85.9,89.5,68.5,16.0,5.0,149.0,10.0,99.0,免费评估
8,利兹大学University of Leeds,74.0,83.8,88.7,72.2,13.7,10.0,157.0,3.0,100.0,免费评估
9,基尔大学Keele University,72.6,96.0,94.0,85.4,14.4,6.0,135.0,3.0,99.0,免费评估
10,诺丁汉大学University of Nottingham,72.5,75.0,82.3,73.3,14.8,8.0,155.0,8.0,99.0,免费评估
11,考文垂大学Coventry University,71.9,96.0,94.0,80.2,12.9,5.0,143.0,6.0,98.0,免费评估
12,谢菲尔德大学The University of Sheffield,71.7,89.6,84.4,80.2,11.8,7.0,150.0,2.0,,免费评估
13,约克大学The University of York,71.4,75.0,85.6,63.9,11.8,10.0,150.0,4.0,98.0,免费评估
14,艾芝西尔大学Edge Hill University,70.1,93.0,93.5,89.4,13.8,5.0,133.0,7.0,96.0,免费评估
15,泰晤士河谷大学Thames Valley University,69.9,94.9,93.3,89.6,17.7,6.0,132.0,8.0,99.0,免费评估
16,蒂赛德大学Teesside University,69.4,97.0,96.0,83.6,15.7,6.0,136.0,4.0,99.0,免费评估
17,伦敦城市大学City University London,69.0,87.0,89.2,80.8,16.5,9.0,142.0,5.0,99.0,免费评估
18,南安普顿大学University of Southampton,68.4,70.0,76.8,56.6,13.5,9.0,150.0,7.0,100.0,免费评估
19,Cardiff,68.3,75.2,84.3,69.4,14.0,,137.0,8.0,98.0,免费评估
19,斯旺西大学Swansea University,68.3,87.0,85.0,76.3,15.8,8.0,115.0,8.0,98.0,免费评估
19,曼彻斯特城市大学Manchester Metropolitan University,68.3,92.9,97.5,86.7,13.0,3.0,143.0,1.0,99.0,免费评估
22,玛格丽特女王大学Queen Margaret University,68.1,95.0,98.3,80.1,14.5,2.0,160.0,5.0,96.0,免费评估
23,埃塞克斯大学University of Essex,67.0,89.0,94.5,81.4,14.8,6.0,130.0,3.0,100.0,免费评估
24,切斯特大学University of Chester,65.6,89.9,93.0,83.8,16.0,7.0,129.0,4.0,99.0,免费评估
25,诺桑比亚大学Northumbria University,65.4,89.0,90.7,80.1,16.7,3.0,148.0,6.0,99.0,免费评估
26,萨里大学University of Surrey,64.5,81.0,86.8,67.8,20.7,7.0,159.0,9.0,98.0,免费评估
27,曼彻斯特大学The University of Manchester,64.3,73.3,80.0,60.4,12.9,9.0,147.0,5.0,98.0,免费评估
28,伯明翰大学University of Birmingham,63.9,89.0,93.0,64.9,15.3,8.0,152.0,2.0,99.0,免费评估
29,伯恩茅斯大学Bournemouth University,63.6,82.8,86.7,78.6,20.2,8.0,135.0,8.0,100.0,免费评估
30,伯明翰城市大学Birmingham City University,63.1,89.1,93.7,77.5,17.3,5.0,143.0,5.0,99.0,免费评估
31,北安普顿大学The University of Northampton,62.5,92.0,89.7,72.1,15.6,5.0,120.0,9.0,98.0,免费评估
32,剑桥安鲁大学Anglia Ruskin University,62.4,91.9,90.8,83.8,18.1,8.0,122.0,9.0,96.0,免费评估
33,利物浦约翰摩尔斯大学Liverpool John Moores University,62.0,86.1,88.3,67.8,16.4,5.0,143.0,8.0,97.0,免费评估
34,德比大学University of Derby,61.9,86.0,90.8,69.9,13.4,7.0,102.0,6.0,99.0,免费评估
35,英国女王大学Queen's University Belfast,60.5,92.0,93.2,80.0,21.6,4.0,143.0,8.0,97.0,免费评估
36,南威尔士大学The University of South Wales,60.1,93.0,93.5,80.1,20.0,3.0,125.0,5.0,99.0,免费评估
37,班戈大学Bangor University,59.8,83.0,87.2,78.1,14.7,3.0,136.0,2.0,99.0,免费评估
38,米德塞斯大学Middlesex University,59.0,86.9,91.5,81.8,13.2,8.0,127.0,5.0,96.0,免费评估
39,贝德福德大学University of Bedfordshire,58.4,76.0,83.7,69.1,16.6,6.0,109.0,10.0,99.0,免费评估
40,牛津布鲁克斯大学Oxford Brookes University,57.4,86.0,91.1,82.6,15.6,5.0,131.0,5.0,96.0,免费评估
41,金斯顿大学Kingston University,56.4,77.0,78.3,63.4,11.5,10.0,113.0,,98.0,免费评估
42,伍斯特大学University of Worcester,54.7,89.0,91.8,81.4,16.7,3.0,136.0,3.0,98.0,免费评估
43,Plymouth,54.2,83.0,91.0,75.3,20.5,5.0,135.0,9.0,96.0,免费评估
44,中央兰开夏大学University of Central Lancashire,53.7,87.0,87.0,78.5,18.7,4.0,147.0,4.0,98.0,免费评估
45,西英格兰大学University of the West of England,53.2,78.0,83.8,65.9,16.4,4.0,133.0,7.0,99.0,免费评估
46,谢菲尔德哈莱姆大学Sheffield Hallam University,52.4,74.0,82.1,67.3,18.2,4.0,132.0,8.0,99.0,免费评估
47,坎特伯雷大学Canterbury Christ Church University,52.3,84.8,90.7,72.6,17.6,3.0,130.0,6.0,99.0,免费评估
48,Lincoln,51.2,82.2,80.3,59.9,15.7,6.0,131.0,6.0,99.0,免费评估
49,伦敦南岸大学London South Bank University,50.1,76.6,79.7,63.5,14.6,6.0,128.0,5.0,99.0,免费评估
50,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,48.8,80.0,85.5,76.6,19.5,4.0,141.0,4.0,98.0,免费评估
51,格林威治大学The University of Greenwich,48.3,87.0,89.2,73.3,21.0,3.0,126.0,6.0,99.0,免费评估
52,赫特福德大学University of Hertfordshire,45.9,81.0,86.8,63.2,14.7,4.0,129.0,2.0,99.0,免费评估
53,邓迪大学University of Dundee,45.1,94.0,94.0,75.6,22.4,7.0,116.0,,99.0,免费评估
54,哥比亚大学University of Cumbria,43.6,81.0,87.3,72.5,17.4,1.0,127.0,4.0,99.0,免费评估
55,德蒙福特大学De Montfort University,42.7,83.2,83.0,69.5,20.4,4.0,135.0,3.0,,免费评估
56,赫尔大学The University of Hull,42.1,86.9,86.8,73.4,20.0,3.0,138.0,2.0,99.0,免费评估
57,西苏格兰大学University of the West of Scotland,41.7,91.0,93.0,74.2,20.3,4.0,124.0,,96.0,免费评估
58,King's College London,41.1,75.8,83.1,58.5,20.6,7.0,144.0,5.0,97.0,免费评估
59,利兹贝克特大学Leeds Beckett University,40.8,81.2,88.4,70.5,14.9,4.0,131.0,3.0,94.0,免费评估
60,斯塔福德郡大学Staffordshire University,40.3,69.7,79.7,69.6,18.0,4.0,138.0,2.0,,免费评估
61,斯特林大学University of Stirling,40.1,89.0,87.4,70.8,18.4,3.0,119.0,,98.0,免费评估
62,龙比亚大学Napier University,39.8,80.2,86.7,69.2,18.5,3.0,121.0,,98.0,免费评估
63,新白金汉大学Buckinghamshire New University,39.2,90.9,91.5,83.0,21.4,7.0,129.0,7.0,90.0,免费评估
64,索尔福德大学University of Salford,38.3,82.0,83.0,72.6,16.5,4.0,147.0,3.0,93.0,免费评估
65,Suffolk,34.5,69.0,73.8,61.8,19.6,,124.0,3.0,99.0,免费评估
66,阿尔斯特大学University of Ulster,33.7,82.8,81.5,67.4,18.8,3.0,135.0,2.0,96.0,免费评估
67,布莱顿大学University of Brighton,33.6,65.3,80.1,59.3,18.6,3.0,133.0,2.0,99.0,免费评估
68,罗伯特高登大学The Robert Gordon University,31.5,69.0,73.8,62.7,17.1,4.0,132.0,2.0,98.0,免费评估
69,阿伯泰邓迪大学University of Abertay Dundee,29.2,83.2,86.3,73.4,20.4,2.0,,7.0,90.0,免费评估
