Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,54.0%,209,80.6%,100.0,免费评估
2,牛津大学University of Oxford,,,41.3%,207,85.7%,94.9,免费评估
3,杜伦大学Durham University,81.1%,73.2%,34.6%,197,86.3%,92.5,免费评估
4,埃克塞特大学University of Exeter,85.8%,83.8%,35.1%,169,84.6%,92.2,免费评估
5,圣安德鲁斯大学University of St Andrews,90.2%,87.9%,26.4%,186*,76.7%,91.0,免费评估
6,曼彻斯特大学The University of Manchester,80.5%,77.8%,48.9%,162,68.2%,90.5,免费评估
7,布里斯托大学University of Bristol,82.1%,80.7%,36.0%,175,72.7%,89.5,免费评估
8,伦敦大学学院University College London,72.8%,70.1%,43.7%,179,72.6%,88.8,免费评估
9,伯明翰大学University of Birmingham,76.0%,73.4%,33.7%,161,87.9%,88.7,免费评估
10,诺丁汉大学University of Nottingham,78.8%,71.6%,39.4%,139,85.7%,88.5,免费评估
11,谢菲尔德大学The University of Sheffield,84.2%,81.8%,41.2%,146,58.6%,86.4,免费评估
12,格拉斯哥大学University of Glasgow,68.3%,67.2%,26.3%,163,96.9%,86.3,免费评估
13,利兹大学University of Leeds,70.1%,69.7%,30.6%,160,87.1%,86.0,免费评估
14,朴茨茅斯大学University of Portsmouth,85.8%,86.1%,32.2%,100,76.1%,84.6,免费评估
15,巴斯大学University of Bath,75.8%,75.5%,27.4%,,73.9%,84.2,免费评估
16,爱丁堡大学The University of Edinburgh,67.4%,66.3%,30.3%,184,55.7%,80.6,免费评估
