Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,University of Strathclyde,91.6%,89.2%,52.2%,207,89.2%,100.0,免费评估
2,阿斯顿大学Aston University,91.6%,89.5%,39.1%,154,98.3%,94.9,免费评估
3,利物浦大学The University of Liverpool,93.9%,95.7%,35.3%,148,96.1%,94.6,免费评估
4,曼彻斯特大学The University of Manchester,83.8%,81.0%,57.1%,159,94.5%,94.5,免费评估
5,伦敦大学学院University College London,75.2%,79.7%,48.4%,195,93.5%,94.3,免费评估
6,邓迪大学University of Dundee,83.2%,86.5%,31.3%,191,93.6%,94.2,免费评估
6,剑桥大学University of Cambridge,,,,244,84.8%,94.2,免费评估
8,南安普顿大学University of Southampton,79.1%,68.9%,65.7%,147,97.1%,92.6,免费评估
9,兰卡斯特大学Lancaster University,83.0%,85.9%,55.2%,150,87.6%,92.4,免费评估
10,纽卡斯尔大学Newcastle University,83.8%,85.3%,47.8%,166,82.0%,92.1,免费评估
10,东英吉利大学University of East Anglia,88.2%,91.5%,24.9%,162,92.5%,92.1,免费评估
12,利兹大学University of Leeds,81.0%,82.2%,31.7%,156,100.0%,91.1,免费评估
12,萨里大学University of Surrey,83.3%,82.7%,37.5%,168,85.3%,91.1,免费评估
14,雷丁大学University of Reading,78.4%,72.0%,42.3%,175,86.5%,90.3,免费评估
15,斯旺西大学Swansea University,85.5%,76.6%,44.7%,138,91.4%,90.2,免费评估
16,卡迪夫大学Cardiff University,76.2%,74.2%,36.8%,157,98.2%,89.7,免费评估
17,伯明翰大学University of Birmingham,84.9%,85.4%,31.5%,156,82.1%,89.2,免费评估
18,伦敦城市大学City University London,86.8%,85.0%,19.2%,142,95.5%,89.0,免费评估
19,罗伯特高登大学The Robert Gordon University,91.4%,90.5%,4.9%,164,85.4%,88.9,免费评估
20,Northumbria University,88.1%,85.8%,14.0%,150,92.1%,88.8,免费评估
21,谢菲尔德大学The University of Sheffield,75.9%,80.4%,38.3%,157,83.8%,87.9,免费评估
22,伦敦国王学院King's College London,76.2%,82.3%,34.6%,158,,87.8,免费评估
23,华威大学The University of Warwick,80.7%,81.3%,25.3%,167,81.0%,87.7,免费评估
