Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Wuhan University,China,100.0,66.1,55.7,100.0,,277.2,免费评估
2,"University of Maryland, College Park",United States,73.6,67.9,81.1,89.7,,247.4,免费评估
3,Beijing Normal University,China,79.8,62.0,79.4,83.8,,241.5,免费评估
4,California Institute of Technology,United States,66.7,65.0,70.7,82.6,,228.4,免费评估
5,Paul Sabatier University (Toulouse 3),France,57.3,71.8,88.4,68.6,,215.5,免费评估
6,University of Twente,Netherlands,58.3,63.8,91.1,72.7,,213.1,免费评估
7,Boston University,United States,40.5,94.7,83.1,53.2,,205.1,免费评估
8,University of Lisbon,Portugal,32.2,98.8,91.6,43.3,,192.6,免费评估
9,University of Wageningen,Netherlands,42.2,75.2,96.3,54.5,,191.2,免费评估
10,University of Iceland,Iceland,33.0,100.0,94.7,34.6,,186.5,免费评估
11,University of Valencia,Spain,44.5,64.8,84.1,53.2,,179.3,免费评估
12,Delft University of Technology,Netherlands,46.7,65.9,88.3,48.2,,178.4,免费评估
13,University of Zurich,Switzerland,35.7,78.8,91.7,44.9,,177.8,免费评估
14,University of Munich,Germany,47.5,69.1,70.0,47.1,,177.7,免费评估
15,University of Helsinki,Finland,41.9,68.5,74.6,52.3,,177.6,免费评估
16,Institut National Polytechnique de Grenoble,France,29.6,98.5,94.7,30.4,,177.5,免费评估
17,Tsinghua University,China,44.1,70.8,84.1,45.6,,177.3,免费评估
17,Xidian University,China,60.1,57.6,48.5,49.9,,177.3,免费评估
19,University of Extremadura,Spain,35.1,96.1,86.9,28.0,,176.6,免费评估
20,Vienna University of Technology,Austria,38.4,73.5,94.8,45.3,,176.1,免费评估
21,University of Colorado at Boulder,United States,44.8,65.4,68.0,51.9,,175.8,免费评估
22,University of Trento,Italy,36.3,78.1,85.4,42.9,,174.4,免费评估
23,"University of California, Santa Barbara",United States,35.1,81.6,77.5,42.1,,174.3,免费评估
24,Université Grenoble Alpes,France,32.2,87.7,94.8,34.6,,173.3,免费评估
25,University of Copenhagen,Denmark,28.2,85.3,91.4,39.6,,171.3,免费评估
26,"University of California, Berkeley",United States,34.7,78.5,84.9,40.5,,170.6,免费评估
27,South Dakota State University,United States,32.8,83.5,55.5,42.5,,170.0,免费评估
28,Technical University Munich,Germany,43.7,70.2,66.7,42.5,,169.8,免费评估
29,Swiss Federal Institute of Technology Zurich,Switzerland,35.3,75.4,87.8,41.3,,169.6,免费评估
30,University of Wisconsin - Madison,United States,43.7,64.1,75.4,46.4,,169.3,免费评估
31,The Ohio State University - Columbus,United States,44.4,59.3,70.5,50.6,,168.4,免费评估
32,University of Nebraska - Lincoln,United States,31.0,82.7,80.9,37.9,,167.7,免费评估
33,The University of New South Wales,Australia,38.6,66.8,84.9,44.1,,166.4,免费评估
34,The Hong Kong Polytechnic University,China-Hong Kong,45.6,60.1,59.6,47.8,,165.4,免费评估
35,Nanjing University,China,50.6,56.0,66.1,45.3,,165.1,免费评估
36,Mississippi State University,United States,37.4,83.0,72.7,29.8,,164.8,免费评估
37,Peking University,China,41.7,60.5,72.4,47.5,,164.2,免费评估
38,Colorado State University,United States,43.2,55.2,68.7,50.9,,163.1,免费评估
39,Polytechnic University of Catalonia,Spain,41.7,60.8,70.5,42.1,,158.8,免费评估
40,National University of Defense Technology,China,51.2,51.9,50.9,45.3,,158.6,免费评估
41,Norwegian University of Life Sciences,Norway,27.7,78.8,87.3,34.6,,158.5,免费评估
42,University of Oklahoma - Norman,United States,36.3,64.1,75.0,42.5,,157.9,免费评估
43,Karlsruhe Institute of Technology (KIT),Germany,34.3,67.9,75.9,40.1,,157.4,免费评估
44,Oregon State University,United States,30.8,72.9,69.4,39.6,,157.2,免费评估
45,University of British Columbia,Canada,32.8,65.7,80.3,40.5,,155.0,免费评估
46,"University of California, Los Angeles",United States,30.1,72.7,72.2,36.9,,154.2,免费评估
47,University of South Florida,United States,34.7,64.5,76.8,38.8,,153.3,免费评估
48,University of Waterloo,Canada,36.7,60.8,90.6,36.9,,152.5,免费评估
49,University of Florida,United States,35.5,66.8,59.2,37.9,,152.0,免费评估
50,University of Strasbourg,France,31.3,65.4,100.0,35.1,,151.7,免费评估
